lambda,t,N
6.781210e-01,1.830711e-01,8.832523e-01
1.367128e+00,2.580604e-02,9.653349e-01
3.701785e-01,4.082908e-01,8.597269e-01
8.547923e-01,2.817643e+00,8.995016e-02
1.446978e+00,1.473607e+00,1.185670e-01
1.542861e+00,2.063210e+00,4.145092e-02
8.722592e-01,1.830817e+00,2.025139e-01
8.004457e-01,7.509104e-01,5.482286e-01
1.174956e-01,8.572985e-01,9.041782e-01
1.894053e+00,2.760741e+00,5.358938e-03
1.202991e+00,2.010959e-02,9.760986e-01
3.941311e-01,3.566398e-01,8.688691e-01
1.745439e+00,2.815804e-01,6.117196e-01
1.726109e+00,2.741103e+00,8.813737e-03
1.529087e+00,1.344404e-01,8.141822e-01
1.225567e+00,2.418436e+00,5.161443e-02
1.186071e+00,1.094569e+00,2.730130e-01
4.840977e-01,2.234779e-01,8.974614e-01
1.073966e+00,1.755096e+00,1.518423e-01
1.699235e+00,4.334372e-01,4.787813e-01
1.874963e+00,2.992752e+00,3.656318e-03
1.514510e+00,1.663191e+00,8.054666e-02
1.814040e+00,1.242557e-02,9.777117e-01
1.629810e+00,1.093509e+00,1.682654e-01
1.959352e+00,9.383758e-02,8.320516e-01
1.256098e+00,2.126230e+00,6.920005e-02
2.989888e-01,7.856327e-01,7.906535e-01
1.057707e+00,1.179669e+00,2.871519e-01
1.326899e+00,2.752057e+00,2.594695e-02
7.547313e-01,1.025395e-01,9.255290e-01
1.476872e+00,2.235785e-01,7.187822e-01
1.531821e+00,2.002109e+00,4.656658e-02
1.683995e+00,6.431190e-01,3.385751e-01
5.114809e-01,2.481414e+00,2.810575e-01
1.597931e+00,1.227898e+00,1.405635e-01
6.190706e-01,1.776568e+00,3.329306e-01
1.281393e+00,9.483699e-01,2.966406e-01
2.686104e-01,1.080826e-01,9.713853e-01
8.744470e-01,2.437488e+00,1.186646e-01
1.625472e+00,2.278934e+00,2.461635e-02
1.142824e+00,8.687917e-02,9.054823e-01
1.499849e+00,2.233196e+00,3.510342e-02
1.507682e+00,1.587448e+00,9.132180e-02
4.261787e-01,5.467151e-01,7.921549e-01
4.216142e-01,2.149965e+00,4.039534e-01
1.557771e+00,2.682787e+00,1.531127e-02
1.503483e+00,2.628723e+00,1.921161e-02
6.814278e-01,2.860933e+00,1.423425e-01
1.826196e+00,1.800597e+00,3.731939e-02
6.983574e-01,2.619779e-01,8.328063e-01
1.496776e+00,1.460330e+00,1.123892e-01
1.735348e+00,1.799800e+00,4.401257e-02
8.111727e-01,1.169243e+00,3.873378e-01
1.137681e+00,1.008868e+00,3.173437e-01
5.647407e-01,1.590714e+00,4.072448e-01
1.299475e+00,6.070685e-01,4.543579e-01
1.459372e+00,2.849367e+00,1.563430e-02
1.329033e+00,1.691190e+00,1.056475e-01
4.062990e-01,1.839379e-01,9.279905e-01
1.450341e+00,1.374658e+00,1.361875e-01
6.431259e-01,2.648646e+00,1.820611e-01
1.543694e+00,1.071454e+00,1.912837e-01
1.054014e+00,1.770752e+00,1.546799e-01
1.014453e+00,1.459101e+00,2.275945e-01
1.991318e+00,1.521885e-02,9.701491e-01
2.412747e-01,1.168010e+00,7.544159e-01
4.718634e-01,1.673497e+00,4.539983e-01
8.678257e-01,2.279267e-01,8.205334e-01
7.134510e-01,1.198014e+00,4.254004e-01
1.933673e+00,1.595479e+00,4.572387e-02
1.216738e-01,2.880765e+00,7.043262e-01
2.201132e-01,5.099445e-01,8.938248e-01
1.778523e-01,1.441729e+00,7.738209e-01
1.884297e+00,9.531351e-01,1.659631e-01
1.502360e+00,3.265726e-01,6.122407e-01
8.049087e-01,2.856767e+00,1.003153e-01
1.644314e+00,6.177410e-01,3.621270e-01
6.757617e-01,1.210540e+00,4.412971e-01
1.379199e+00,1.184367e+00,1.952494e-01
1.782980e+00,2.446824e+00,1.274471e-02
7.073642e-01,2.936930e+00,1.252455e-01
6.023841e-01,1.982583e+00,3.029231e-01
9.657863e-01,1.389593e+00,2.613095e-01
1.165202e-01,1.856177e+00,8.055080e-01
1.983739e+00,1.712752e+00,3.345165e-02
1.095213e+00,1.289133e-01,8.683264e-01
9.817174e-01,1.150142e+00,3.233195e-01
1.400116e+00,1.053615e-01,8.628466e-01
4.492733e-01,3.600938e-02,9.839521e-01
1.533475e-01,2.450675e+00,6.867363e-01
7.327065e-01,1.172234e+00,4.236264e-01
1.762886e+00,4.369739e-01,4.628578e-01
1.122265e+00,2.369699e+00,6.998816e-02
1.165458e+00,2.139876e+00,8.258435e-02
6.840821e-01,1.479576e+00,3.634363e-01
1.345741e+00,1.184343e+00,2.031483e-01
8.922958e-01,2.516927e-01,7.988482e-01
1.944182e+00,1.854918e+00,2.715215e-02
4.823225e-01,6.908017e-01,7.166346e-01
1.040449e+00,1.234563e+00,2.767890e-01
2.601621e-01,1.657485e+00,6.497194e-01
1.556586e+00,2.855309e+00,1.174257e-02
5.470704e-01,2.467040e+00,2.593325e-01
1.269341e+00,1.091383e+00,2.502394e-01
1.864424e+00,1.092920e+00,1.303324e-01
8.946908e-01,1.074618e+00,3.823377e-01
1.902680e+00,2.573462e+00,7.472885e-03
8.802957e-01,2.381425e+00,1.229032e-01
2.619693e-01,4.684538e-01,8.845109e-01
1.656969e-01,1.315933e+00,8.040884e-01
1.528597e+00,1.244074e-01,8.268196e-01
1.914618e+00,2.118668e+00,1.731053e-02
7.079168e-01,6.386491e-01,6.362839e-01
3.427319e-01,6.343089e-01,8.046098e-01
1.228993e+00,1.113673e+00,2.544382e-01
1.959724e+00,2.664949e-02,9.491147e-01
1.548048e+00,1.289391e+00,1.358724e-01
1.671296e+00,1.944456e+00,3.878345e-02
1.692594e+00,7.429604e-01,2.843554e-01
3.562614e-01,1.856668e+00,5.160977e-01
6.731972e-01,1.225342e+00,4.382803e-01
1.079695e+00,5.592096e-01,5.467434e-01
1.678189e+00,3.997350e-01,5.112836e-01
1.821497e-01,2.332084e+00,6.539082e-01
9.507462e-01,2.841779e+00,6.708393e-02
1.299681e+00,2.990764e+00,2.050597e-02
5.305125e-01,1.918751e+00,3.613452e-01
8.335541e-01,1.980366e+00,1.919074e-01
4.398799e-01,2.920995e+00,2.766819e-01
6.256832e-01,2.061692e+00,2.752801e-01
1.608521e+00,1.371365e+00,1.101548e-01
8.168440e-01,2.468696e+00,1.331154e-01
1.700042e+00,2.669324e+00,1.069517e-02
6.785890e-01,1.042984e+00,4.927479e-01
4.224716e-01,7.165705e-01,7.387980e-01
2.907670e-01,2.479696e+00,4.862591e-01
1.378176e+00,2.636007e+00,2.643989e-02
5.579108e-01,2.421584e+00,2.589739e-01
1.167409e+00,4.547523e-01,5.880861e-01
9.847077e-01,1.629562e+00,2.009614e-01
1.999775e+00,2.841110e+00,3.408167e-03
8.275594e-01,9.779505e-01,4.451642e-01
5.032259e-01,1.313352e+00,5.163798e-01
7.688416e-01,1.423883e+00,3.346264e-01
5.734324e-01,8.773773e-01,6.046433e-01
1.271716e+00,2.407689e+00,4.679885e-02
3.961151e-01,7.203015e-01,7.517719e-01
7.064928e-01,7.572250e-01,5.856845e-01
7.978868e-01,1.741339e-02,9.862022e-01
2.772677e-01,1.865933e+00,5.960904e-01
1.447536e+00,2.996565e+00,1.306741e-02
1.713926e+00,2.008470e+00,3.198879e-02
7.162975e-01,1.501956e+00,3.410086e-01
1.969504e+00,2.582920e+00,6.176089e-03
1.737178e-01,2.983806e-01,9.494865e-01
1.211253e+00,2.657116e+00,4.001740e-02
1.984751e+00,2.805113e+00,3.820210e-03
1.309043e+00,1.118550e+00,2.312559e-01
1.542476e+00,1.648466e+00,7.865230e-02
1.964457e-01,2.614938e+00,5.982819e-01
6.601062e-01,6.018031e-01,6.721633e-01
6.762493e-01,2.120842e+00,2.383016e-01
7.510150e-01,1.245376e+00,3.924697e-01
4.440582e-01,1.391430e+00,5.390882e-01
4.953378e-01,1.842657e+00,4.014239e-01
3.378792e-01,2.231112e+00,4.705531e-01
1.015879e+00,9.911709e-01,3.653463e-01
1.410096e+00,8.178446e-01,3.156126e-01
1.961789e+00,1.517733e+00,5.092142e-02
1.456285e-01,8.656517e-01,8.815588e-01
1.851920e+00,1.969008e+00,2.608369e-02
1.378181e+00,2.416890e+00,3.576048e-02
8.154476e-01,4.818019e-01,6.751069e-01
8.408542e-01,1.754973e+00,2.286241e-01
1.477710e+00,4.531957e-01,5.118662e-01
1.970326e+00,2.934918e+00,3.080252e-03
2.916247e-01,2.946110e+00,4.235183e-01
4.831565e-01,2.950421e-01,8.671429e-01
1.111766e+00,1.171088e+00,2.719938e-01
1.344394e+00,2.586526e+00,3.089037e-02
4.900260e-01,1.046565e+00,5.987901e-01
5.889516e-01,2.172355e+00,2.782008e-01
1.630436e+00,2.311511e+00,2.308039e-02
4.343548e-01,2.612540e+00,3.214963e-01
1.257605e+00,7.812092e-01,3.743918e-01
4.410983e-01,1.326050e+00,5.571513e-01
1.488847e+00,2.835713e+00,1.467013e-02
7.832246e-01,8.995667e-02,9.319685e-01
9.963184e-01,1.462456e-01,8.644108e-01
1.651969e+00,2.547588e-01,6.564862e-01
1.531989e+00,1.094847e+00,1.868790e-01
1.483674e+00,9.913338e-01,2.297379e-01
1.777998e-01,9.237388e-02,9.837101e-01
1.541271e-01,2.041792e+00,7.300111e-01
1.097062e+00,9.043485e-01,3.707874e-01
4.921372e-01,9.649148e-01,6.219656e-01
1.276240e+00,6.054298e-01,4.617768e-01
1.150644e+00,1.227661e+00,2.435092e-01
9.210312e-01,7.209676e-01,5.147707e-01
1.019309e+00,2.155874e+00,1.110803e-01
1.284299e+00,1.638498e+00,1.219285e-01
1.483719e+00,1.054392e-02,9.844775e-01
4.928565e-01,1.611568e+00,4.519101e-01
4.975980e-01,9.322915e-01,6.288224e-01
1.458323e+00,2.290377e+00,3.543312e-02
2.937411e-01,9.691935e-01,7.522459e-01
1.919255e+00,2.331060e+00,1.140277e-02
1.820669e+00,1.598047e+00,5.450220e-02
1.864998e-01,1.965028e+00,6.931719e-01
9.066788e-01,3.930797e-01,7.001946e-01
3.179325e-01,1.307065e+00,6.599716e-01
8.925975e-01,2.964142e+00,7.094961e-02
1.553059e+00,1.999652e+00,4.479865e-02
6.512660e-01,2.636894e+00,1.795468e-01
1.976239e+00,2.669356e+00,5.116488e-03
1.980397e+00,6.335112e-01,2.851889e-01
1.175762e+00,1.014589e+00,3.033357e-01
1.877323e+00,1.185896e+00,1.079260e-01
7.390333e-01,1.345091e+00,3.700686e-01
4.495857e-01,2.109853e+00,3.872985e-01
1.062528e+00,2.213928e-01,7.903842e-01
1.427761e+00,5.417549e-01,4.613969e-01
8.743123e-01,2.409085e+00,1.216883e-01
1.187137e+00,9.323009e-01,3.306254e-01
6.034210e-01,2.841230e+00,1.800613e-01
1.004177e+00,2.628547e+00,7.139511e-02
6.318852e-01,1.173479e+00,4.763969e-01
1.937387e+00,1.284386e+00,8.304663e-02
1.656687e-01,3.655086e-01,9.412436e-01
1.804046e+00,1.491418e+00,6.784103e-02
1.514558e+00,1.939338e-01,7.454822e-01
6.163081e-01,1.147687e+00,4.929591e-01
2.612362e-01,7.928084e-01,8.129300e-01
1.096121e+00,5.985002e-01,5.189081e-01
1.795109e+00,7.413028e-01,2.642872e-01
1.811653e+00,1.070384e+00,1.438241e-01
1.994451e+00,2.787751e+00,3.848656e-03
2.584680e-01,9.625437e-01,7.797462e-01
1.609204e+00,2.948541e+00,8.696774e-03
6.309022e-01,8.509424e-01,5.845801e-01
9.450713e-01,1.726282e+00,1.956439e-01
3.656339e-01,1.051221e+00,6.808850e-01
4.133462e-01,1.486555e+00,5.409318e-01
1.063390e+00,2.152757e+00,1.013455e-01
3.079655e-01,1.034545e+00,7.271634e-01
1.731601e-01,1.870852e-01,9.681234e-01
1.545614e+00,2.672745e+00,1.606629e-02
1.494318e+00,7.280239e-01,3.369235e-01
1.968945e+00,1.976082e+00,2.042909e-02
1.025698e+00,8.835428e-01,4.040374e-01
1.182704e+00,2.704852e+00,4.080138e-02
1.187780e+00,2.226491e+00,7.103516e-02
9.421419e-01,4.245753e-01,6.703132e-01
3.050752e-01,2.546488e+00,4.598429e-01
1.318021e+00,2.007500e-01,7.675185e-01
1.941083e+00,2.684791e+00,5.454022e-03
9.816436e-01,1.231128e+00,2.986363e-01
1.872118e+00,9.602199e-01,1.656886e-01
1.177494e+00,1.872227e+00,1.103017e-01
2.633547e-01,8.146756e-01,8.069055e-01
9.197742e-01,2.270547e+00,1.238864e-01
1.400456e+00,2.604397e-01,6.943810e-01
1.510972e+00,1.644381e+00,8.335766e-02
5.892117e-01,1.095738e+00,5.243366e-01
1.021379e-01,2.712305e-02,9.972335e-01
2.322185e-01,2.719870e+00,5.317381e-01
1.987456e-01,2.428237e+00,6.171758e-01
5.248168e-01,3.975663e-01,8.116797e-01
1.541036e+00,6.302443e-01,3.786173e-01
7.688679e-01,9.810313e-01,4.703475e-01
1.050082e+00,1.163300e+00,2.947697e-01
1.374084e+00,2.036468e+00,6.091489e-02
2.164923e-01,2.160906e+00,6.263665e-01
5.634086e-01,2.935879e+00,1.912642e-01
1.275749e+00,2.346392e+00,5.011641e-02
1.090831e+00,1.853405e+00,1.324234e-01
1.088005e+00,2.893656e+00,4.292448e-02
1.399290e+00,3.219931e-01,6.372702e-01
1.996351e+00,9.790792e-01,1.416231e-01
1.810078e+00,1.101705e-01,8.192080e-01
1.635482e+00,1.890026e+00,4.545180e-02
1.342680e+00,2.036766e+00,6.491189e-02
1.258992e+00,6.063534e-01,4.660818e-01
1.695184e+00,1.896714e+00,4.014410e-02
1.131706e+00,1.634275e+00,1.573129e-01
7.506594e-01,1.910671e+00,2.382909e-01
1.623561e+00,2.119686e+00,3.201857e-02
1.656423e-01,2.953408e+00,6.131110e-01
1.180224e+00,2.230633e+00,7.188795e-02
6.133324e-01,9.385496e-01,5.623432e-01
2.316414e-01,1.345917e+00,7.321498e-01
1.052109e+00,9.587914e-01,3.646735e-01
3.255577e-01,8.849519e-01,7.496844e-01
1.479537e+00,5.000675e-01,4.771768e-01
1.260111e+00,1.109429e-01,8.695318e-01
1.840590e+00,2.914993e+00,4.676016e-03
1.576022e+00,4.363106e-01,5.027637e-01
4.075871e-01,2.321362e+00,3.882301e-01
4.793313e-01,5.194713e-01,7.795809e-01
1.575391e-01,1.367270e+00,8.062202e-01
4.801274e-01,1.377461e+00,5.161507e-01
1.678170e+00,6.831638e-01,3.177580e-01
1.536840e+00,1.670452e+00,7.674879e-02
1.441420e+00,2.050347e-01,7.441288e-01
8.834677e-01,1.550632e+00,2.541239e-01
4.857781e-01,2.866946e+00,2.484038e-01
8.060256e-01,2.793600e-01,7.983794e-01
1.036703e+00,9.070407e-01,3.904981e-01
7.150612e-01,1.121019e+00,4.486119e-01
1.818697e-01,2.653617e+00,6.171689e-01
1.873375e+00,3.167065e-01,5.524956e-01
1.876001e+00,1.228211e+00,9.984616e-02
3.720165e-01,3.772721e-01,8.690527e-01
1.966427e+00,5.286919e-01,3.535841e-01
8.508050e-01,1.688762e-01,8.661642e-01
1.370604e+00,1.471880e+00,1.330055e-01
4.518681e-01,5.801807e-01,7.693839e-01
9.112164e-01,1.034761e+00,3.895000e-01
1.757173e+00,1.730201e+00,4.782237e-02
1.678335e-01,1.208148e+00,8.164679e-01
4.382404e-01,7.043503e-01,7.344196e-01
3.603117e-01,1.215532e+00,6.453450e-01
1.454914e+00,9.008991e-01,2.696229e-01
1.739926e+00,1.132457e+00,1.394022e-01
1.190041e+00,2.364257e+00,5.999081e-02
6.176567e-01,2.291164e+00,2.428885e-01
6.855208e-01,4.931170e-01,7.131653e-01
1.038524e+00,2.030869e+00,1.213464e-01
1.349866e+00,2.393202e+00,3.953765e-02
4.686832e-01,1.619557e+00,4.681067e-01
5.070322e-01,8.822649e-01,6.393286e-01
1.589509e+00,3.741039e-01,5.517602e-01
1.809195e+00,2.687025e+00,7.740017e-03
1.157438e+00,1.470578e-01,8.434874e-01
1.364170e+00,9.657689e-01,2.678113e-01
1.145375e+00,1.861486e+00,1.185879e-01
1.385660e-01,1.876063e+00,7.710835e-01
1.662732e+00,1.234436e+00,1.284089e-01
1.531207e-01,2.285616e+00,7.047056e-01
1.565487e+00,1.357146e+00,1.194814e-01
1.922036e+00,1.228871e+00,9.423774e-02
4.907933e-01,2.162802e+00,3.459404e-01
1.327386e+00,2.846781e+00,2.285059e-02
5.593187e-01,1.334992e+00,4.739345e-01
9.795985e-01,1.612819e+00,2.059926e-01
1.723090e+00,2.892418e+00,6.847332e-03
3.084637e-01,6.596549e-01,8.158869e-01
5.694527e-01,7.417765e-01,6.554674e-01
1.392309e+00,6.966285e-01,3.791126e-01
1.029598e+00,2.338185e+00,9.005000e-02
1.016301e+00,1.238000e+00,2.841709e-01
1.549400e+00,2.697033e+00,1.531716e-02
6.711281e-01,7.732166e-01,5.951586e-01
1.854800e+00,7.356209e-01,2.555263e-01
1.556297e+00,1.277756e+00,1.368914e-01
1.097995e+00,4.363632e-01,6.193254e-01
1.034370e+00,7.190853e-01,4.753043e-01
1.127156e+00,2.285661e+00,7.605512e-02
5.165569e-01,1.230760e+00,5.295341e-01
1.571701e+00,1.330609e+00,1.235240e-01
1.433682e-01,1.268252e+00,8.337456e-01
5.696678e-01,2.578670e-01,8.633816e-01
1.970458e+00,2.218748e+00,1.262660e-02
4.455959e-01,2.904379e-01,8.786067e-01
1.154270e+00,2.988146e+00,3.177340e-02
1.758354e+00,7.760023e-01,2.555118e-01
4.162722e-01,2.112701e+00,4.150075e-01
6.235737e-01,2.124575e+00,2.658483e-01
1.883695e+00,7.110873e-01,2.619841e-01
1.880058e+00,1.028191e+00,1.447049e-01
1.510544e+00,2.021290e+00,4.720531e-02
1.239786e+00,2.725823e+00,3.406668e-02
1.736746e+00,2.399261e+00,1.550011e-02
1.346926e-01,1.814418e+00,7.831832e-01
1.625981e+00,1.010991e+00,1.932344e-01
3.442158e-01,1.568716e-01,9.474343e-01
6.448734e-01,1.491650e+00,3.821564e-01
1.907600e+00,1.337052e+00,7.803791e-02
4.383687e-01,1.751974e-01,9.260741e-01
7.468522e-01,1.175350e+00,4.156911e-01
1.429581e+00,2.323307e-01,7.173901e-01
1.828223e+00,2.875075e+00,5.214678e-03
8.943490e-01,1.645425e-01,8.631572e-01
7.320343e-01,2.004114e+00,2.305977e-01
1.455588e+00,2.456607e+00,2.799282e-02
9.957490e-01,2.667440e+00,7.022148e-02
1.842674e+00,2.524724e+00,9.540192e-03
1.023636e+00,1.386725e+00,2.418347e-01
1.959538e+00,1.440945e+00,5.939260e-02
1.342403e+00,7.867711e-01,3.477875e-01
5.460459e-01,1.068626e+00,5.579317e-01
1.826832e+00,2.476784e+00,1.083830e-02
7.772622e-01,5.480166e-03,9.957495e-01
5.202604e-01,1.211694e+00,5.323808e-01
2.852880e-01,2.146413e+00,5.420777e-01
1.786017e+00,2.951591e+00,5.135422e-03
1.540868e+00,2.609450e+00,1.793830e-02
1.607235e+00,1.060283e+00,1.819317e-01
1.039748e+00,6.594302e-01,5.037670e-01
1.387696e+00,1.806935e+00,8.147354e-02
7.880370e-01,2.612257e+00,1.276383e-01
1.709051e+00,1.490045e+00,7.835056e-02
8.571829e-01,2.165254e+00,1.562936e-01
2.903985e-01,2.407261e-01,9.324810e-01
2.578008e-01,1.336428e-01,9.661335e-01
1.955164e+00,1.037632e-01,8.163810e-01
9.153381e-01,2.079613e+00,1.490387e-01
8.205580e-01,1.692044e+00,2.494690e-01
6.815520e-01,2.427139e+00,1.912409e-01
1.598104e+00,2.157881e+00,3.179273e-02
5.546842e-01,3.756849e-01,8.118932e-01
8.621485e-01,2.779393e+00,9.105880e-02
1.509067e+00,1.225157e+00,1.574190e-01
4.098307e-01,1.252217e+00,5.985789e-01
1.521154e+00,7.772151e-01,3.065838e-01
3.005834e-01,9.605746e-01,7.492124e-01
1.590972e+00,9.741467e-01,2.122819e-01
1.723499e+00,2.970692e-01,5.992967e-01
9.595943e-01,1.907770e+00,1.603036e-01
1.511124e+00,8.797138e-01,2.646475e-01
1.054223e+00,2.917555e+00,4.615487e-02
1.804085e+00,1.889056e+00,3.310679e-02
1.588911e+00,2.496886e+00,1.892390e-02
1.495077e+00,2.330715e-02,9.657541e-01
1.115189e+00,9.192722e-01,3.587382e-01
7.401471e-01,2.074308e+00,2.153926e-01
2.480235e-01,5.031984e-01,8.826690e-01
5.789427e-01,1.631789e+00,3.887913e-01
1.659287e+00,5.526035e-01,3.997453e-01
1.689277e+00,1.038148e+00,1.731287e-01
1.888000e+00,2.801231e+00,5.048193e-03
2.765802e-01,2.851433e+00,4.544579e-01
8.678350e-01,2.646307e+00,1.006045e-01
1.813640e+00,1.223147e+00,1.087887e-01
1.147478e+00,1.314628e+00,2.212401e-01
3.830501e-01,2.936294e+00,3.247344e-01
1.516575e+00,5.483538e-01,4.353436e-01
1.775894e+00,1.601852e+00,5.815063e-02
8.889658e-01,1.179772e+00,3.503659e-01
1.336607e+00,2.490365e+00,3.584185e-02
8.900898e-01,1.036857e+00,3.973667e-01
2.750349e-01,2.615861e+00,4.870186e-01
6.780176e-01,9.228825e-01,5.348705e-01
1.880472e+00,1.609469e+00,4.848211e-02
1.169643e+00,2.569048e+00,4.954521e-02
1.671939e+00,1.437321e+00,9.043600e-02
4.596972e-01,1.136341e+00,5.931117e-01
3.364687e-01,1.673387e+00,5.694738e-01
1.553726e+00,1.785181e+00,6.243169e-02
3.225451e-01,1.329941e-02,9.957195e-01
1.084808e+00,1.876890e+00,1.305414e-01
1.205973e+00,1.812916e+00,1.123286e-01
1.219494e+00,1.843280e-01,7.986865e-01
5.524015e-01,2.519266e+00,2.486656e-01
6.889809e-01,1.800882e+00,2.891606e-01
6.065151e-01,8.848585e-02,9.477467e-01
6.676412e-01,2.727198e+00,1.618978e-01
8.945517e-01,7.898360e-02,9.317834e-01
1.643944e+00,1.591145e+00,7.311266e-02
1.225954e+00,1.307295e+00,2.013554e-01
1.791466e+00,1.758230e+00,4.286033e-02
1.735261e+00,1.811013e-01,7.303306e-01
5.544037e-01,2.999053e+00,1.896290e-01
1.097157e+00,9.995986e-02,8.961283e-01
6.792604e-01,6.062802e-02,9.596543e-01
1.139377e+00,2.628969e-01,7.411600e-01
1.129294e+00,1.532040e+00,1.772624e-01
1.844401e+00,1.985016e+00,2.570256e-02
1.420754e+00,1.854521e+00,7.173201e-02
1.312984e+00,2.617621e-01,7.091492e-01
1.213566e+00,1.551898e+00,1.520828e-01
1.284731e+00,1.449020e+00,1.554236e-01
1.327181e-01,1.600995e+00,8.085757e-01
3.776477e-01,1.417366e+00,5.855141e-01
1.541071e-01,1.821109e-01,9.723256e-01
1.515222e+00,2.242435e+00,3.344720e-02
3.124292e-01,8.396043e-01,7.692672e-01
1.383656e+00,2.054485e+00,5.826809e-02
1.268410e+00,7.211675e-01,4.006224e-01
1.502905e+00,1.461798e+00,1.111423e-01
1.777331e+00,2.853457e+00,6.272773e-03
1.731890e+00,9.415282e-02,8.495382e-01
1.687248e+00,2.240854e+00,2.280271e-02
1.111949e+00,1.513345e+00,1.858597e-01
1.288542e+00,1.438601e+00,1.566568e-01
1.843926e+00,4.090276e-01,4.703790e-01
5.319710e-01,2.870090e+00,2.172287e-01
1.326092e-01,3.619610e-01,9.531344e-01
1.131669e+00,1.482166e+00,1.868739e-01
1.395936e+00,2.909041e+00,1.723461e-02
1.754287e+00,7.448415e-02,8.775103e-01
3.107939e-01,2.271364e+00,4.936512e-01
6.050400e-01,4.082207e-01,7.811486e-01
1.427053e+00,2.097238e+00,5.014334e-02
1.460082e+00,9.675505e-01,2.434843e-01
1.852512e+00,2.907219e+00,4.581824e-03
8.388948e-01,1.733677e+00,2.335467e-01
5.260598e-01,1.454476e+00,4.652681e-01
1.657086e+00,1.771511e+00,5.310178e-02
1.204178e+00,2.543540e+00,4.675311e-02
1.321333e+00,1.810147e+00,9.146428e-02
9.455482e-01,2.521390e+00,9.217229e-02
1.015160e+00,1.774039e+00,1.651447e-01
1.512081e+00,2.110537e+00,4.111827e-02
1.347513e+00,8.430829e-01,3.210798e-01
1.198193e+00,2.921235e+00,3.019123e-02
5.175412e-01,1.026419e+00,5.878909e-01
1.461599e-01,1.603326e-01,9.768383e-01
1.939342e-01,1.563011e+00,7.385095e-01
1.445776e+00,2.770299e+00,1.822008e-02
4.771782e-01,2.663891e+00,2.805086e-01
8.836790e-01,1.717379e+00,2.192348e-01
1.070684e-01,1.577723e+00,8.445728e-01
4.535296e-01,1.867259e+00,4.287603e-01
3.727592e-01,3.479688e-01,8.783514e-01
1.888383e-01,1.673247e+00,7.290789e-01
1.546647e+00,1.228286e+00,1.496098e-01
1.416216e+00,1.816127e-01,7.732114e-01
1.134157e+00,2.884019e-01,7.210167e-01
7.492937e-01,2.396146e+00,1.660582e-01
2.853221e-01,2.652732e+00,4.691263e-01
9.197085e-01,1.924306e-01,8.377965e-01
2.025453e-01,2.301413e+00,6.274192e-01
6.968994e-01,1.919738e+00,2.624056e-01
1.328242e+00,2.435376e+00,3.936934e-02
1.408639e+00,4.046539e-01,5.655190e-01
8.156437e-01,5.720274e-01,6.271494e-01
1.956305e+00,7.741011e-01,2.199449e-01
1.985567e+00,1.318721e+00,7.291876e-02
1.306745e+00,1.561834e+00,1.299093e-01
1.763788e+00,5.723792e-01,3.643808e-01
9.867711e-01,2.829234e+00,6.131037e-02
1.062391e+00,1.641339e+00,1.748645e-01
2.872295e-01,2.053644e+00,5.544009e-01
2.403421e-01,1.880669e+00,6.363516e-01
1.573265e+00,6.499356e-01,3.596871e-01
1.485153e+00,2.117626e+00,4.306695e-02
3.987253e-01,2.833853e+00,3.230562e-01
1.879181e-01,2.877439e+00,5.823271e-01
6.650277e-01,8.689517e-01,5.610883e-01
1.845240e-01,2.671105e+00,6.108628e-01
3.776826e-01,2.316554e+00,4.168945e-01
1.884201e+00,2.849436e+00,4.659204e-03
1.851380e+00,2.262035e+00,1.517832e-02
7.390318e-01,7.739801e-01,5.643979e-01
1.060268e+00,1.449829e+00,2.149807e-01
7.419974e-01,1.346022e+00,3.683415e-01
6.777696e-01,2.264959e+00,2.154297e-01
1.776384e+00,2.999849e+00,4.849485e-03
7.872773e-01,2.278961e+00,1.662647e-01
1.866540e-01,1.548815e-01,9.715046e-01
2.971725e-01,2.592550e+00,4.628119e-01
1.143654e+00,7.889159e-01,4.056571e-01
9.969767e-01,1.358774e+00,2.580334e-01
8.137373e-01,6.080938e-02,9.517215e-01
1.817510e+00,1.073195e+00,1.421969e-01
6.161716e-01,2.212214e+00,2.558655e-01
7.681132e-01,2.912316e+00,1.067796e-01
1.553547e-01,1.979854e-01,9.697103e-01
1.616198e+00,4.781871e-01,4.616976e-01
2.655219e-01,1.206144e+00,7.259619e-01
2.698759e-01,7.215897e-01,8.230489e-01
9.643482e-01,2.551600e-01,7.818729e-01
1.800170e+00,2.788245e+00,6.609056e-03
1.170259e+00,1.028483e+00,3.001145e-01
6.937773e-01,1.765117e+00,2.938758e-01
1.909592e+00,1.957937e+00,2.378117e-02
4.672844e-01,6.279806e-01,7.456898e-01
4.296101e-01,1.041841e+00,6.391695e-01
1.392482e+00,1.308219e+00,1.617552e-01
1.085748e-01,3.995532e-01,9.575461e-01
2.120275e-01,1.479969e+00,7.306694e-01
4.200224e-01,1.160023e+00,6.143222e-01
1.965233e+00,8.331872e-01,1.944837e-01
1.318207e-01,1.965727e+00,7.717277e-01
3.953355e-01,2.625188e-01,9.014209e-01
4.142024e-01,2.355347e+00,3.769698e-01
1.453054e+00,2.772289e+00,1.780483e-02
1.595354e+00,2.514638e+00,1.810189e-02
1.929457e+00,1.079169e+00,1.246545e-01
4.212482e-01,9.535199e-02,9.606291e-01
1.248054e+00,1.856552e+00,9.856126e-02
1.918315e+00,1.349155e+00,7.516241e-02
