# q1 q2 r F
9.047815e-04 4.443614e-04 4.896254e-01 1.507689e+04
3.802399e-05 1.024799e-04 8.885805e-01 4.436724e+01
7.741005e-04 2.265811e-04 1.460691e-01 7.390332e+04
1.265157e-04 9.713491e-04 9.647291e-01 1.187050e+03
6.188951e-04 2.853393e-04 5.220338e-02 5.825605e+05
1.135390e-05 9.074887e-04 1.084459e-01 7.876259e+03
5.390887e-04 8.906617e-04 2.310060e-01 8.088835e+04
4.014939e-06 9.225820e-04 8.085192e-01 5.094046e+01
9.512426e-04 1.569934e-04 4.613141e-01 6.308687e+03
9.054966e-04 8.798424e-04 6.567186e-01 1.660706e+04
7.961710e-04 6.323630e-04 1.825779e-01 1.357800e+05
9.153590e-04 2.114176e-04 1.750547e-01 5.677336e+04
1.464127e-04 3.457708e-04 5.256399e-01 1.647214e+03
1.585723e-04 1.607589e-04 7.428907e-01 4.152525e+02
1.884440e-04 4.449038e-04 4.678497e-01 3.443463e+03
6.228734e-04 8.469118e-05 8.709179e-01 6.252349e+02
9.059037e-04 1.661532e-04 6.638078e-01 3.070900e+03
9.899652e-04 1.979992e-04 2.565992e-01 2.676285e+04
7.114113e-04 6.913363e-04 2.425532e-01 7.515465e+04
7.320686e-04 5.742291e-04 3.803062e-01 2.612942e+04
9.093839e-04 8.734498e-04 7.590499e-01 1.239379e+04
4.014729e-04 2.453894e-04 9.385583e-01 1.005424e+03
2.506008e-04 6.299783e-04 8.632869e-01 1.904397e+03
1.742567e-04 3.539683e-05 2.689947e-01 7.663485e+02
1.203376e-04 5.166823e-04 4.181561e-01 3.196742e+03
8.127980e-04 8.633633e-04 6.154287e-01 1.665637e+04
1.476456e-04 9.841424e-04 5.513661e-01 4.296927e+03
2.650332e-04 1.086310e-05 3.953822e-01 1.655692e+02
8.192701e-04 2.535886e-04 1.104066e-01 1.532240e+05
3.112767e-04 2.246258e-04 7.151224e-01 1.229151e+03
9.824350e-04 4.849006e-05 9.725381e-02 4.527964e+04
2.673721e-04 1.116228e-05 8.674167e-01 3.565934e+01
5.341197e-04 4.907051e-04 8.648140e-01 3.150457e+03
3.151525e-04 4.643666e-05 7.113663e-01 2.599890e+02
9.108621e-04 2.790498e-04 4.915603e-01 9.456717e+03
3.671901e-04 6.403346e-04 7.021551e-01 4.287375e+03
4.341587e-04 2.953973e-04 4.010372e-01 7.168785e+03
5.127804e-04 2.703850e-04 7.995210e-01 1.949907e+03
9.389476e-04 5.909560e-04 7.885529e-01 8.022219e+03
3.191806e-05 3.811535e-04 1.639733e-01 4.067709e+03
7.171618e-04 7.028205e-04 3.246394e-01 4.299509e+04
8.911279e-04 4.966278e-04 3.505433e-01 3.237780e+04
2.825994e-05 6.335761e-04 3.705286e-01 1.172428e+03
5.225292e-04 3.540410e-04 5.709791e-01 5.101329e+03
3.266638e-04 2.877569e-04 5.127057e-02 3.214772e+05
8.596298e-04 1.340739e-04 6.633700e-01 2.354527e+03
5.589580e-04 9.371433e-04 2.096154e-01 1.071762e+05
6.905376e-04 8.050310e-04 4.222979e-01 2.802346e+04
4.534006e-04 9.380905e-04 4.563837e-01 1.835804e+04
6.286807e-04 1.861951e-04 3.552395e-01 8.339033e+03
2.908068e-04 9.332226e-04 3.894475e-01 1.608613e+04
1.033923e-05 9.358175e-04 1.885030e-01 2.447950e+03
5.771792e-04 2.842610e-04 7.744876e-02 2.459001e+05
3.121328e-04 2.753596e-04 5.557441e-01 2.501783e+03
5.177503e-04 5.518801e-04 5.999083e-01 7.137648e+03
9.164894e-04 1.861040e-04 1.540448e-01 6.461729e+04
4.270483e-04 4.426590e-04 2.386323e-01 2.984335e+04
2.481486e-04 1.861323e-04 2.935134e-01 4.819896e+03
3.719225e-04 9.474285e-04 8.324439e-01 4.571394e+03
9.319293e-04 4.943308e-04 1.618867e-01 1.580294e+05
9.369315e-04 9.639538e-04 5.566174e-01 2.620657e+04
8.444856e-04 6.452967e-04 5.724583e-01 1.494940e+04
9.202863e-04 4.848315e-04 3.499859e-01 3.274706e+04
2.286724e-04 9.677276e-04 3.571110e-01 1.559984e+04
8.839473e-05 1.440466e-04 9.595209e-01 1.243312e+02
2.280824e-04 6.326975e-04 5.578105e-01 4.169407e+03
3.150622e-04 6.622265e-04 6.562039e-01 4.355971e+03
1.755911e-04 4.344060e-04 4.958327e-01 2.789251e+03
6.074871e-04 6.029787e-05 6.501835e-01 7.789809e+02
4.141728e-04 4.932299e-04 6.091983e-01 4.948497e+03
8.165352e-04 4.656688e-04 1.537216e-01 1.446579e+05
1.859453e-04 8.069401e-04 3.413337e-01 1.157784e+04
7.021747e-04 2.574043e-04 4.658297e-01 7.488010e+03
2.411153e-04 3.920389e-04 1.365434e-01 4.557975e+04
5.746449e-04 2.409320e-04 3.694426e-01 9.119265e+03
3.496386e-04 6.867570e-04 2.358602e-01 3.880367e+04
5.790744e-05 9.898936e-04 8.490276e-01 7.148895e+02
2.295849e-04 1.782521e-04 3.480593e-01 3.036904e+03
6.644385e-04 8.216253e-04 2.345214e-01 8.923253e+04
4.977528e-04 2.317576e-04 4.140996e-01 6.047805e+03
5.194970e-04 5.891784e-05 6.862334e-01 5.843133e+02
1.755454e-04 1.396777e-04 7.496578e-02 3.922385e+04
5.711451e-04 9.352180e-04 1.889219e-01 1.345409e+05
9.967567e-04 8.886536e-04 6.973639e-01 1.637429e+04
8.170183e-04 2.899712e-04 7.547340e-01 3.739026e+03
5.947783e-04 9.478163e-04 6.215767e-01 1.311745e+04
9.760131e-04 8.500806e-04 8.804066e-01 9.622964e+03
9.016610e-04 4.352201e-04 1.771122e-01 1.124644e+05
5.960123e-04 4.685815e-04 7.065123e-01 5.029915e+03
3.339390e-05 6.302232e-04 9.180876e-01 2.244672e+02
9.448352e-05 1.588738e-04 1.592323e-01 5.322380e+03
6.630634e-05 1.576730e-05 2.513263e-01 1.487977e+02
4.522814e-04 2.662465e-04 5.512177e-01 3.562919e+03
3.760594e-04 1.642819e-05 3.506781e-01 4.516359e+02
9.753747e-04 6.748243e-04 6.937327e-01 1.229526e+04
1.688153e-04 5.519174e-04 6.699194e-02 1.866382e+05
9.728148e-04 3.223265e-04 1.691565e-01 9.851639e+04
7.677074e-04 7.804221e-04 7.190759e-01 1.041683e+04
8.244136e-04 1.466396e-04 9.709125e-01 1.152912e+03
6.329832e-04 2.456358e-04 9.302549e-01 1.615249e+03
6.690640e-04 2.930214e-04 9.020563e-01 2.166005e+03
4.774055e-04 1.967360e-04 1.364659e-01 4.534013e+04
1.412322e-05 8.885075e-05 1.544696e-01 4.727900e+02
3.536531e-04 8.701062e-04 8.154211e-02 4.160500e+05
4.925797e-04 8.910046e-05 5.471148e-01 1.318133e+03
7.303611e-04 6.840266e-04 8.836613e-01 5.751732e+03
4.691597e-04 1.212805e-04 5.364740e-01 1.777354e+03
4.579475e-04 1.168830e-05 7.838981e-01 7.830827e+01
1.385251e-04 5.577110e-04 1.965692e-01 1.797488e+04
1.187785e-05 9.072019e-04 8.644801e-01 1.296257e+02
7.585200e-04 8.605962e-04 1.955505e-01 1.534646e+05
3.206329e-04 3.391129e-04 6.421648e-02 2.370386e+05
9.843991e-04 2.813167e-05 4.272761e-01 1.363670e+03
2.210140e-04 8.010585e-04 5.595534e-01 5.083474e+03
3.393693e-04 8.061789e-04 9.710346e-01 2.608521e+03
5.243722e-04 8.686196e-04 1.008363e-01 4.027126e+05
7.551366e-04 6.699770e-04 2.811789e-01 5.752804e+04
4.643939e-04 8.079711e-04 1.140560e-01 2.593019e+05
1.256977e-04 8.976008e-04 3.965352e-01 6.450698e+03
3.131889e-04 4.543761e-04 2.961210e-01 1.458959e+04
5.050147e-04 5.582675e-04 5.181673e-01 9.439868e+03
6.741752e-04 5.066250e-04 3.547741e-01 2.439581e+04
7.703798e-04 6.922919e-04 9.289457e-01 5.556140e+03
1.312054e-04 6.832240e-04 7.920483e-01 1.284610e+03
2.389222e-05 5.207933e-04 8.624013e-01 1.504052e+02
5.195632e-04 8.286397e-04 1.382059e-01 2.026331e+05
8.101787e-04 5.062736e-04 5.793195e-01 1.098726e+04
1.359116e-05 8.250337e-04 2.226347e-01 2.033772e+03
6.727974e-04 2.825632e-04 8.695562e-01 2.260291e+03
6.871214e-04 1.793163e-04 2.486923e-02 1.790971e+06
4.497975e-04 9.699007e-04 1.146868e-01 2.981792e+05
9.148739e-04 7.421976e-04 3.822965e-01 4.176763e+04
6.447167e-04 2.605319e-04 4.080730e-01 9.068050e+03
6.234598e-06 5.816541e-04 2.844479e-01 4.029281e+02
4.849440e-04 9.553070e-04 1.051024e-01 3.770242e+05
8.594585e-04 8.167315e-05 1.275431e-01 3.879270e+04
8.305692e-04 8.445067e-05 3.247653e-01 5.978598e+03
6.495050e-04 6.195157e-04 9.512849e-01 3.997361e+03
6.740247e-04 2.252690e-04 2.153325e-01 2.943864e+04
5.789211e-04 7.654188e-04 7.498075e-01 7.085632e+03
2.748457e-04 5.685844e-04 2.656068e-01 1.991431e+04
5.609695e-04 6.665219e-04 4.686785e-02 1.530253e+06
6.720581e-04 1.087061e-04 2.589169e-02 9.797147e+05
3.530772e-04 8.519877e-05 1.611789e-01 1.040990e+04
8.559725e-04 6.254959e-04 4.674634e-01 2.202667e+04
1.958424e-04 4.103215e-04 7.583421e-01 1.256205e+03
7.475735e-04 8.816527e-05 7.315268e-01 1.107263e+03
2.903131e-04 3.716929e-04 3.588655e-01 7.532638e+03
7.740255e-04 6.724723e-04 4.843479e-01 1.994686e+04
4.283096e-04 1.903978e-04 8.159330e-01 1.101211e+03
8.078907e-04 8.958334e-04 8.400189e-01 9.220648e+03
3.541813e-04 9.498965e-04 3.267175e-01 2.833458e+04
2.144795e-04 9.616110e-04 1.422237e-02 9.166449e+06
7.675172e-04 7.303525e-04 5.646153e-02 1.580793e+06
3.093333e-04 4.068821e-04 7.404293e-01 2.063896e+03
7.335118e-04 7.440054e-04 2.799060e-01 6.262080e+04
7.447287e-04 2.886989e-04 4.866710e-01 8.160787e+03
2.221753e-04 3.151028e-04 2.001110e-01 1.571687e+04
2.148980e-04 6.062905e-04 8.486418e-01 1.626388e+03
1.997490e-04 5.952523e-04 5.083438e-01 4.136473e+03
1.433758e-04 8.787823e-04 5.318886e-01 4.003830e+03
3.777055e-04 2.553462e-04 2.951988e-01 9.949773e+03
2.760126e-05 7.664222e-04 5.168792e-01 7.118335e+02
1.118094e-04 9.410723e-04 1.194401e-02 6.630724e+06
6.748895e-04 2.031900e-06 2.845221e-01 1.522869e+02
7.999768e-04 4.766130e-04 3.552754e-01 2.715644e+04
8.144900e-05 6.573833e-04 2.911114e-01 5.679966e+03
2.324706e-04 8.434799e-04 9.509271e-02 1.949432e+05
2.084180e-04 1.845557e-04 5.265634e-01 1.247157e+03
9.174162e-04 8.563031e-04 7.905943e-01 1.129916e+04
7.116032e-04 3.650011e-04 9.431725e-01 2.624881e+03
5.543307e-04 8.923817e-04 5.023169e-01 1.762478e+04
3.052135e-04 2.868403e-05 5.978163e-01 2.202257e+02
8.350192e-04 8.630475e-05 2.979513e-01 7.297938e+03
4.358707e-04 9.814291e-04 1.576679e-01 1.546997e+05
9.235328e-04 6.098924e-04 1.405530e-01 2.563216e+05
7.063458e-04 4.182147e-04 7.350372e-01 4.915387e+03
4.785533e-04 1.700450e-04 7.371247e-01 1.346393e+03
1.270839e-04 6.502513e-04 1.875565e-01 2.111870e+04
9.760675e-04 3.793809e-05 4.194248e-01 1.892374e+03
1.606738e-04 3.123023e-04 5.982029e-01 1.260616e+03
2.033995e-04 3.241557e-04 1.340291e-01 3.299628e+04
4.317506e-04 6.078345e-04 7.875153e-01 3.804170e+03
4.047977e-04 6.511804e-04 6.237923e-01 6.090025e+03
1.476047e-04 8.462085e-04 6.190695e-01 2.929939e+03
7.295896e-04 9.276534e-04 7.041960e-01 1.226978e+04
1.895563e-04 6.607973e-04 9.873113e-01 1.155202e+03
6.442517e-04 5.785957e-04 5.667705e-01 1.043220e+04
7.545516e-04 3.993168e-04 8.657721e-01 3.613758e+03
2.115217e-04 9.666459e-04 4.245216e-01 1.019958e+04
6.013533e-04 1.549251e-04 6.579247e-01 1.934901e+03
7.491794e-04 8.951917e-04 9.260086e-01 7.031235e+03
6.385805e-04 3.117021e-04 6.675093e-01 4.016061e+03
5.975302e-04 5.489406e-04 3.100499e-01 3.067480e+04
2.961868e-04 6.823842e-04 6.237462e-01 4.670232e+03
7.318749e-04 2.372332e-04 3.578051e-01 1.219211e+04
9.453631e-04 1.685689e-04 3.291430e-01 1.322412e+04
4.261358e-04 5.089735e-04 6.141030e-01 5.170357e+03
7.823996e-04 7.920720e-04 1.687200e-01 1.957131e+05
5.708490e-05 6.927220e-04 4.918715e-01 1.469388e+03
8.354363e-04 1.198544e-04 9.461779e-01 1.005498e+03
1.930578e-04 9.008415e-04 3.900751e-01 1.027540e+04
3.957018e-04 4.802578e-04 1.970730e-01 4.398940e+04
3.007810e-04 9.467300e-04 4.741506e-01 1.138685e+04
8.102354e-05 5.538803e-04 8.424988e-01 5.683924e+02
9.047264e-04 8.571702e-05 8.442410e-01 9.781627e+02
3.707840e-04 2.032606e-04 8.295252e-01 9.846337e+02
5.311667e-04 8.543837e-04 2.136076e-02 8.941497e+06
4.946221e-04 7.062214e-04 2.743699e-01 4.171586e+04
1.330290e-04 8.950446e-04 9.998770e-01 1.070674e+03
2.072476e-04 3.298169e-04 1.284864e-01 3.722266e+04
7.711262e-05 5.284734e-04 4.951886e-01 1.494056e+03
5.084138e-04 6.507477e-04 7.921259e-01 4.740250e+03
2.622880e-04 5.946966e-04 1.309918e-01 8.172323e+04
3.577045e-04 2.322315e-04 6.657851e-01 1.684756e+03
1.089573e-04 4.273945e-04 4.931996e-01 1.721073e+03
7.877643e-04 2.488634e-04 2.023471e-01 4.304503e+04
1.074773e-04 8.457693e-04 8.798437e-01 1.055643e+03
9.857231e-04 9.866908e-04 1.896725e-01 2.430451e+05
1.779840e-04 6.750423e-05 6.426623e-01 2.615206e+02
5.728327e-04 7.142141e-04 7.434186e-01 6.655015e+03
4.580049e-05 3.307854e-04 5.670462e-01 4.235838e+02
7.873292e-04 6.258099e-04 6.325532e-01 1.107043e+04
1.904163e-04 2.588715e-04 1.277757e-01 2.714259e+04
5.283761e-04 6.513566e-04 3.149566e-01 3.119035e+04
7.403375e-04 3.717760e-04 5.910926e-01 7.082063e+03
1.507816e-04 2.955261e-04 4.015091e-01 2.484923e+03
5.515361e-04 9.118514e-04 6.673066e-01 1.015329e+04
2.174006e-04 9.425564e-04 8.534351e-01 2.529221e+03
7.594369e-04 6.139365e-04 1.983199e-01 1.065718e+05
7.231923e-04 2.152533e-04 9.042400e-01 1.711575e+03
1.773725e-04 9.394795e-04 3.893441e-01 9.882482e+03
8.621046e-04 7.507031e-04 9.436931e-01 6.533205e+03
2.075532e-05 7.513387e-04 6.212085e-01 3.632873e+02
8.603768e-04 2.125096e-04 7.921946e-01 2.619167e+03
5.593449e-04 8.303264e-04 5.196277e-01 1.546335e+04
4.038173e-04 2.408551e-04 5.358332e-01 3.045377e+03
7.589882e-04 6.319891e-04 3.343180e-01 3.858201e+04
7.172121e-04 7.110288e-04 1.380711e-01 2.404857e+05
9.873388e-04 7.426410e-04 3.899837e-01 4.334230e+04
2.788070e-04 3.908744e-04 2.228267e-01 1.973177e+04
4.789879e-06 7.600656e-04 4.253660e-02 1.808880e+04
9.339687e-04 9.030330e-04 2.821380e-01 9.525166e+04
8.580392e-04 5.878326e-04 1.887703e-01 1.272487e+05
7.291220e-04 9.131931e-05 8.767750e-01 7.786570e+02
5.171721e-04 1.298470e-04 9.042420e-02 7.383417e+04
7.072493e-04 1.061573e-04 1.920566e-01 1.829883e+04
7.807490e-04 1.735547e-04 7.069904e-01 2.437141e+03
3.755011e-04 1.273045e-04 9.200336e-01 5.076999e+02
7.705522e-04 7.785226e-04 2.589439e-01 8.043068e+04
7.508737e-04 4.037210e-05 3.108812e-02 2.819805e+05
6.135980e-04 2.423169e-04 9.608994e-01 1.447676e+03
4.024641e-04 8.791873e-04 6.853984e-01 6.771455e+03
6.976107e-04 9.735453e-04 3.175561e-01 6.054638e+04
4.109745e-06 6.058166e-04 4.776497e-01 9.810625e+01
7.751218e-04 9.762620e-04 6.032633e-01 1.869314e+04
8.965202e-04 4.440809e-05 3.801299e-01 2.476953e+03
2.400764e-04 9.486242e-04 8.757429e-01 2.669624e+03
1.216464e-04 3.119848e-04 7.289109e-01 6.421605e+02
2.210637e-04 7.991739e-04 9.547973e-01 1.742192e+03
3.027946e-04 8.108185e-04 3.575549e-01 1.726419e+04
8.831455e-04 8.601386e-04 9.378023e-01 7.764934e+03
5.436233e-04 4.590923e-04 4.843096e-01 9.565586e+03
2.874249e-04 9.307137e-04 6.458994e-01 5.764617e+03
1.392163e-04 2.586351e-04 7.392807e-01 5.922684e+02
2.908543e-04 9.345110e-04 8.112446e-01 3.712924e+03
6.142572e-04 6.195005e-04 4.022968e-01 2.113774e+04
3.248144e-04 9.854595e-04 4.534665e-01 1.399405e+04
4.579028e-04 3.361122e-05 8.191043e-01 2.062239e+02
4.446730e-04 7.254415e-04 7.203816e-01 5.588272e+03
8.283072e-04 5.659887e-04 9.414407e-01 4.755245e+03
4.269218e-04 4.929316e-04 9.798019e-01 1.970689e+03
3.463531e-04 2.599589e-04 1.871242e-01 2.311658e+04
6.752966e-04 3.275039e-04 2.356402e-01 3.580732e+04
2.222606e-04 2.502127e-04 7.188266e-01 9.675720e+02
4.677786e-04 2.200486e-04 7.499089e-01 1.645514e+03
3.154509e-04 7.998612e-04 6.071478e-01 6.153431e+03
6.272287e-04 5.028926e-04 8.785268e-01 3.674099e+03
8.774831e-04 8.410670e-05 2.594706e-01 9.854915e+03
4.482413e-04 7.772072e-04 3.460925e-01 2.614713e+04
7.846730e-04 5.341154e-04 4.997004e-01 1.508913e+04
4.575087e-04 7.396484e-04 3.218768e-01 2.936331e+04
6.565731e-04 5.158783e-04 5.499847e-01 1.006674e+04
1.327091e-04 4.005460e-04 6.856533e-01 1.016491e+03
4.335485e-04 9.862605e-04 2.281632e-01 7.384103e+04
9.094027e-04 2.921438e-05 4.904841e-01 9.928022e+02
6.058735e-04 9.328311e-04 9.930515e-01 5.152300e+03
7.670078e-04 9.309241e-04 3.309197e-01 5.861767e+04
5.051959e-04 3.915278e-04 4.500830e-02 8.778026e+05
4.985576e-04 2.152504e-04 8.191782e-01 1.437680e+03
8.430569e-04 6.195941e-04 5.082737e-01 1.817727e+04
6.873913e-05 1.787944e-04 6.225602e-02 2.850722e+04
5.736990e-04 8.034050e-04 8.914020e-01 5.214722e+03
9.428198e-04 2.546799e-04 4.104692e-01 1.281215e+04
5.183422e-04 2.915153e-04 9.299805e-01 1.570688e+03
1.952713e-04 9.159999e-04 4.080574e-01 9.657198e+03
8.480915e-04 9.030139e-04 8.606396e-02 9.295102e+05
2.523875e-04 5.358455e-04 2.528481e-01 1.901725e+04
7.010253e-04 8.629761e-04 3.567579e-01 4.273119e+04
5.407207e-04 3.531800e-04 7.532210e-01 3.026105e+03
9.488875e-04 9.978864e-04 1.929007e-01 2.287642e+05
6.247124e-04 4.342560e-04 4.366639e-01 1.279060e+04
8.381400e-04 2.955172e-04 8.745130e-01 2.911565e+03
8.924943e-06 4.253266e-05 5.384235e-01 1.177171e+01
9.893507e-04 9.897172e-04 1.121232e-01 7.002133e+05
7.863686e-05 4.654227e-04 3.427726e-02 2.800407e+05
3.228074e-04 7.348504e-04 7.087517e-01 4.245354e+03
9.462062e-04 6.411668e-04 9.793362e-01 5.686603e+03
9.930163e-06 7.233703e-04 7.873136e-01 1.041793e+02
8.229073e-04 5.205979e-05 7.670789e-01 6.545351e+02
8.613504e-04 9.201254e-04 6.786930e-01 1.546820e+04
4.403910e-04 9.269144e-04 7.975477e-01 5.769317e+03
2.564894e-04 5.524430e-04 4.961761e-02 5.174222e+05
8.028868e-04 9.639520e-04 2.720348e-01 9.402004e+04
4.783841e-04 2.816746e-04 6.984436e-01 2.483256e+03
1.352043e-04 6.025445e-04 8.683184e-01 9.713621e+02
9.279211e-04 3.970662e-04 6.778608e-01 7.208629e+03
8.960740e-04 6.283952e-04 1.845134e-01 1.486897e+05
4.920536e-04 3.013317e-04 9.369454e-01 1.518407e+03
8.568458e-04 8.195390e-04 9.043449e-01 7.719049e+03
4.191594e-04 7.071619e-05 9.581198e-02 2.902807e+04
6.837814e-04 4.283569e-05 2.010700e-01 6.513105e+03
3.985926e-04 5.034699e-05 2.824411e-01 2.261553e+03
5.062363e-04 1.513046e-04 7.410278e-01 1.253996e+03
1.903622e-04 3.959551e-04 8.607796e-01 9.145392e+02
9.650239e-04 9.554346e-04 5.825392e-01 2.442578e+04
2.949215e-04 1.116846e-04 2.076491e-01 6.867511e+03
1.043561e-04 6.479054e-04 4.209390e-01 3.430448e+03
1.451711e-04 5.280939e-04 1.464806e-01 3.212112e+04
1.507820e-05 3.538892e-04 9.182222e-01 5.689589e+01
7.162298e-04 1.990010e-04 7.668856e-01 2.178744e+03
5.649338e-04 2.213735e-04 5.151117e-01 4.237211e+03
7.947838e-04 4.477769e-05 4.590393e-01 1.518346e+03
5.075728e-04 7.134508e-04 1.068637e-01 2.850769e+05
7.920292e-04 6.541864e-04 3.254886e-01 4.396740e+04
6.960685e-04 4.443260e-04 1.294265e-01 1.659844e+05
7.780706e-04 7.192205e-04 7.845147e-01 8.174076e+03
4.070764e-04 1.108660e-04 5.494349e-01 1.344007e+03
6.481229e-04 9.387805e-04 2.350046e-01 9.904403e+04
1.806145e-04 8.477791e-04 2.319608e-01 2.558384e+04
3.224981e-04 6.593766e-04 2.677942e-01 2.665742e+04
1.734320e-04 3.794523e-04 3.157840e-01 5.932884e+03
4.092286e-04 4.171502e-04 3.938281e-01 9.894748e+03
2.421773e-04 4.826718e-04 3.045734e-01 1.132820e+04
4.075151e-04 9.353485e-04 6.827603e-01 7.350896e+03
9.752471e-04 8.637294e-04 4.472288e-02 3.786103e+06
3.209990e-04 4.784459e-04 3.348292e-01 1.231543e+04
9.825085e-04 5.549640e-04 7.478390e-01 8.764853e+03
6.366698e-04 8.755285e-04 9.433799e-01 5.630811e+03
3.757159e-04 9.493152e-04 8.047052e-01 4.951720e+03
8.576270e-04 6.395456e-04 2.484179e-01 7.990311e+04
6.199672e-04 7.487718e-04 2.405863e-01 7.210012e+04
2.527810e-04 3.522733e-04 1.984334e-01 2.033079e+04
7.930628e-04 9.181103e-04 8.836726e-01 8.382613e+03
4.335056e-04 8.369153e-04 2.454771e-01 5.412698e+04
3.581537e-04 5.525038e-04 7.605988e-01 3.075056e+03
3.309467e-04 8.677596e-04 2.684392e-01 3.582821e+04
6.976715e-04 8.500220e-04 4.275102e-02 2.917076e+06
2.693815e-04 8.086029e-04 7.361132e-01 3.613878e+03
8.084697e-04 1.315621e-04 7.289398e-01 1.799580e+03
2.959935e-04 5.364666e-04 9.806952e-02 1.484282e+05
5.445773e-04 9.008823e-04 3.334342e-01 3.967043e+04
4.884336e-04 7.710610e-04 9.488816e-01 3.760364e+03
8.555011e-04 4.212925e-04 1.713195e-01 1.103952e+05
8.884980e-04 9.779025e-04 9.580575e-02 8.509981e+05
1.852001e-04 2.515224e-04 5.986578e-01 1.168477e+03
5.857631e-04 3.342766e-04 9.316800e-01 2.027936e+03
8.983068e-04 9.542463e-04 1.424405e-01 3.798199e+05
4.466711e-04 8.089066e-04 5.178822e-01 1.211111e+04
9.219464e-04 9.004397e-04 6.871592e-01 1.580539e+04
2.797119e-04 1.257800e-05 1.801115e-01 9.749886e+02
6.092223e-04 3.803847e-04 2.114729e-02 4.658530e+06
6.827713e-04 2.362864e-04 8.888063e-01 1.835944e+03
2.289775e-04 2.966391e-04 4.487896e-02 3.031764e+05
1.475375e-05 7.382575e-04 2.648837e-01 1.395595e+03
4.173072e-04 7.243608e-04 6.551672e-01 6.330912e+03
9.385434e-04 4.623376e-04 2.929251e-01 4.546321e+04
3.436851e-04 3.659092e-04 1.961052e-02 2.939784e+06
7.799646e-04 5.851069e-04 5.796973e-01 1.220864e+04
1.755616e-04 5.341740e-04 3.147144e-01 8.512142e+03
3.426109e-04 5.510290e-04 1.599989e-01 6.629811e+04
1.454531e-04 6.158616e-04 9.715705e-01 8.531340e+02
7.170540e-04 3.962526e-04 1.733225e-01 8.503028e+04
6.996083e-04 7.719468e-04 7.299631e-01 9.111717e+03
6.888088e-04 2.519520e-04 8.918169e-01 1.961664e+03
2.541426e-04 6.561050e-04 8.601280e-01 2.026210e+03
6.926678e-04 9.604368e-04 1.924145e-01 1.615392e+05
2.280702e-04 4.551206e-06 2.444404e-01 1.561740e+02
4.252245e-04 7.236377e-04 2.817901e-02 3.483755e+06
3.725502e-04 1.098860e-04 9.320914e-01 4.236137e+02
3.559526e-04 5.442437e-04 8.882500e-01 2.207369e+03
5.859715e-05 6.272891e-04 5.995115e-01 9.194093e+02
6.320150e-04 2.437042e-04 1.182740e-01 9.898551e+04
7.076093e-04 9.139300e-04 1.818072e-01 1.758911e+05
6.139751e-04 6.226902e-04 5.811908e-01 1.017525e+04
6.486644e-04 2.324630e-04 2.591404e-01 2.018661e+04
1.707708e-04 7.703621e-04 3.071701e-01 1.253459e+04
1.502974e-04 1.064016e-04 1.792775e-01 4.473090e+03
5.146609e-04 5.556701e-04 1.976958e-01 6.578138e+04
8.754574e-04 9.586111e-05 4.687869e-01 3.433098e+03
1.847695e-04 5.814031e-04 5.147752e-01 3.644450e+03
4.633763e-04 2.537271e-04 5.164641e-01 3.962599e+03
4.295034e-04 6.498173e-04 9.971674e-01 2.523373e+03
4.977919e-04 7.161111e-04 1.382999e-01 1.675500e+05
1.623493e-04 5.246614e-04 7.586082e-01 1.330620e+03
3.430982e-04 6.578639e-04 7.958192e-01 3.203947e+03
2.626185e-04 8.134806e-04 5.890338e-01 5.535436e+03
8.446824e-04 8.077048e-04 4.681108e-01 2.799036e+04
8.005319e-04 6.200623e-04 8.944924e-01 5.577254e+03
4.272125e-04 4.516514e-04 8.298984e-01 2.518588e+03
6.074084e-04 4.085420e-04 5.978803e-02 6.240923e+05
1.463201e-04 8.748729e-04 9.633539e-01 1.240044e+03
5.101037e-04 7.032288e-04 1.726649e-02 1.081699e+07
2.976501e-04 1.857501e-04 5.774009e-01 1.490870e+03
8.597913e-04 5.661664e-04 5.767065e-01 1.315792e+04
6.719268e-04 9.088992e-04 8.360359e-01 7.855025e+03
6.338405e-04 1.515393e-04 3.908689e-01 5.652008e+03
1.256265e-04 8.456722e-04 1.001305e-01 9.526003e+04
4.711173e-04 8.203823e-04 5.858704e-01 1.012283e+04
9.865862e-04 4.998418e-04 3.459740e-02 3.703738e+06
9.483509e-04 3.854627e-05 3.681778e-01 2.424353e+03
6.454406e-04 1.483550e-04 9.854636e-01 8.864147e+02
1.525731e-04 9.227161e-04 8.700911e-01 1.671770e+03
6.394877e-04 4.511064e-05 1.609718e-01 1.000856e+04
5.660965e-04 3.731263e-04 8.008378e-01 2.960853e+03
4.691972e-04 6.194206e-04 8.128870e-01 3.954034e+03
4.286094e-04 1.977511e-04 9.289251e-01 8.830369e+02
5.996705e-04 9.810987e-04 2.321404e-01 9.814847e+04
8.501199e-04 1.568193e-04 5.039778e-01 4.718636e+03
7.513699e-04 5.401395e-04 8.291697e-01 5.306799e+03
5.797812e-04 6.183933e-04 6.706604e-01 7.166106e+03
9.247795e-04 2.317590e-04 5.979968e-01 5.388113e+03
6.567524e-05 4.668427e-04 6.554561e-01 6.415711e+02
9.913552e-04 4.915175e-04 2.461309e-01 7.230958e+04
5.394155e-05 7.670955e-04 3.528468e-02 2.987859e+05
2.002961e-04 6.346465e-04 7.388947e-01 2.093143e+03
4.233299e-04 4.680825e-04 3.335239e-01 1.601427e+04
