k,t,T
4.561954e-02,4.069145e+01,3.056497e+02
2.942272e-01,6.416789e+00,3.052600e+02
2.786609e-01,2.305546e-02,3.726377e+02
8.744542e-01,2.929468e+00,2.993240e+02
6.513645e-02,1.918357e+01,3.160807e+02
7.896102e-01,6.318311e+00,2.936950e+02
5.856046e-01,8.099578e+00,2.938469e+02
8.062007e-01,2.752873e-01,3.572273e+02
5.928452e-01,6.653438e-01,3.470743e+02
1.818712e-01,2.600750e+01,2.938561e+02
4.028275e-01,7.978923e+00,2.963652e+02
8.637511e-01,7.064119e-01,3.366109e+02
5.154608e-01,9.318545e+00,2.938062e+02
1.157918e-01,3.092673e+01,2.953777e+02
6.864979e-01,2.818905e+00,3.047019e+02
8.115787e-01,2.919333e+00,3.006339e+02
5.968734e-01,6.244146e+00,2.950753e+02
8.799515e-01,5.441007e+00,2.938164e+02
4.918659e-02,7.348149e+01,2.953049e+02
4.212695e-01,2.165878e+00,3.252742e+02
8.564037e-01,3.929291e+00,2.959148e+02
1.524477e-01,1.999152e+01,2.969476e+02
6.824874e-01,2.123331e+00,3.119316e+02
1.308356e-01,6.046414e-01,3.670652e+02
7.235358e-01,3.235112e+00,3.008507e+02
4.244692e-01,6.887319e+00,2.974498e+02
3.899506e-01,1.163946e+01,2.940049e+02
4.621148e-01,4.290502e+00,3.041657e+02
6.424997e-01,3.970897e+00,2.993884e+02
3.037901e-01,1.078295e+00,3.508035e+02
8.619121e-01,2.755406e+00,3.005918e+02
9.378778e-01,1.275629e+00,3.173328e+02
4.932071e-01,2.874777e+00,3.125285e+02
3.806887e-01,7.457711e+00,2.978284e+02
9.973504e-01,4.246387e+00,2.943082e+02
2.336337e-01,8.354732e+00,3.045098e+02
2.490315e-01,6.633176e+00,3.084853e+02
8.970627e-01,3.102815e+00,2.980961e+02
3.892829e-01,5.133489e+00,3.039944e+02
7.639416e-01,4.111746e+00,2.966087e+02
6.651241e-01,2.316469e+00,3.102878e+02
3.348140e-01,7.102031e+00,3.005699e+02
5.333370e-01,9.312092e+00,2.937074e+02
5.360510e-01,3.393785e+00,3.061219e+02
4.456092e-01,1.088358e+01,2.937764e+02
4.063248e-01,5.033700e+00,3.034971e+02
4.041521e-01,9.453937e+00,2.949028e+02
3.187743e-01,1.259940e+01,2.945915e+02
7.659357e-01,3.695640e+00,2.978681e+02
8.473013e-01,8.609012e-01,3.317242e+02
3.595106e-01,1.317271e+01,2.938521e+02
5.683130e-01,2.659067e+00,3.108019e+02
7.860249e-01,1.201208e+00,3.242699e+02
4.821067e-01,4.860332e+00,3.008316e+02
5.748643e-01,4.066399e+00,3.008745e+02
6.214228e-01,5.787940e+00,2.953430e+02
5.024872e-01,8.828538e+00,2.940972e+02
1.072809e-01,3.617463e+01,2.948007e+02
5.085620e-01,7.342930e+00,2.950611e+02
1.318634e-01,2.361526e+01,2.967039e+02
4.821865e-01,5.845918e+00,2.979241e+02
5.797852e-01,2.606878e+00,3.107976e+02
5.578469e-01,7.607754e+00,2.942980e+02
8.236474e-01,2.717133e+00,3.016841e+02
2.882537e-01,7.169108e+00,3.032800e+02
3.944930e-01,2.715611e+00,3.205553e+02
1.792367e-01,1.352227e+01,3.002375e+02
8.538803e-01,1.666342e+00,3.124320e+02
9.214140e-01,1.016903e+00,3.244945e+02
7.884287e-01,1.707384e+00,3.139692e+02
3.353474e-02,1.363545e+02,2.939765e+02
6.107982e-01,4.990019e+00,2.969467e+02
1.204640e-01,1.690020e+01,3.035954e+02
1.679246e-01,1.813631e+00,3.521462e+02
1.825693e-01,4.428322e-01,3.669367e+02
7.034423e-01,3.937486e+00,2.981640e+02
4.333737e-01,5.164166e+00,3.016836e+02
5.489527e-01,5.183820e-01,3.533372e+02
1.705487e-01,1.835730e+01,2.966446e+02
4.839066e-01,7.037533e+00,2.958052e+02
9.310075e-01,5.429423e-02,3.692066e+02
2.707672e-01,4.599219e+00,3.161780e+02
1.473947e-01,2.394699e+01,2.954952e+02
3.525835e-01,1.338941e+00,3.430459e+02
7.519958e-01,1.021546e+00,3.302578e+02
8.581413e-01,9.975121e-01,3.271384e+02
1.659482e-01,2.382934e+01,2.946836e+02
7.706032e-01,4.739333e+00,2.952248e+02
8.114358e-01,1.268252e+00,3.217361e+02
7.927387e-01,3.743744e+00,2.972633e+02
9.130397e-01,2.885094e+00,2.988921e+02
7.973523e-01,3.623021e+00,2.976013e+02
3.176688e-01,1.041473e+01,2.960759e+02
1.418815e-01,1.816820e+01,2.992257e+02
6.025851e-01,2.325434e+00,3.128527e+02
4.253551e-02,2.996241e+01,3.155164e+02
2.184412e-01,1.836779e+01,2.945974e+02
3.945097e-01,5.882540e+00,3.010062e+02
3.137202e-01,5.351082e+00,3.080787e+02
3.310020e-01,1.427718e+01,2.938591e+02
2.555824e-01,1.090746e+01,2.980747e+02
1.708426e-02,2.008570e+02,2.957371e+02
8.874922e-01,5.404809e+00,2.938105e+02
6.280784e-01,2.428152e+00,3.105585e+02
3.712277e-01,1.007837e+01,2.950477e+02
2.513392e-01,1.574708e+01,2.946783e+02
6.923102e-01,6.535699e+00,2.940170e+02
4.093801e-01,7.561219e+00,2.967705e+02
1.104242e-01,3.938849e+01,2.941831e+02
5.296544e-01,7.354487e+00,2.947769e+02
6.721963e-02,5.512642e+01,2.951169e+02
7.639345e-01,5.624439e+00,2.942391e+02
5.601802e-02,3.493390e+01,3.044533e+02
1.949237e-01,1.023618e+01,3.040281e+02
6.850035e-01,8.202490e-01,3.387612e+02
1.967310e-01,5.644942e+00,3.195006e+02
3.738943e-01,6.741292e+00,2.995834e+02
4.125554e-01,6.175267e+00,2.994113e+02
4.146903e-02,1.149159e+02,2.938315e+02
6.331557e-01,2.683302e-01,3.606503e+02
4.411829e-01,7.204991e+00,2.964811e+02
4.879133e-01,8.269733e+00,2.945650e+02
4.590435e-01,7.933828e+00,2.952460e+02
9.914513e-01,1.672624e+00,3.083866e+02
1.126084e-01,1.398162e+01,3.097197e+02
6.032500e-01,7.153955e+00,2.942187e+02
4.160646e-01,6.082457e+00,2.995183e+02
4.807000e-01,8.589255e+00,2.944381e+02
8.123427e-01,3.946207e+00,2.963925e+02
2.084706e-01,2.875671e+00,3.370772e+02
7.701447e-01,6.444708e-01,3.418506e+02
2.256147e-01,1.742980e+00,3.471392e+02
4.173451e-01,8.414275e+00,2.955378e+02
6.444038e-01,4.700590e+00,2.970188e+02
5.663330e-01,2.545393e+00,3.120750e+02
8.826233e-01,1.412779e+00,3.161404e+02
7.071214e-01,5.495478e+00,2.947922e+02
8.345955e-01,4.979648e+00,2.944036e+02
1.056622e-01,1.115067e+01,3.177765e+02
2.923024e-01,8.853049e+00,2.991650e+02
1.486440e-01,3.174526e+01,2.938641e+02
2.186927e-01,2.838716e+00,3.361509e+02
5.766297e-02,6.661544e+01,2.948673e+02
8.978842e-01,2.329830e+00,3.030260e+02
7.050066e-01,4.075436e+00,2.976714e+02
2.569098e-01,1.881416e+01,2.937867e+02
6.203435e-01,4.223772e+00,2.989731e+02
3.316477e-01,7.324222e+00,3.001996e+02
1.804150e-01,1.571062e+00,3.534049e+02
8.643529e-01,4.960201e+00,2.942493e+02
8.348378e-01,1.367467e-01,3.645191e+02
3.678744e-01,5.176119e+00,3.050658e+02
2.526313e-01,1.965404e+01,2.937081e+02
8.587756e-01,5.452462e+00,2.938905e+02
2.031473e-01,1.074889e+01,3.021608e+02
7.294459e-01,3.451558e+00,2.996014e+02
3.569272e-01,9.088329e+00,2.962710e+02
1.017947e-01,6.064962e+00,3.362984e+02
4.400763e-01,3.770137e+00,3.083741e+02
1.174869e-01,2.580092e+01,2.970103e+02
8.453960e-01,5.864368e+00,2.937123e+02
9.548933e-01,3.992000e+00,2.949184e+02
2.377277e-02,7.351135e+01,3.070858e+02
1.805332e-01,6.458209e+00,3.180808e+02
9.559334e-01,3.214657e+00,2.968526e+02
7.803014e-02,1.253020e+01,3.232430e+02
5.427208e-01,5.257952e+00,2.977609e+02
7.131271e-01,5.665189e+00,2.945578e+02
6.488870e-01,7.187052e+00,2.939046e+02
3.463543e-02,6.732154e+01,3.009204e+02
7.831632e-01,1.783894e+00,3.129354e+02
5.922285e-01,2.428436e+00,3.121386e+02
6.876731e-01,2.905775e+00,3.039961e+02
4.862424e-01,7.718667e+00,2.950255e+02
8.642598e-01,3.533630e+00,2.969237e+02
1.592935e-01,1.692857e+01,2.985447e+02
5.626463e-01,2.801858e+00,3.096865e+02
7.462991e-01,3.936203e-01,3.527865e+02
8.162345e-01,2.011289e+00,3.086423e+02
3.197495e-01,6.681195e+00,3.025972e+02
5.911176e-01,4.877074e+00,2.976277e+02
2.770592e-01,5.388177e+00,3.111286e+02
3.475839e-01,6.307760e-01,3.573998e+02
1.822635e-01,1.578720e+00,3.531463e+02
4.507877e-01,3.346353e+00,3.108494e+02
8.030127e-01,6.347029e-01,3.412053e+02
1.391821e-01,7.455514e+00,3.214922e+02
3.648741e-01,1.008722e+01,2.951667e+02
4.502368e-01,7.486826e+00,2.958988e+02
3.913639e-01,1.239380e+01,2.937760e+02
3.010797e-01,1.630732e+01,2.937399e+02
7.923745e-01,3.447092e-01,3.540290e+02
1.824552e-01,2.175943e+01,2.946597e+02
5.376358e-01,1.847937e+00,3.227718e+02
7.668893e-01,4.339105e+00,2.960203e+02
6.941156e-01,6.584518e+00,2.939783e+02
8.069657e-01,2.695993e+00,3.022334e+02
3.216676e-01,1.200767e+01,2.948313e+02
2.757866e-01,1.656200e+01,2.939806e+02
6.839846e-01,3.227720e+00,3.019462e+02
7.522851e-01,1.060344e+00,3.291798e+02
9.872204e-01,8.306366e-01,3.283838e+02
1.272904e-01,4.047066e+00,3.409427e+02
5.302048e-01,4.672117e+00,2.998684e+02
4.757197e-01,7.962845e+00,2.949611e+02
4.720271e-01,3.079746e+00,3.118459e+02
9.835205e-01,2.510068e+00,2.999256e+02
4.299651e-01,6.688527e+00,2.976595e+02
4.626691e-01,1.050372e+01,2.937702e+02
2.183781e-01,8.967824e+00,3.044370e+02
5.317666e-01,7.488237e+00,2.946419e+02
5.955506e-01,3.294235e+00,3.043975e+02
6.872439e-01,4.554941e+00,2.966462e+02
5.950704e-01,2.416569e+00,3.121416e+02
5.256032e-01,4.927877e+00,2.991510e+02
5.836837e-01,6.638568e+00,2.948106e+02
8.461901e-01,2.019067e+00,3.076408e+02
8.123257e-02,4.390582e+01,2.954102e+02
9.341814e-02,4.353971e+01,2.945197e+02
3.466923e-01,2.015964e+00,3.329198e+02
9.733925e-01,3.280786e+00,2.964323e+02
1.863812e-01,2.066132e+01,2.948509e+02
9.084849e-01,4.815071e+00,2.941576e+02
6.272237e-01,2.962121e+00,3.056298e+02
8.902498e-01,4.199722e+00,2.950526e+02
4.292623e-01,1.161100e+01,2.936976e+02
7.229205e-01,3.325358e+00,3.003787e+02
6.589539e-01,4.092892e+00,2.985424e+02
3.870731e-02,6.642672e+01,2.992655e+02
7.517241e-01,3.897207e+00,2.974234e+02
1.676698e-01,2.751242e+01,2.939438e+02
2.248584e-01,2.018461e+01,2.940050e+02
6.192859e-01,4.917338e-01,3.521480e+02
4.757191e-01,4.771208e+00,3.014170e+02
7.074273e-01,6.731004e+00,2.938341e+02
3.111126e-01,5.729904e+00,3.066054e+02
3.607515e-01,7.916490e+00,2.977504e+02
6.813566e-01,6.756474e+00,2.939513e+02
8.021336e-01,2.883370e+00,3.010683e+02
1.279653e-01,9.632731e+00,3.164714e+02
7.966730e-01,6.089640e+00,2.937754e+02
2.734042e-01,8.296214e+00,3.014297e+02
1.938999e-01,3.678924e+00,3.323503e+02
7.548817e-01,1.037415e+00,3.297080e+02
6.157509e-02,2.635709e+01,3.089354e+02
9.471722e-01,4.295299e+00,2.945184e+02
3.973049e-01,1.913308e+00,3.305571e+02
5.199964e-01,5.512612e+00,2.977016e+02
7.567236e-01,4.087515e+00,2.967788e+02
1.168726e-01,2.119361e+01,2.998699e+02
2.367470e-02,9.599128e+01,3.013938e+02
1.672040e-01,2.414346e+01,2.945622e+02
1.932412e-01,2.363361e+01,2.939811e+02
3.197803e-01,5.343098e-01,3.605851e+02
1.181643e-01,2.847802e+01,2.959147e+02
5.973632e-01,8.895533e-02,3.690099e+02
6.942364e-01,4.594195e+00,2.964455e+02
9.505496e-01,2.539212e+00,3.003091e+02
9.676080e-01,3.567927e+00,2.956837e+02
6.099953e-01,3.290512e+00,3.038992e+02
9.501611e-01,1.183790e+00,3.191276e+02
3.971004e-01,1.884043e+00,3.310091e+02
8.029010e-01,2.365252e+00,3.051267e+02
4.419266e-01,4.969113e+00,3.020499e+02
6.704958e-01,7.442025e+00,2.936945e+02
7.772452e-01,7.386240e-01,3.382073e+02
4.228810e-01,1.061389e+01,2.940491e+02
8.076100e-01,5.910507e+00,2.938261e+02
8.276210e-01,9.682086e-01,3.290493e+02
2.171180e-01,9.923074e+00,3.024271e+02
8.524998e-01,2.473669e+00,3.028607e+02
6.617845e-01,3.192823e+00,3.028204e+02
9.721633e-01,1.525823e+00,3.113001e+02
2.168225e-01,1.321205e+00,3.532229e+02
6.721659e-01,4.603371e+00,2.967748e+02
8.364086e-01,1.489560e+00,3.161650e+02
8.325549e-01,4.444203e+00,2.951278e+02
5.307185e-01,2.321463e+00,3.164857e+02
2.673363e-01,1.613314e+00,3.451232e+02
3.997094e-01,4.024379e+00,3.091637e+02
1.426090e-01,3.434386e+01,2.937471e+02
3.280140e-02,8.648523e+01,2.978389e+02
7.699674e-01,2.552499e+00,3.043587e+02
4.649999e-01,1.039640e+01,2.937862e+02
3.088521e-01,2.285130e+00,3.326484e+02
1.649258e-01,1.125061e+00,3.596017e+02
9.810359e-01,3.701068e+00,2.952694e+02
5.204486e-01,8.642365e-01,3.441709e+02
8.606094e-01,8.412616e-01,3.319348e+02
8.101640e-01,5.558019e+00,2.940361e+02
2.438576e-01,1.487971e+01,2.952744e+02
6.425777e-01,5.562408e-01,3.491078e+02
2.382216e-01,1.838143e+01,2.941532e+02
8.587995e-01,6.821796e-01,3.376804e+02
8.403813e-01,5.592396e+00,2.938778e+02
1.055721e-01,3.951053e+01,2.943847e+02
5.134784e-01,7.634210e+00,2.947373e+02
8.000911e-02,3.663245e+01,2.974178e+02
2.611197e-01,9.844044e+00,2.992699e+02
8.928495e-02,4.207735e+01,2.950185e+02
9.394776e-01,4.276655e+00,2.945894e+02
5.200288e-01,5.668998e+00,2.973454e+02
7.935585e-01,3.836347e+00,2.969601e+02
2.328672e-01,6.076118e+00,3.125854e+02
2.446585e-01,8.606604e+00,3.028910e+02
7.257557e-01,5.192935e+00,2.949964e+02
7.088319e-01,7.051095e+00,2.936901e+02
6.200914e-01,1.356418e+00,3.276488e+02
8.973190e-02,4.755377e+01,2.942718e+02
8.023318e-01,3.363332e+00,2.985345e+02
4.541591e-01,5.933481e+00,2.985548e+02
7.235718e-01,3.941726e+00,2.977677e+02
2.769496e-01,1.291082e+01,2.953898e+02
3.679346e-01,9.489859e+00,2.955861e+02
4.439203e-01,5.865543e-02,3.710938e+02
7.091040e-01,1.778971e+00,3.158089e+02
4.283089e-01,8.414598e+00,2.953271e+02
7.610529e-01,3.831650e+00,2.974816e+02
1.757870e-01,2.729359e+01,2.938098e+02
9.809111e-01,1.352435e+00,3.143798e+02
6.637945e-01,6.355739e-01,3.456145e+02
6.651149e-01,6.423374e-01,3.453352e+02
9.669367e-02,3.287831e+01,2.964798e+02
4.942650e-01,4.310660e+00,3.026512e+02
5.805660e-01,3.958321e+00,3.011862e+02
8.927853e-01,4.807524e+00,2.942441e+02
7.261879e-01,6.072684e+00,2.941225e+02
2.488493e-02,7.961504e+01,3.041821e+02
8.056778e-01,5.411340e+00,2.941725e+02
7.767134e-01,3.607459e+00,2.980053e+02
3.391231e-02,2.270423e+01,3.301928e+02
2.947634e-01,1.435339e+01,2.943132e+02
4.462880e-02,5.410984e+01,3.003004e+02
2.993304e-01,1.438973e+01,2.942276e+02
7.089208e-02,4.998701e+00,3.492793e+02
5.649904e-01,8.099776e-01,3.437725e+02
9.933778e-01,3.608270e+00,2.953703e+02
6.665823e-01,2.782307e+00,3.056708e+02
3.210882e-01,9.439475e+00,2.970118e+02
9.817509e-01,3.441000e+00,2.958787e+02
5.967157e-02,6.573133e+01,2.947337e+02
9.538377e-01,4.232991e+00,2.945612e+02
9.389082e-01,3.652715e+00,2.957421e+02
1.209515e-01,3.520252e+01,2.942823e+02
4.361539e-01,6.117951e+00,2.986992e+02
2.810705e-01,1.237918e+01,2.956160e+02
4.244496e-01,6.903459e+00,2.974210e+02
3.940838e-01,1.083409e+01,2.942691e+02
7.724293e-01,1.296475e+00,3.225381e+02
4.981871e-01,2.959539e+00,3.114632e+02
5.285960e-01,4.999349e+00,2.988439e+02
9.238020e-01,4.590093e+00,2.943022e+02
5.521418e-01,6.386468e+00,2.955032e+02
8.808965e-01,1.542740e+00,3.137035e+02
5.630393e-01,8.696849e+00,2.937477e+02
4.541653e-01,1.331410e-01,3.684559e+02
5.243577e-01,2.212911e+00,3.182199e+02
1.857107e-01,5.446162e+00,3.222464e+02
2.907273e-01,1.628142e+01,2.938537e+02
6.243110e-01,5.127187e+00,2.964078e+02
6.598097e-01,3.305052e+00,3.021869e+02
5.909396e-02,4.772444e+01,2.979174e+02
2.399546e-01,5.272812e+00,3.157238e+02
6.107891e-01,1.901511e+00,3.181933e+02
8.013974e-01,6.763634e-01,3.396750e+02
8.714573e-01,1.230948e+00,3.205162e+02
2.198898e-01,1.994349e+00,3.447483e+02
3.876012e-01,6.421287e+00,2.997901e+02
6.732525e-01,5.388563e+00,2.952758e+02
5.744663e-01,4.001210e+00,3.011823e+02
2.887887e-01,6.572066e-01,3.593204e+02
9.120507e-01,4.263402e+00,2.947882e+02
4.864050e-01,1.698489e+00,3.281684e+02
9.894290e-01,1.430117e+00,3.125841e+02
1.121400e-01,2.778574e+01,2.966971e+02
9.262317e-01,4.726866e+00,2.941539e+02
2.786601e-01,1.538146e+01,2.942506e+02
7.711539e-01,1.338785e+00,3.216418e+02
1.543238e-01,2.432406e+01,2.950243e+02
4.788151e-01,7.576424e+00,2.952762e+02
7.508676e-02,4.102410e+01,2.968254e+02
2.031521e-01,7.609406e+00,3.102002e+02
1.758442e-01,5.477651e+00,3.236832e+02
3.637407e-01,1.087563e+01,2.946813e+02
3.413458e-01,1.235948e+00,3.456147e+02
8.953284e-01,3.801126e+00,2.958112e+02
3.228307e-01,1.473818e-01,3.694328e+02
3.183474e-01,1.248524e+01,2.946529e+02
9.151125e-01,4.047726e+00,2.951197e+02
7.780211e-01,1.225573e+00,3.239805e+02
5.298262e-01,2.360317e+00,3.160576e+02
6.557963e-01,5.620008e+00,2.951566e+02
5.524913e-01,8.582335e+00,2.938479e+02
5.302256e-01,6.755182e+00,2.953761e+02
8.293463e-01,1.367113e-01,3.645748e+02
3.163233e-01,2.026842e+00,3.352854e+02
9.520697e-01,2.385429e+00,3.014059e+02
1.683172e-01,2.043246e+01,2.957174e+02
1.497659e-01,3.031454e+00,3.439562e+02
8.339517e-01,9.011622e-02,3.673582e+02
6.948836e-01,1.835780e+00,3.154899e+02
9.344608e-01,2.894000e+00,2.985032e+02
5.761972e-01,6.298662e+00,2.952728e+02
4.591572e-01,7.457249e+00,2.957564e+02
3.284964e-01,1.939145e+00,3.354600e+02
1.297204e-01,2.525942e+01,2.961703e+02
5.328917e-01,4.110228e+00,3.021006e+02
2.156617e-01,4.866811e+00,3.211566e+02
6.454774e-02,1.492089e+00,3.658045e+02
9.171529e-01,4.418198e+00,2.945408e+02
5.898506e-01,7.742299e+00,2.939813e+02
8.401610e-01,3.901306e+00,2.961671e+02
2.915653e-01,1.538892e+00,3.442272e+02
8.278622e-01,3.960979e+00,2.961628e+02
1.169086e-01,3.166387e+01,2.951244e+02
7.492334e-01,5.691409e+00,2.942751e+02
8.406872e-01,4.261302e+00,2.953747e+02
7.593837e-01,6.105389e+00,2.939255e+02
5.199142e-01,6.711278e+00,2.955918e+02
6.442364e-01,2.585106e+00,3.082789e+02
9.759014e-01,2.512839e+00,3.000377e+02
4.026268e-01,2.898549e+00,3.180531e+02
9.608729e-01,1.236423e+00,3.175353e+02
3.705327e-02,8.913374e+01,2.960927e+02
9.981522e-01,2.417208e+00,3.003156e+02
9.036720e-01,9.137451e-01,3.281834e+02
2.033974e-02,1.385977e+02,2.979231e+02
1.462621e-01,4.110060e+00,3.370046e+02
7.941443e-01,1.446955e+00,3.185040e+02
8.105151e-01,5.994640e-01,3.423627e+02
1.847145e-01,8.535445e+00,3.096838e+02
4.721382e-01,9.120528e+00,2.942288e+02
6.157463e-01,4.083414e+00,2.996233e+02
2.252316e-01,1.783739e+00,3.466816e+02
4.241673e-01,7.560478e+00,2.963885e+02
2.237678e-01,3.815390e+00,3.272148e+02
6.678477e-01,2.283194e+00,3.105627e+02
6.369148e-01,2.359412e+00,3.109515e+02
5.909024e-01,4.182524e+00,2.999069e+02
2.070944e-01,4.107418e+00,3.273219e+02
8.433632e-01,2.288696e+00,3.047595e+02
9.837368e-01,4.743028e+00,2.939029e+02
2.913181e-01,1.100734e+01,2.963894e+02
6.454999e-01,1.201304e+00,3.299900e+02
2.264739e-01,2.162144e+01,2.937477e+02
6.687951e-01,5.041643e+00,2.958962e+02
1.704682e-01,2.715520e+01,2.939311e+02
5.078965e-01,3.770599e+00,3.049365e+02
1.347830e-01,2.263509e+01,2.969356e+02
5.347571e-01,8.179260e+00,2.941581e+02
5.615398e-01,2.878918e-01,3.612082e+02
6.765251e-01,4.993345e+00,2.958789e+02
5.315108e-01,4.856804e+00,2.992032e+02
1.559070e-01,2.215014e+01,2.956811e+02
8.642318e-01,4.530662e+00,2.947444e+02
9.792090e-01,1.996802e+00,3.044719e+02
3.181683e-01,1.896666e+00,3.369033e+02
3.861924e-01,1.558942e+00,3.369649e+02
7.441920e-01,6.298914e+00,2.938867e+02
4.819401e-01,9.421768e+00,2.940033e+02
1.466729e-01,1.835028e+01,2.985724e+02
1.373731e-01,5.724607e+00,3.295883e+02
2.476830e-02,3.449771e+01,3.271914e+02
6.880419e-02,6.560272e+01,2.940266e+02
5.560792e-01,6.850237e+00,2.949231e+02
1.904396e-01,7.554916e+00,3.121278e+02
7.025678e-01,3.474899e+00,3.001134e+02
5.420018e-01,1.700283e+00,3.249819e+02
6.002829e-01,5.616703e+00,2.958967e+02
9.071725e-01,3.378567e+00,2.968825e+02
4.397865e-01,7.753765e+00,2.957933e+02
3.267434e-01,1.085539e+01,2.954550e+02
6.660075e-01,7.000148e+00,2.939057e+02
9.770695e-01,4.786123e+00,2.938950e+02
2.824558e-01,1.644929e+01,2.939178e+02
4.777285e-01,6.200561e-01,3.526400e+02
1.219878e-01,1.385873e+01,3.079028e+02
5.242865e-01,4.711603e+00,2.999152e+02
9.312515e-01,1.099155e+00,3.218942e+02
5.995079e-01,7.546041e+00,2.940177e+02
6.841328e-01,1.323154e+00,3.255065e+02
9.025733e-01,3.169952e+00,2.977264e+02
7.356934e-01,4.657035e+00,2.957509e+02
5.110638e-01,9.477271e+00,2.937804e+02
1.463734e-02,1.119720e+02,3.086844e+02
4.535367e-01,4.302607e+00,3.045161e+02
4.361416e-02,9.408073e+01,2.944715e+02
1.103036e-01,3.970754e+01,2.941521e+02
2.856148e-01,2.068245e+00,3.374642e+02
2.093297e-01,3.575301e+00,3.309992e+02
7.973692e-01,4.239951e-01,3.502010e+02
7.712213e-01,3.716369e-01,3.532141e+02
1.562604e-01,5.933697e+00,3.248027e+02
2.751492e-01,1.294041e+01,2.954239e+02
5.337211e-01,8.927859e+00,2.938318e+02
1.484852e-01,6.227562e+00,3.248820e+02
3.860479e-01,1.233663e+01,2.938335e+02
2.389060e-01,5.017626e-01,3.641126e+02
1.993573e-02,1.917140e+02,2.949008e+02
1.967946e-01,1.557266e+01,2.968837e+02
9.812135e-01,1.029986e+00,3.222690e+02
4.372957e-01,1.545175e+00,3.338541e+02
9.140691e-01,2.049163e+00,3.054420e+02
1.399804e-01,1.647015e+01,3.011267e+02
8.818928e-01,3.335068e+00,2.973743e+02
1.604933e-01,2.455283e+01,2.947050e+02
4.229194e-01,9.570047e+00,2.945475e+02
5.789615e-01,7.472948e+00,2.942070e+02
6.539827e-01,1.688165e-01,3.647878e+02
5.727196e-01,3.771502e+00,3.023759e+02
6.475535e-02,3.055996e+01,3.042075e+02
4.571586e-01,7.633141e+00,2.955912e+02
1.407709e-01,3.200878e+01,2.940335e+02
5.491558e-01,9.070311e+00,2.936994e+02
6.535697e-01,3.069590e-01,3.586079e+02
4.291900e-01,6.674300e+00,2.977107e+02
5.138979e-02,5.728130e+01,2.973638e+02
1.795158e-01,3.756862e+00,3.339063e+02
1.986801e-01,3.429498e+00,3.336237e+02
7.663346e-01,2.339705e+00,3.064668e+02
6.977688e-02,5.311618e+01,2.951155e+02
4.979965e-01,9.874663e+00,2.937354e+02
4.562276e-01,6.093484e+00,2.981130e+02
9.108892e-01,3.536339e+00,2.963425e+02
8.514855e-01,1.063230e+00,3.255028e+02
2.714826e-01,1.426097e+01,2.948160e+02
6.651734e-01,1.244966e+00,3.280997e+02
5.390057e-01,1.322631e+00,3.323674e+02
9.595868e-02,2.531417e+01,3.001992e+02
4.517612e-01,9.427400e+00,2.942810e+02
6.537108e-01,7.165999e+00,2.938890e+02
2.077132e-01,2.011968e+01,2.943750e+02
5.499156e-01,1.150017e+00,3.356547e+02
1.436840e-01,2.240813e+01,2.963474e+02
8.774074e-01,7.366350e-01,3.350673e+02
1.168233e-01,9.368806e+00,3.199267e+02
6.180969e-01,5.297242e+00,2.961777e+02
3.167606e-01,1.501188e+01,2.938386e+02
1.916549e-01,9.023885e-01,3.604446e+02
8.536943e-01,4.232037e-01,3.488923e+02
9.513775e-01,3.072501e+00,2.974513e+02
9.228335e-01,1.344996e+00,3.162728e+02
6.209231e-01,2.239809e+00,3.130611e+02
7.067225e-01,5.281308e+00,2.950648e+02
9.500994e-01,2.593083e+00,2.999596e+02
6.497567e-01,1.540586e+00,3.225508e+02
5.833065e-01,5.972255e+00,2.956056e+02
5.093219e-01,1.135487e+00,3.380168e+02
2.840577e-01,1.303821e+01,2.951208e+02
5.363260e-01,6.120498e+00,2.961525e+02
6.370129e-02,5.591833e+00,3.491762e+02
5.639106e-01,2.581999e+00,3.118031e+02
3.592405e-01,5.345528e-01,3.591724e+02
2.532851e-01,8.246312e-01,3.580703e+02
1.639645e-01,2.311908e+01,2.949564e+02
1.630461e-01,6.315653e+00,3.217179e+02
8.448838e-01,5.415632e+00,2.939740e+02
9.233986e-01,1.618757e+00,3.110942e+02
9.042245e-01,3.432598e+00,2.967401e+02
9.480394e-01,1.473028e+00,3.129471e+02
4.904286e-01,4.513741e+00,3.018939e+02
5.213243e-01,3.288034e+00,3.075596e+02
7.479970e-01,5.516012e+00,2.944418e+02
3.635338e-01,3.502428e+00,3.155436e+02
6.327481e-01,7.577325e+00,2.938120e+02
7.670148e-02,8.886795e+00,3.336133e+02
3.361702e-02,6.657430e+01,3.016835e+02
9.341587e-01,2.252622e-01,3.579688e+02
9.012202e-01,5.061885e+00,2.939854e+02
4.887183e-01,8.515945e+00,2.943962e+02
5.036993e-01,5.762748e+00,2.975400e+02
5.477297e-02,4.720609e+00,3.549229e+02
8.105507e-01,3.856891e+00,2.966607e+02
4.473641e-01,1.935767e+00,3.268007e+02
5.012430e-01,2.944411e+00,3.114365e+02
6.547304e-01,5.277245e+00,2.956765e+02
2.985331e-02,1.093780e+02,2.962048e+02
4.660582e-01,1.250577e-01,3.686205e+02
4.737840e-01,8.336566e+00,2.946908e+02
7.610629e-01,1.473225e-01,3.646648e+02
8.567966e-01,3.741074e+00,2.963936e+02
9.184149e-01,2.511445e+00,3.011184e+02
4.497398e-01,6.507101e+00,2.974367e+02
