lambda,t,N
1.372095e+00,2.450589e+00,3.849247e-02
9.486919e-01,1.359127e+00,2.748742e-01
8.459030e-01,2.615482e+00,1.087546e-01
3.599366e-01,6.188457e-01,7.999804e-01
9.019832e-01,1.475324e+00,2.653944e-01
1.496104e+00,2.039536e+00,5.052164e-02
3.746277e-01,1.324890e+00,6.070157e-01
7.065109e-01,2.012134e-01,8.632048e-01
8.441472e-01,2.213370e+00,1.487112e-01
1.089737e+00,1.878311e+00,1.291612e-01
6.317990e-01,4.976919e-01,7.298607e-01
1.609781e+00,1.866062e+00,5.030079e-02
1.196029e+00,9.496384e-02,8.887386e-01
1.719763e+00,4.168451e-02,9.313893e-01
1.608476e-01,5.097430e-01,9.171776e-01
1.220199e+00,6.719562e-01,4.338036e-01
1.708201e+00,1.915794e-01,7.207673e-01
1.584609e+00,1.975497e+00,3.916227e-02
2.245742e-01,4.556614e-01,9.028454e-01
1.974798e+00,1.594642e+00,4.190722e-02
1.174530e-01,1.459458e+00,8.422890e-01
4.329678e-01,5.861032e-01,7.739836e-01
6.119352e-01,2.201446e-02,9.839726e-01
1.080739e+00,2.716306e-01,7.442341e-01
6.525767e-01,2.580538e+00,1.863354e-01
1.178318e+00,2.813706e+00,3.740036e-02
1.412369e+00,4.123667e-01,5.611765e-01
1.176777e+00,1.610912e+00,1.505544e-01
2.996405e-01,1.105752e-02,9.968543e-01
1.981243e+00,1.274360e+00,8.214312e-02
8.009573e-01,5.182708e-01,6.573802e-01
1.653709e+00,8.163795e-01,2.551778e-01
1.958545e+00,2.298994e+00,1.398729e-02
5.452006e-01,8.195538e-01,6.424340e-01
6.809574e-01,2.653236e+00,1.653123e-01
1.379017e+00,2.766370e+00,1.877749e-02
4.281869e-01,1.803456e+00,4.628893e-01
2.823131e-01,1.021009e+00,7.467991e-01
5.967442e-01,2.896606e+00,1.764624e-01
6.660570e-01,9.663152e-01,5.242392e-01
6.690489e-01,4.736433e-01,7.283261e-01
9.160668e-01,1.403305e-01,8.832961e-01
1.688738e+00,2.884183e+00,1.165353e-02
3.535178e-01,2.603534e+00,3.991517e-01
9.789534e-01,3.293333e-01,7.212818e-01
1.399184e+00,2.011084e+00,6.333343e-02
1.837712e+00,5.573420e-01,3.593671e-01
6.810259e-01,7.025557e-01,6.236636e-01
1.310088e+00,8.051151e-01,3.510590e-01
1.761550e+00,7.303024e-01,2.692414e-01
2.017171e-01,2.067776e+00,6.650109e-01
1.620219e+00,2.566390e-01,6.577812e-01
1.724416e+00,1.018706e+00,1.736069e-01
1.307240e+00,2.926659e+00,2.459742e-02
1.979533e+00,1.124962e+00,1.049539e-01
1.253298e-01,1.573928e+00,8.225822e-01
1.677998e+00,2.054701e+00,3.384519e-02
1.599607e+00,2.342935e+00,2.770886e-02
1.588636e+00,2.663719e+00,1.575413e-02
6.733293e-01,1.089496e+00,4.802329e-01
3.302109e-01,2.608387e-01,9.191121e-01
3.223474e-01,1.337757e+00,6.523613e-01
1.351453e+00,7.412213e-01,3.654654e-01
1.499675e+00,5.678182e-02,9.132037e-01
9.078269e-01,1.635225e+00,2.233589e-01
1.116738e+00,2.543187e+00,5.907801e-02
9.931121e-01,4.548312e-01,6.360112e-01
9.585218e-01,2.903672e+00,6.015112e-02
1.870702e+00,2.995154e-01,5.649706e-01
1.003327e+00,1.912243e+00,1.461149e-01
3.068447e-01,1.565034e+00,6.151160e-01
1.744010e+00,1.044582e-01,8.340419e-01
8.821620e-01,2.477948e+00,1.142876e-01
5.043114e-01,2.305365e+00,3.109897e-01
1.572628e+00,2.940523e-01,6.284462e-01
1.966511e+00,2.884730e+00,4.608250e-03
4.036914e-01,2.973259e+00,3.023889e-01
6.562564e-01,1.244109e+00,4.484212e-01
4.966119e-01,1.218048e+00,5.424226e-01
1.842433e+00,9.094006e-01,1.864901e-01
1.746814e+00,3.936259e-01,5.062120e-01
2.381427e-01,1.172932e+00,7.588814e-01
9.363445e-01,1.613396e+00,2.211815e-01
1.103140e+00,6.219363e-01,5.053694e-01
1.525399e+00,1.864523e+00,6.655324e-02
1.671462e+00,2.793923e+00,1.114094e-02
3.947024e-01,2.044182e+00,4.467476e-01
1.548022e+00,1.012430e+00,2.072291e-01
3.961826e-01,5.802531e-02,9.744255e-01
1.482585e+00,1.074500e-01,8.543757e-01
9.231704e-01,2.975893e+00,6.514470e-02
1.702247e+00,1.047676e+00,1.667662e-01
1.032926e+00,2.429814e+00,7.941649e-02
1.018619e+00,3.691138e-01,6.873896e-01
5.408523e-01,1.023863e+00,5.783400e-01
1.441394e+00,2.775283e+00,1.776224e-02
1.622361e+00,1.011042e+00,1.975193e-01
1.517151e-01,1.398449e+00,8.069350e-01
1.712947e+00,1.579021e+00,6.926955e-02
1.885208e+00,2.203890e+00,1.846814e-02
3.849988e-01,7.567190e-01,7.488595e-01
1.089586e+00,1.360089e+00,2.231808e-01
1.103039e+00,2.148639e+00,9.401653e-02
1.843506e+00,2.203636e+00,1.503946e-02
1.238079e+00,1.337854e+00,1.879776e-01
6.595713e-01,2.168369e+00,2.400496e-01
1.039141e+00,4.889946e-01,6.028656e-01
3.197235e-01,1.022352e+00,7.226277e-01
3.750924e-01,2.494857e+00,3.902410e-01
1.641635e+00,1.639162e+00,7.178632e-02
3.234789e-01,1.196820e+00,6.810903e-01
4.120742e-01,8.737247e-01,7.006835e-01
1.688984e+00,2.621169e+00,1.272964e-02
1.528998e+00,5.419710e-01,4.363430e-01
1.792407e+00,1.550114e-01,7.572899e-01
7.698309e-01,9.741969e-01,4.756493e-01
4.699097e-01,4.267847e-01,8.211484e-01
4.767858e-01,1.976607e-01,9.079964e-01
1.113934e+00,1.999932e+00,1.053216e-01
1.125458e+00,8.839813e-01,3.690337e-01
1.806215e+00,3.567678e-01,5.224753e-01
1.190165e+00,2.712612e+00,3.934239e-02
1.727843e+00,2.647871e-01,6.359468e-01
2.645351e-01,1.917454e+00,5.960574e-01
2.282760e-01,2.531924e+00,5.622109e-01
1.094161e+00,6.614522e-01,4.830377e-01
1.647783e+00,1.781098e+00,4.938607e-02
5.100850e-01,2.610796e+00,2.598113e-01
7.437631e-01,1.062486e-01,9.240833e-01
3.649532e-01,7.879416e-01,7.497694e-01
1.364610e+00,2.352456e+00,3.739318e-02
3.369563e-01,3.264404e-01,8.977389e-01
5.873314e-01,1.873276e+00,3.357198e-01
8.952683e-01,5.598633e-01,6.032339e-01
1.839085e+00,2.031568e+00,2.628299e-02
9.920209e-01,1.680044e-01,8.408363e-01
1.444942e+00,1.124964e-01,8.482239e-01
5.348671e-01,2.984608e+00,2.079221e-01
1.348838e+00,2.933951e-01,6.757892e-01
1.492769e+00,1.896927e+00,6.049842e-02
1.619676e+00,1.648169e+00,7.599293e-02
1.336677e+00,2.206384e+00,5.555286e-02
4.683655e-01,4.327290e-01,8.169452e-01
2.225856e-01,2.611596e+00,5.608715e-01
6.414176e-01,1.430530e+00,4.027350e-01
4.728286e-01,1.161475e-01,9.487248e-01
5.969482e-01,9.990259e-01,5.520014e-01
6.873641e-01,1.459204e+00,3.691740e-01
1.081250e+00,2.773875e+00,4.920932e-02
6.251520e-01,1.709904e+00,3.401971e-01
1.458379e+00,1.870225e+00,6.349441e-02
1.711341e+00,1.288572e+00,1.116074e-01
1.073847e-01,2.871221e+00,7.333647e-01
1.107637e+00,2.179470e+00,9.051574e-02
1.493700e+00,1.983071e+00,5.564782e-02
6.918129e-01,2.190043e+00,2.224324e-01
7.967811e-01,2.186368e+00,1.723560e-01
1.950921e+00,2.765852e+00,7.624111e-03
8.233387e-01,1.568801e+00,2.757174e-01
1.048257e+00,2.710260e+00,6.138154e-02
1.196549e+00,2.622466e+00,4.652496e-02
1.358216e+00,2.954152e-01,6.745051e-01
1.203749e+00,1.233166e+00,2.301808e-01
6.470167e-01,2.443492e+00,2.110132e-01
3.595638e-01,2.314034e+00,4.304035e-01
1.308488e+00,1.719628e+00,1.082112e-01
1.438699e+00,4.937528e-01,4.886386e-01
1.171864e+00,8.022261e-01,3.872368e-01
2.367235e-01,1.912732e+00,6.424155e-01
8.210976e-01,2.162897e+00,1.702256e-01
4.715677e-01,1.504797e+00,4.961469e-01
1.553882e+00,2.581581e+00,1.231830e-02
1.782590e+00,8.455959e-01,2.203829e-01
3.104951e-01,2.695232e+00,4.333806e-01
6.362300e-01,2.787216e+00,1.726505e-01
4.343787e-01,1.567476e+00,5.081848e-01
7.535764e-01,8.059716e-01,5.462031e-01
1.320618e+00,7.738021e-01,3.546380e-01
1.504842e+00,4.348132e-01,5.232837e-01
1.224012e+00,2.253214e+00,6.221117e-02
1.405399e+00,1.871543e+00,7.280363e-02
9.110452e-01,2.610350e+00,9.255462e-02
1.859672e+00,2.814312e+00,8.659077e-03
1.205782e+00,1.293663e+00,2.082876e-01
3.536278e-01,2.877992e+00,3.578521e-01
9.972618e-01,1.778787e-01,8.330039e-01
9.248653e-01,5.809027e-01,5.837427e-01
1.506867e-01,6.960966e-01,8.989827e-01
1.129036e+00,1.551924e+00,1.697880e-01
1.445085e+00,1.275808e+00,1.594523e-01
1.524609e+00,2.842851e+00,1.291100e-02
1.678268e-01,1.070751e+00,8.380705e-01
9.877901e-01,1.104805e+00,3.349503e-01
1.982528e+00,1.559382e+00,5.047948e-02
2.543813e-01,2.424326e+00,5.424639e-01
1.700015e-01,1.982671e+00,7.116272e-01
9.771901e-01,4.183777e-01,6.627339e-01
7.171432e-01,2.228065e+00,2.013170e-01
8.951398e-01,2.893674e+00,7.324654e-02
1.149574e+00,2.291617e+00,7.041135e-02
8.299899e-01,8.885139e-01,4.754396e-01
9.495360e-01,9.560399e-01,4.057503e-01
8.000058e-01,3.222760e-01,7.714336e-01
1.968153e+00,7.750214e-01,2.194980e-01
1.600172e+00,2.407933e+00,1.475386e-02
1.152349e+00,2.272986e-01,7.751579e-01
1.024263e-01,4.650178e-01,9.552096e-01
1.294977e+00,2.146924e+00,6.092457e-02
7.681197e-01,2.454674e+00,1.518796e-01
5.399281e-01,6.098482e-01,7.212853e-01
1.127358e-01,2.050713e+00,7.919472e-01
1.065428e+00,3.430014e-01,6.938900e-01
1.678818e+00,2.536460e+00,2.034197e-02
1.456040e+00,8.316387e-01,2.976372e-01
3.761859e-01,8.191426e-01,7.366556e-01
9.588579e-01,1.234554e+00,3.016091e-01
1.744498e+00,1.362065e+00,9.143663e-02
1.913165e+00,2.623529e+00,9.314088e-03
1.907891e+00,1.408249e+00,6.830672e-02
2.390156e-01,2.747664e+00,5.211916e-01
8.837787e-01,1.138730e+00,3.657339e-01
4.414974e-01,2.260032e+00,3.624628e-01
4.948352e-01,1.609750e+00,4.514303e-01
1.379480e+00,8.920306e-01,2.920461e-01
5.189003e-01,1.982081e+00,3.561657e-01
1.889796e+00,1.820717e+00,3.056502e-02
6.282152e-01,2.582281e+00,1.949898e-01
7.492440e-01,2.134281e+00,1.944879e-01
4.417916e-01,6.203425e-01,7.604307e-01
8.492581e-01,2.156425e+00,1.606999e-01
1.414363e+00,1.773376e+00,7.992482e-02
6.760945e-01,1.423775e+00,3.836241e-01
6.517762e-01,2.906850e+00,1.507228e-01
1.733341e+00,1.993600e+00,3.439662e-02
1.346955e+00,2.880634e+00,2.527947e-02
1.342452e+00,3.166874e-01,6.544569e-01
5.816437e-01,2.793699e-01,8.508417e-01
1.635196e+00,1.496317e+00,8.559327e-02
8.010093e-01,2.524604e+00,1.306420e-01
1.821018e+00,1.813269e+00,3.780099e-02
5.294528e-01,1.426929e-01,9.288939e-01
1.195099e+00,5.038076e-01,5.468498e-01
1.263006e+00,8.070208e-01,3.597713e-01
5.604926e-01,1.781567e+00,3.695220e-01
1.712002e+00,1.335687e-01,7.963404e-01
1.022332e+00,1.142668e+00,3.109346e-01
1.382894e+00,1.925195e+00,7.138812e-02
1.346819e+00,7.189473e-01,3.780152e-01
1.499572e+00,1.261707e-01,8.280946e-01
7.253039e-01,3.758756e-01,7.639367e-01
4.663975e-01,8.975803e-01,6.601502e-01
1.169779e+00,1.116360e+00,2.722469e-01
7.530379e-01,2.967629e+00,1.112941e-01
7.183274e-01,2.332288e-01,8.435919e-01
1.746930e+00,1.107040e-01,8.282041e-01
6.198251e-01,8.805249e-01,5.794976e-01
8.012400e-01,1.743428e+00,2.496975e-01
1.121575e+00,1.814936e+00,1.331811e-01
6.755265e-01,6.842967e-02,9.568921e-01
9.271598e-01,5.709962e-01,5.912670e-01
6.216675e-01,3.779522e-01,7.874864e-01
7.796551e-01,6.559847e-01,6.040490e-01
3.050857e-01,4.194932e-01,8.803576e-01
1.664302e+00,1.642531e+00,6.579480e-02
1.065094e+00,8.526431e-01,4.049044e-01
5.037702e-01,1.519247e+00,4.631152e-01
1.514293e+00,2.580413e+00,1.812723e-02
1.111701e-01,7.457028e-01,9.224162e-01
7.177790e-01,1.139498e+00,4.384405e-01
1.178554e+00,1.959345e+00,1.014305e-01
5.535658e-01,2.230082e+00,2.932981e-01
2.252751e-01,2.990411e+00,5.107317e-01
1.614898e+00,2.979813e+00,5.691227e-03
9.099214e-01,2.848707e-01,7.713398e-01
8.819793e-01,2.755813e+00,8.407787e-02
1.806773e+00,7.881562e-01,2.451458e-01
1.469521e+00,1.140919e+00,1.843228e-01
1.851997e+00,2.779495e-01,5.952088e-01
8.744359e-01,1.745763e+00,2.122881e-01
1.610564e+00,2.178160e+00,2.911017e-02
9.754927e-01,1.450282e+00,2.448520e-01
9.843142e-01,1.839079e+00,1.616578e-01
1.328013e+00,7.192245e-01,3.847384e-01
2.375243e-01,6.036960e-01,8.657391e-01
1.106616e+00,1.933866e+00,1.178755e-01
1.670266e+00,1.888425e+00,4.042684e-02
9.957621e-01,1.066450e+00,3.467185e-01
1.778182e+00,2.378065e+00,1.468346e-02
1.660669e+00,1.031054e+00,1.792423e-01
1.407857e+00,6.598169e-01,3.881861e-01
5.656732e-01,2.676750e+00,2.139127e-01
4.485738e-01,2.621073e-01,8.940753e-01
1.620533e+00,1.790664e+00,5.284418e-02
1.160770e+00,6.020492e-01,4.932654e-01
9.589791e-01,5.065706e-02,9.547817e-01
3.323758e-01,2.956655e+00,3.704770e-01
5.220422e-01,2.810540e+00,2.327581e-01
3.145915e-01,8.997437e-01,7.518106e-01
1.897269e+00,1.903897e+00,2.699847e-02
1.019790e+00,4.771927e-02,9.499927e-01
1.783113e+00,4.408783e-01,4.603485e-01
5.002455e-01,1.502833e+00,4.729351e-01
1.659049e+00,2.401633e+00,2.025281e-02
5.540328e-01,1.625664e+00,4.101604e-01
1.918607e+00,1.236966e+00,9.475923e-02
1.698094e+00,1.092367e+00,1.541768e-01
8.750615e-01,1.386189e+00,2.958102e-01
1.500408e+00,7.646776e-01,3.177529e-01
1.758506e+00,2.033658e-01,7.026568e-01
6.389506e-01,1.856499e+00,3.054622e-01
1.668314e+00,2.955223e+00,1.003288e-02
1.670687e+00,2.357254e+00,1.846720e-02
1.232020e-01,1.311650e+00,8.503014e-01
1.117934e+00,1.422108e+00,2.066708e-01
1.395598e+00,1.217934e+00,1.798140e-01
2.410935e-01,2.219005e+00,5.850037e-01
1.584215e+00,7.366137e-01,3.101888e-01
1.557195e+00,2.875444e+00,1.383165e-02
6.521174e-01,2.987014e+00,1.409850e-01
8.948242e-01,9.309823e-02,9.142873e-01
7.262708e-01,2.258406e+00,1.909774e-01
1.457044e+00,6.030809e-02,9.187101e-01
2.499902e-01,1.552909e+00,6.798375e-01
8.819889e-01,9.881148e-01,4.155477e-01
7.046016e-01,5.846299e-02,9.612031e-01
9.210833e-01,1.526386e+00,2.429482e-01
7.255091e-01,1.234309e+00,4.121290e-01
1.598977e+00,2.053102e+00,3.738356e-02
6.583460e-01,2.973475e+00,1.409021e-01
3.530729e-01,1.574225e+00,5.697520e-01
1.777816e+00,2.394306e+00,1.240328e-02
1.409977e+00,2.110542e+00,4.632013e-02
1.645078e+00,3.802469e-01,5.363316e-01
1.491640e+00,2.804175e+00,1.536996e-02
9.605313e-01,2.466235e+00,9.109156e-02
1.177617e+00,1.881840e+00,1.035228e-01
1.327135e+00,8.625121e-01,3.203282e-01
1.455407e+00,1.362325e+00,1.378050e-01
4.408479e-01,2.241705e+00,3.704665e-01
1.119725e+00,1.724436e+00,1.473270e-01
2.443738e-01,1.192807e+00,7.426617e-01
1.980408e+00,2.823364e+00,4.616751e-03
1.378603e+00,2.514520e+00,3.274913e-02
1.740804e+00,2.050899e-01,6.999854e-01
5.042717e-01,2.237161e+00,3.203366e-01
5.669901e-01,3.165591e-01,8.354060e-01
1.664814e+00,1.870069e+00,4.656609e-02
1.910878e+00,2.123802e+00,1.551072e-02
1.658746e+00,2.329369e+00,1.834882e-02
1.715659e+00,5.844228e-01,3.649113e-01
8.613036e-01,2.517338e+00,1.108658e-01
7.346663e-01,6.197318e-01,6.349954e-01
1.948969e+00,7.012967e-01,2.524597e-01
1.335474e+00,1.576297e+00,1.198882e-01
1.638523e+00,1.074941e+00,1.741772e-01
1.682990e+00,1.717124e+00,6.193875e-02
1.398467e+00,5.312261e-02,9.302031e-01
1.239278e+00,1.562126e+00,1.445951e-01
1.192012e+00,2.213824e+00,6.670203e-02
1.192070e+00,3.725203e-01,6.416641e-01
7.097887e-01,2.040461e+00,2.392600e-01
1.445223e+00,2.468344e-01,6.988592e-01
6.427602e-01,1.256589e+00,4.448163e-01
1.223770e+00,2.178657e+00,7.176550e-02
1.607378e+00,2.603216e+00,1.012203e-02
5.023076e-01,7.053135e-01,7.027545e-01
1.088250e-01,7.974162e-01,9.175886e-01
1.076855e+00,1.152046e-01,8.857640e-01
9.700436e-01,2.445091e+00,9.385898e-02
1.310558e+00,2.696587e-01,7.038317e-01
3.132052e-01,2.227604e+00,5.018334e-01
1.587787e+00,2.207812e+00,3.700034e-02
1.200143e+00,2.447478e+00,5.654952e-02
3.538095e-01,1.949064e+00,5.016918e-01
1.670497e+00,8.407689e-01,2.477490e-01
1.323207e+00,5.108558e-01,5.035266e-01
1.717714e+00,2.479790e+00,1.468069e-02
1.493915e+00,3.353328e-01,6.091113e-01
6.648086e-01,2.257573e+00,2.247255e-01
1.178254e+00,1.206177e+00,2.398441e-01
4.337247e-01,1.187204e+00,5.933249e-01
2.885279e-01,1.555598e+00,6.335870e-01
6.548906e-01,9.216394e-01,5.532735e-01
8.849360e-01,2.502646e+00,1.066579e-01
1.643930e+00,9.175956e-01,2.233091e-01
6.674124e-01,1.154036e-01,9.246287e-01
5.032011e-01,6.723895e-01,7.134171e-01
7.220270e-01,1.537068e+00,3.290918e-01
1.416080e+00,2.081338e+00,4.995554e-02
1.538343e+00,1.983428e+00,4.653107e-02
1.633425e+00,1.076868e+00,1.701074e-01
3.250219e-01,9.955613e-01,7.205298e-01
1.007262e+00,1.180732e+00,3.066146e-01
1.856288e+00,2.414105e+00,9.834793e-03
1.057852e+00,1.922280e+00,1.338462e-01
9.930350e-01,1.285840e+00,2.812232e-01
6.625699e-01,2.094619e+00,2.460572e-01
1.400687e+00,1.695307e+00,1.021146e-01
1.029878e+00,1.130393e+00,3.114972e-01
9.560593e-01,1.419439e+00,2.570042e-01
1.084986e+00,5.198330e-03,9.934784e-01
5.671917e-01,1.243274e+00,4.949773e-01
5.269378e-01,1.794866e+00,3.870689e-01
4.280864e-01,6.244878e-01,7.644401e-01
1.846566e+00,2.908388e+00,5.548459e-03
3.732398e-01,1.733426e+00,5.240418e-01
1.628498e+00,1.787590e+00,5.361847e-02
5.095550e-01,5.204987e-01,7.665679e-01
1.872805e+00,1.382442e+00,7.470592e-02
1.631029e+00,2.403057e+00,1.666719e-02
1.384478e+00,1.939518e+00,6.768056e-02
5.297447e-01,1.869725e+00,3.684465e-01
9.139601e-01,5.886119e-01,5.845095e-01
1.247597e+00,2.779371e+00,2.750259e-02
1.292335e+00,2.154069e+00,5.965267e-02
1.056428e+00,1.711408e+00,1.668639e-01
1.662831e+00,1.711641e+00,5.636912e-02
7.382141e-01,1.457557e-01,8.958647e-01
1.960742e+00,1.475609e+00,5.284281e-02
8.554853e-01,1.823368e+00,2.052440e-01
1.480380e+00,6.792998e-01,3.710894e-01
1.762299e+00,5.217822e-01,3.998751e-01
1.053994e+00,1.053277e+00,3.263757e-01
2.661056e-01,6.080212e-01,8.493708e-01
1.361304e+00,1.468680e+00,1.306832e-01
1.421910e+00,1.690736e+00,9.202191e-02
6.178444e-01,1.608399e+00,3.689706e-01
7.825990e-01,9.173267e-01,4.943050e-01
1.988346e+00,2.027639e+00,1.924698e-02
8.900767e-01,5.294120e-01,6.244156e-01
5.306058e-01,1.077210e+00,5.687370e-01
4.117878e-01,9.609308e-01,6.734741e-01
1.531569e+00,2.165268e+00,3.483453e-02
1.022487e+00,7.066773e-01,4.824134e-01
5.321314e-01,1.794788e+00,3.848962e-01
7.815559e-01,4.250492e-01,7.156940e-01
1.705727e+00,7.922015e-01,2.593733e-01
1.843495e+00,1.850224e+00,2.988485e-02
8.100827e-01,2.117747e+00,1.815174e-01
6.515920e-01,9.578015e-01,5.342469e-01
1.155477e+00,1.726690e+00,1.402821e-01
3.410751e-01,8.376514e-01,7.520744e-01
3.824575e-01,2.352535e+00,4.038771e-01
1.697788e-01,3.799824e-01,9.405626e-01
1.200707e+00,2.520110e+00,5.059899e-02
6.191552e-01,2.154555e+00,2.624143e-01
1.674759e+00,2.335986e+00,2.001773e-02
1.273560e+00,1.535212e+00,1.436061e-01
7.666430e-01,9.157198e-01,4.986855e-01
5.953919e-01,1.522834e+00,4.069064e-01
1.462409e+00,1.145434e+00,1.908998e-01
6.403556e-01,2.602905e+00,1.916794e-01
1.012474e+00,3.053712e-01,7.347259e-01
4.606278e-01,6.699853e-01,7.354209e-01
1.701039e-01,3.784611e-01,9.385917e-01
7.655214e-01,1.760834e+00,2.621661e-01
1.747363e+00,2.035704e+00,3.364985e-02
9.888693e-01,8.403262e-03,9.923057e-01
1.488220e+00,9.777328e-02,8.643356e-01
1.339263e+00,2.536545e+00,3.205935e-02
1.969028e+00,7.073209e-01,2.507021e-01
1.076354e+00,8.548227e-02,9.146947e-01
1.556911e-01,6.950368e-01,8.907033e-01
1.170072e+00,7.506348e-01,4.153390e-01
1.352559e+00,2.904173e+00,2.131208e-02
1.819874e+00,2.714243e+00,4.187356e-03
7.627105e-01,7.848602e-02,9.442398e-01
4.954042e-01,1.869666e+00,4.003852e-01
9.782908e-01,1.243698e+00,2.917354e-01
6.658079e-01,2.600841e+00,1.804974e-01
7.514728e-01,2.809157e+00,1.223193e-01
1.595676e+00,5.152828e-02,9.247137e-01
1.307485e+00,2.501431e-01,7.199165e-01
1.164739e+00,1.338019e+00,2.106317e-01
6.917751e-01,2.264074e+00,2.054150e-01
1.376993e+00,1.304253e+00,1.602250e-01
4.386665e-01,6.938570e-01,7.426212e-01
1.105715e+00,2.884723e+00,4.142463e-02
1.044809e+00,2.968488e+00,4.984922e-02
8.080314e-01,4.900716e-02,9.626669e-01
6.231291e-01,8.887919e-01,5.769433e-01
9.312551e-01,3.981136e-01,6.896734e-01
8.112357e-01,9.898997e-01,4.509616e-01
1.440755e+00,1.583127e-01,7.962237e-01
1.791641e+00,2.728587e+00,9.256882e-03
6.895150e-01,3.748210e-01,7.740854e-01
1.076507e+00,2.989012e+00,4.066208e-02
1.571797e+00,1.069020e+00,1.867719e-01
1.361500e-01,1.611978e+00,8.029045e-01
9.002914e-01,2.420686e+00,1.122628e-01
1.920613e+00,3.811599e-01,4.838331e-01
1.343361e+00,2.493069e+00,3.165133e-02
9.896830e-01,2.968412e+00,5.259808e-02
2.894735e-01,1.239084e+00,6.968407e-01
3.953397e-01,5.223544e-01,8.103395e-01
3.839837e-01,2.991640e+00,3.172791e-01
1.793067e+00,1.378566e+00,7.980214e-02
1.154954e+00,1.090445e+00,2.818542e-01
1.364245e+00,2.538110e+00,2.627982e-02
1.643171e+00,1.691079e+00,5.810191e-02
1.446188e+00,2.791434e+00,1.420780e-02
1.587218e+00,1.273727e+00,1.371249e-01
1.120721e+00,2.599002e+00,5.253885e-02
1.878702e+00,3.314242e-01,5.333344e-01
1.864039e+00,2.466356e+00,1.146296e-02
1.266735e+00,3.645685e-01,6.277464e-01
1.741217e+00,1.774884e+00,4.513220e-02
1.258188e+00,1.930577e+00,9.059177e-02
1.343441e+00,2.688767e+00,2.385739e-02
1.286042e+00,8.292526e-01,3.421032e-01
1.805461e+00,7.241660e-01,2.743967e-01
8.235212e-01,2.473516e+00,1.299616e-01
3.606397e-01,1.059000e+00,6.812358e-01
6.422825e-01,2.794221e+00,1.693697e-01
1.002246e+00,2.955904e+00,5.509387e-02
1.337217e-01,1.533719e+00,8.146344e-01
7.262709e-01,2.769426e+00,1.328314e-01
1.533231e+00,1.848667e+00,5.915879e-02
1.761413e-01,7.995967e-01,8.636028e-01
4.431761e-01,9.213505e-01,6.708015e-01
1.482648e+00,2.796282e+00,1.439236e-02
1.710897e+00,1.447702e+00,8.107764e-02
1.935909e+00,2.618047e+00,3.325327e-03
1.245693e+00,2.358916e-01,7.459158e-01
1.169276e+00,2.250346e+00,7.833780e-02
6.719469e-01,2.718617e+00,1.598007e-01
2.044975e-01,2.646998e+00,5.800034e-01
6.291595e-01,1.329397e-01,9.170746e-01
4.049065e-01,2.504878e+00,3.646667e-01
1.676220e+00,1.429919e-01,7.913256e-01
4.064709e-01,1.018857e+00,6.613054e-01
3.959150e-01,2.041150e+00,4.433023e-01
1.770092e+00,2.992696e+00,3.639241e-03
2.709488e-01,1.100703e+00,7.402576e-01
1.593825e+00,2.891253e-01,6.279036e-01
1.095465e+00,1.383244e+00,2.209939e-01
1.184864e+00,2.241748e-01,7.680886e-01
6.906848e-01,1.958158e+00,2.585850e-01
6.120055e-01,2.806489e+00,1.812652e-01
5.891248e-01,7.067591e-01,6.587245e-01
4.790951e-01,7.122334e-01,7.071049e-01
1.794049e+00,8.571604e-01,2.112030e-01
6.653748e-01,1.012904e+00,5.083030e-01
1.008793e+00,7.638345e-02,9.258661e-01
1.048041e+00,7.733718e-01,4.437680e-01
6.656199e-01,1.471435e+00,3.777079e-01
4.025874e-01,1.184841e-01,9.552628e-01
8.678564e-01,1.715475e+00,2.252412e-01
1.102241e+00,1.746426e+00,1.436267e-01
7.654414e-01,2.543854e+00,1.385377e-01
1.734463e+00,2.109704e+00,2.833366e-02
1.293014e+00,1.807242e+00,9.394109e-02
1.178209e+00,2.751202e+00,3.975736e-02
1.961798e+00,2.720840e+00,4.648053e-03
1.305323e+00,8.032706e-01,3.501483e-01
3.228360e-01,2.163245e+00,4.941112e-01
4.604269e-01,2.014586e-01,9.087431e-01
9.282117e-01,2.142979e+00,1.347172e-01
6.257036e-01,7.386052e-01,6.300570e-01
1.316765e+00,2.702033e-01,7.024617e-01
5.154813e-01,6.810561e-01,7.065587e-01
1.575728e+00,1.119478e+00,1.713162e-01
7.597348e-01,9.622286e-01,4.850095e-01
1.722546e+00,2.180478e+00,2.188745e-02
1.544332e+00,1.837159e+00,5.941652e-02
6.722314e-01,2.229584e+00,2.230358e-01
2.004292e-01,4.510726e-01,9.113914e-01
2.540782e-01,1.769549e+00,6.399747e-01
1.757792e+00,2.914118e+00,7.512147e-03
1.011486e+00,8.510207e-01,4.255003e-01
1.195229e+00,2.726747e+00,3.476525e-02
7.880386e-01,2.216774e+00,1.692449e-01
1.497490e+00,2.267563e+00,3.455258e-02
8.708714e-01,1.260646e+00,3.351053e-01
1.351348e+00,1.935541e-01,7.745376e-01
3.764632e-01,4.451002e-01,8.515957e-01
9.296096e-01,1.439351e+00,2.645370e-01
1.341092e+00,1.537368e+00,1.254421e-01
3.727439e-01,1.334347e+00,6.048316e-01
8.627545e-01,2.209586e+00,1.495472e-01
8.062403e-01,5.251873e-01,6.532407e-01
1.487304e-01,9.199372e-01,8.765113e-01
6.315905e-01,2.183414e+00,2.517976e-01
