r,T
9.250314e+00,2.815152e+01
6.865623e+00,1.614650e+01
5.100402e+00,1.102043e+01
2.166028e+00,2.275422e+00
7.409637e+00,1.939503e+01
3.343167e+00,7.358386e+00
2.937571e+00,6.037792e+00
9.180964e+00,2.655359e+01
2.361176e+00,3.438015e+00
2.399808e+00,3.210059e+00
1.750533e+00,2.363289e+00
6.475286e+00,1.612826e+01
1.189306e+00,2.434175e+00
4.952667e+00,1.151084e+01
2.586613e-01,-5.274989e-01
5.703998e+00,1.307482e+01
1.036451e+00,1.539694e+00
2.937852e+00,4.326641e+00
3.271620e+00,6.155923e+00
2.420059e+00,3.367481e+00
2.494855e-01,-2.987806e-01
9.259377e+00,2.734491e+01
3.647525e+00,7.957613e+00
4.580328e+00,9.488628e+00
7.000460e+00,1.887501e+01
3.659179e-01,9.720397e-02
6.245008e+00,1.644954e+01
5.797520e+00,1.365837e+01
7.537602e+00,2.046085e+01
2.655184e+00,3.759509e+00
1.823052e-01,8.673456e-01
6.574805e+00,1.721873e+01
1.004916e+00,2.316825e+00
1.572435e+00,3.087808e+00
1.999132e+00,3.183521e+00
4.210192e+00,9.235753e+00
8.034513e+00,2.329772e+01
4.492365e-01,1.447999e+00
4.373340e-01,3.345353e-01
5.297716e+00,1.236470e+01
7.276297e+00,1.895451e+01
4.778605e+00,9.728041e+00
2.421259e+00,4.316259e+00
2.280524e+00,2.200726e+00
6.130798e+00,1.462770e+01
9.876431e+00,3.034820e+01
3.070687e+00,6.311438e+00
8.997441e+00,2.524094e+01
5.182826e+00,1.141558e+01
3.498723e+00,6.483522e+00
8.673741e+00,2.587948e+01
2.733787e+00,4.449074e+00
6.673884e+00,1.766350e+01
8.266359e-01,1.481097e+00
6.839703e+00,1.874164e+01
1.806454e+00,3.429275e+00
7.115868e+00,1.933276e+01
3.513515e+00,7.800568e+00
3.286840e+00,6.043430e+00
8.449373e+00,2.567483e+01
2.134466e+00,2.704922e+00
1.515837e+00,2.091626e+00
7.920148e+00,2.208345e+01
3.130422e+00,5.315558e+00
4.751135e-01,2.847673e-01
2.086193e+00,2.753922e+00
8.506389e+00,2.376119e+01
6.801544e+00,2.010851e+01
8.967015e+00,2.656576e+01
7.806768e+00,2.125154e+01
7.776433e+00,2.279241e+01
3.240774e+00,6.288031e+00
5.378204e+00,1.289714e+01
5.719175e+00,1.286598e+01
8.821432e+00,2.573849e+01
1.614910e+00,1.966384e+00
5.681128e+00,1.335432e+01
6.182271e+00,1.500226e+01
2.253807e+00,1.645701e+00
4.309132e+00,8.709324e+00
8.858990e+00,2.747096e+01
3.087305e+00,6.372184e+00
8.089854e+00,2.220662e+01
4.660717e+00,1.051818e+01
4.491351e+00,9.930114e+00
8.503363e+00,2.476131e+01
8.175984e+00,2.401097e+01
6.644687e-01,9.170376e-01
9.732838e+00,2.831625e+01
2.439120e+00,3.195791e+00
2.280273e+00,4.217298e+00
6.802643e+00,1.609987e+01
7.290112e+00,1.878280e+01
2.566188e+00,4.778524e+00
6.256806e+00,1.543208e+01
4.145416e+00,8.476335e+00
9.922695e+00,3.323977e+01
8.085725e+00,2.396792e+01
8.632383e+00,2.378128e+01
8.698475e+00,2.601697e+01
6.086471e+00,1.570853e+01
4.896087e-01,1.245143e+00
9.927243e+00,3.043619e+01
7.907626e+00,2.251873e+01
1.230843e+00,2.894372e+00
7.530329e+00,2.052438e+01
3.354977e+00,5.504703e+00
7.279184e-01,8.865643e-01
9.072744e+00,2.712243e+01
1.431715e+00,2.361630e+00
7.328075e+00,2.070078e+01
3.870991e+00,7.347148e+00
1.109376e+00,2.533153e+00
2.794994e+00,4.753535e+00
6.471499e+00,1.702234e+01
5.483127e+00,1.098743e+01
3.564579e-01,-3.821604e-01
3.260922e+00,6.121260e+00
7.073092e+00,1.883609e+01
4.661306e+00,9.582374e+00
3.305074e-01,2.114015e+00
1.602148e+00,1.753428e+00
8.551548e+00,2.629500e+01
1.104554e+00,7.092083e-02
5.380446e+00,1.247865e+01
5.998601e+00,1.310004e+01
8.044516e+00,2.171184e+01
1.093287e+00,1.358106e+00
1.007564e+00,6.009304e-02
5.455330e+00,1.324804e+01
9.320148e-01,1.544786e+00
3.022993e+00,5.697900e+00
8.883483e+00,2.581622e+01
3.702610e+00,6.185600e+00
4.761496e+00,7.725212e+00
6.758714e+00,1.775829e+01
3.594856e+00,7.261741e+00
7.961240e+00,2.282819e+01
3.368004e+00,8.083068e+00
1.919547e+00,1.775781e+00
5.171220e+00,1.064758e+01
8.044416e+00,2.257648e+01
6.002936e+00,1.527317e+01
4.204800e+00,8.625141e+00
4.735376e+00,1.080059e+01
6.817908e+00,1.699699e+01
3.246236e+00,4.921863e+00
6.412930e+00,1.549174e+01
7.433642e+00,1.947902e+01
1.056113e+00,1.844023e+00
3.417043e+00,5.965211e+00
8.750697e+00,2.605608e+01
4.373650e+00,9.252516e+00
8.228068e+00,2.404820e+01
5.344682e+00,1.233994e+01
6.162368e+00,1.509891e+01
6.221191e+00,1.525038e+01
4.000275e+00,7.879977e+00
9.496874e+00,2.860122e+01
9.093914e+00,2.778013e+01
6.739189e+00,1.797404e+01
5.001017e+00,1.106719e+01
6.001904e+00,1.396593e+01
2.667543e+00,3.504687e+00
3.332690e+00,5.747194e+00
9.692757e+00,3.052150e+01
1.594559e+00,3.688563e+00
2.974932e-01,8.249990e-01
4.209353e+00,8.252251e+00
5.560303e+00,1.277452e+01
7.277271e+00,1.951124e+01
7.853231e+00,2.087655e+01
8.471778e+00,2.255653e+01
5.053642e+00,1.183424e+01
6.880639e+00,1.736156e+01
3.336548e+00,6.060258e+00
5.245974e+00,1.140491e+01
7.244601e+00,1.859246e+01
9.274137e+00,2.913544e+01
5.868773e+00,1.524130e+01
3.107063e+00,5.078388e+00
6.492751e+00,1.588589e+01
2.857671e+00,4.585317e+00
4.921271e+00,1.022562e+01
5.278700e+00,1.455695e+01
1.387613e-01,-2.266577e-01
1.695535e+00,3.821898e+00
1.257034e+00,1.649148e+00
4.518306e+00,1.031472e+01
3.489633e+00,4.407698e+00
8.749439e+00,2.725771e+01
7.963604e+00,2.242380e+01
9.444081e+00,2.830237e+01
6.264803e+00,1.668036e+01
9.969249e+00,3.056376e+01
8.724223e+00,2.431536e+01
1.381004e+00,1.945808e+00
8.474181e+00,2.610710e+01
6.767155e+00,1.768618e+01
6.788824e+00,1.864695e+01
7.915633e+00,2.366668e+01
3.113709e+00,5.131672e+00
7.753689e+00,2.062251e+01
8.985208e+00,2.702132e+01
2.767459e+00,5.958125e+00
9.205808e+00,2.723254e+01
6.659889e+00,1.769069e+01
5.791179e+00,1.457906e+01
9.604346e+00,3.110462e+01
2.804730e+00,2.947711e+00
4.906339e+00,1.123187e+01
5.658961e+00,1.327622e+01
5.353232e+00,1.052480e+01
3.328985e+00,5.896589e+00
9.509147e+00,2.793095e+01
5.520556e+00,1.360938e+01
4.142771e-01,-6.964276e-01
9.635354e+00,3.082461e+01
9.206173e+00,2.551827e+01
2.245636e+00,3.645020e+00
7.756350e+00,2.221844e+01
8.850978e+00,2.705050e+01
6.223055e+00,1.557546e+01
5.829071e+00,1.400406e+01
6.831649e+00,1.955331e+01
9.429358e+00,2.847528e+01
5.295377e+00,1.298338e+01
4.551885e+00,1.000450e+01
2.442112e+00,2.109732e+00
7.888128e+00,2.213531e+01
3.963808e+00,8.706421e+00
5.074982e+00,1.144643e+01
8.668721e+00,2.582994e+01
1.298009e+00,2.172925e+00
8.036623e-01,9.692111e-01
8.173657e+00,2.387936e+01
8.892746e+00,2.763765e+01
7.768501e+00,2.103772e+01
7.918072e+00,2.207507e+01
3.950851e+00,5.857931e+00
6.316643e+00,1.529458e+01
4.557990e+00,1.024720e+01
4.547392e+00,9.819749e+00
7.730824e+00,2.158564e+01
5.096549e+00,1.331604e+01
3.267494e+00,6.938813e+00
3.052089e+00,5.324591e+00
5.880566e+00,1.420258e+01
8.613185e+00,2.409705e+01
7.173311e+00,1.931786e+01
7.751869e+00,2.088880e+01
8.699519e+00,2.709426e+01
1.291486e+00,1.503585e+00
3.413671e+00,7.433719e+00
4.116431e+00,8.932961e+00
6.749576e+00,1.652355e+01
2.106526e+00,4.440180e+00
7.565708e-01,7.015674e-01
5.702917e+00,1.335583e+01
9.928013e+00,3.106373e+01
2.011529e+00,3.361288e+00
8.697214e+00,2.599350e+01
8.413991e-01,4.199517e-01
1.992870e+00,3.777666e+00
4.785584e+00,9.919991e+00
9.022474e+00,2.856974e+01
6.348737e+00,1.638657e+01
6.291564e+00,1.698339e+01
7.773013e+00,2.105524e+01
5.068107e+00,1.087058e+01
2.168980e+00,4.044949e+00
2.176403e+00,3.347525e+00
3.299872e+00,5.315222e+00
4.002056e+00,7.457622e+00
5.897813e+00,1.438612e+01
8.166470e+00,2.182919e+01
9.697083e+00,3.273418e+01
6.651269e+00,1.809420e+01
7.102067e+00,1.928150e+01
9.455890e+00,2.872021e+01
4.543112e+00,9.578469e+00
5.850926e+00,1.481579e+01
7.864062e+00,2.031685e+01
5.613755e+00,1.226654e+01
8.697875e+00,2.470276e+01
8.761169e-01,-1.091464e+00
9.202346e+00,2.651391e+01
1.696949e+00,1.170023e+00
4.609575e+00,9.927446e+00
7.710716e+00,1.953637e+01
1.568390e+00,2.412784e+00
9.633456e+00,3.148526e+01
8.650633e+00,2.405549e+01
5.978935e+00,1.264874e+01
4.521944e+00,7.931532e+00
1.260864e+00,8.767921e-01
3.901560e+00,7.585257e+00
1.050334e+00,2.879292e+00
7.583598e+00,2.275266e+01
4.749683e+00,9.722040e+00
1.153997e+00,1.701582e+00
4.369651e+00,8.877246e+00
1.475398e+00,7.355815e-01
1.626118e+00,2.846939e+00
7.571533e+00,2.223656e+01
2.702875e+00,4.300995e+00
6.655932e+00,1.640440e+01
4.997706e+00,1.014703e+01
8.693755e-01,1.492296e+00
2.063732e+00,1.590715e+00
7.215428e-01,4.022160e-01
3.890284e+00,7.228985e+00
8.090909e+00,2.425750e+01
1.020906e+00,2.518282e+00
1.556252e+00,4.147301e-01
2.533510e+00,5.515189e+00
1.526686e+00,2.240996e+00
6.054278e+00,1.530076e+01
8.522257e+00,2.485002e+01
4.979312e+00,1.088543e+01
4.244340e+00,8.249018e+00
3.912313e+00,7.754450e+00
4.529815e+00,9.988578e+00
4.760978e+00,1.191609e+01
1.783953e+00,3.211107e+00
5.749976e+00,1.434971e+01
2.890519e+00,6.742019e+00
2.236082e+00,2.781401e+00
6.819070e+00,1.793937e+01
4.317900e+00,7.854304e+00
9.503910e-01,1.664294e+00
5.426734e-01,8.153068e-01
8.505563e+00,2.608679e+01
9.213683e+00,2.712018e+01
8.419693e+00,2.372337e+01
6.910326e+00,1.933599e+01
7.126999e+00,2.046747e+01
1.181867e+00,9.193471e-01
9.782485e+00,3.152749e+01
1.618815e+00,1.468780e+00
5.525948e+00,1.244633e+01
4.600918e-01,-2.318896e-01
7.886915e+00,2.209931e+01
8.988678e+00,2.589717e+01
6.622607e+00,1.865400e+01
3.546160e+00,6.533305e+00
4.894020e+00,9.829881e+00
9.263160e+00,2.929188e+01
6.494050e+00,1.673762e+01
9.708040e+00,3.024872e+01
1.653661e+00,2.149164e+00
4.395528e+00,5.790165e+00
7.738121e+00,2.094460e+01
6.318972e+00,1.459464e+01
1.429620e+00,2.921536e+00
2.004645e+00,3.874107e+00
5.989116e+00,1.543430e+01
9.781459e+00,3.010282e+01
9.163809e+00,2.671706e+01
5.677901e+00,1.370022e+01
2.285653e+00,3.996759e+00
8.845859e+00,2.653428e+01
9.963464e+00,3.139227e+01
7.982485e+00,2.246250e+01
8.482397e-01,1.664301e+00
5.864921e+00,1.425382e+01
5.529223e+00,1.100819e+01
5.521519e-01,-1.302995e+00
4.826839e+00,9.710619e+00
4.699491e+00,9.974450e+00
2.097044e+00,3.043128e+00
1.498994e+00,1.155186e+00
6.884084e+00,1.721570e+01
7.235529e+00,1.932618e+01
4.343323e+00,8.216909e+00
5.762958e+00,1.390486e+01
3.835455e+00,9.557282e+00
7.336818e+00,1.839415e+01
1.625602e+00,3.501866e-01
6.325352e-01,-4.565469e-01
3.072685e+00,6.739208e+00
4.428288e-01,2.454768e+00
1.493083e+00,2.863078e+00
7.747883e+00,2.348686e+01
5.974218e-01,-3.394652e-01
7.240476e+00,1.939522e+01
4.214175e+00,8.844940e+00
5.067255e+00,1.205801e+01
3.352293e+00,6.469485e+00
6.989591e+00,1.835495e+01
3.938938e-01,-7.419545e-01
9.660105e+00,2.782661e+01
9.567222e+00,2.924084e+01
7.095541e+00,2.019679e+01
4.007532e+00,8.452474e+00
5.978589e+00,1.441823e+01
8.602923e+00,2.570255e+01
4.408217e+00,9.431821e+00
1.114728e+00,3.761562e+00
6.292729e+00,1.684872e+01
8.462855e+00,2.335826e+01
9.987268e+00,3.230894e+01
8.233050e+00,2.272248e+01
6.068360e+00,1.510817e+01
1.084561e+00,1.158399e+00
3.904925e+00,9.196802e+00
1.941726e+00,2.836540e+00
5.560078e+00,1.420288e+01
5.468684e+00,1.304486e+01
6.132555e+00,1.539172e+01
1.531021e+00,3.062704e+00
5.499701e+00,1.146544e+01
1.371282e+00,2.379551e+00
3.245040e+00,5.377970e+00
2.673745e+00,5.605109e+00
9.578073e+00,3.078858e+01
3.411624e+00,7.135066e+00
8.060527e+00,2.229858e+01
2.302232e+00,3.663270e+00
4.719683e+00,8.788886e+00
5.375556e+00,1.322870e+01
6.545575e+00,1.686470e+01
4.442935e+00,9.026514e+00
1.364627e+00,1.286166e+00
1.869786e+00,2.992589e+00
5.172602e+00,1.079393e+01
1.217470e+00,9.052073e-01
9.724728e+00,2.970944e+01
3.027048e+00,6.950100e+00
4.724777e+00,1.012363e+01
2.038323e+00,2.331393e+00
6.876285e+00,1.914537e+01
6.928780e-01,1.565779e+00
5.433180e+00,1.338281e+01
7.136744e+00,1.782786e+01
4.889986e+00,1.045851e+01
6.675088e+00,1.762905e+01
3.733738e+00,7.189059e+00
9.622352e+00,3.118473e+01
2.513242e+00,3.016632e+00
8.879711e+00,2.788866e+01
3.674689e+00,5.749460e+00
9.375285e+00,2.870308e+01
9.143978e+00,2.630145e+01
3.775229e+00,7.814141e+00
7.952551e+00,2.339972e+01
2.950054e+00,5.737848e+00
9.372045e+00,2.894311e+01
3.254119e+00,6.251760e+00
2.766041e+00,3.954483e+00
9.849141e-01,7.636379e-01
9.166914e+00,3.013032e+01
1.963587e-01,4.221251e-01
6.486316e+00,1.455422e+01
4.695213e+00,1.162065e+01
8.677515e-01,-1.945889e-01
8.462155e+00,2.217284e+01
5.904644e+00,1.360440e+01
3.129627e+00,6.175390e+00
7.295552e-01,1.138661e+00
2.055819e+00,3.055890e+00
2.271204e+00,3.700939e+00
8.415167e+00,2.267261e+01
2.470352e+00,5.186328e+00
9.211135e-01,3.225642e+00
8.800373e+00,2.479186e+01
1.114189e+00,1.650071e-01
1.960268e+00,3.183056e+00
5.105357e+00,1.270495e+01
2.820753e+00,4.963813e+00
7.569783e+00,1.896541e+01
1.273514e+00,1.715001e+00
8.677520e+00,2.457361e+01
5.144412e+00,1.241813e+01
7.593861e+00,2.094605e+01
8.466015e+00,2.553247e+01
1.046612e+00,7.767098e-01
5.002898e+00,1.218140e+01
8.628459e+00,2.402016e+01
5.206720e+00,1.259189e+01
4.707384e+00,1.038135e+01
6.633990e+00,1.703672e+01
9.985425e+00,3.289644e+01
9.821930e-01,3.147943e-01
5.348262e+00,1.384564e+01
5.159593e+00,1.209869e+01
7.297856e+00,2.026980e+01
5.559913e+00,1.300528e+01
5.847266e+00,1.341335e+01
3.476892e+00,6.874924e+00
7.657667e-01,7.534520e-01
9.253524e-01,1.242516e+00
6.328863e+00,1.517001e+01
8.124539e+00,2.461114e+01
7.812849e+00,2.035203e+01
6.260686e+00,1.574147e+01
2.443006e+00,4.495555e+00
1.174850e-01,-1.024164e+00
7.183155e+00,1.840509e+01
6.318718e+00,1.630092e+01
9.395293e+00,2.913062e+01
5.425499e+00,1.500135e+01
7.917448e+00,2.293189e+01
6.028246e+00,1.460582e+01
8.398009e+00,2.125819e+01
3.210854e+00,5.689840e+00
7.202376e+00,1.850764e+01
1.308815e+00,1.420036e+00
2.316120e+00,4.565109e+00
9.406566e+00,2.878333e+01
1.581852e+00,3.881677e+00
5.003199e-01,4.986958e-01
4.078841e+00,8.811294e+00
4.764525e+00,1.096207e+01
2.229416e+00,3.366889e+00
1.348546e+00,2.540847e+00
3.854413e+00,8.970159e+00
4.912904e+00,1.119495e+01
2.682515e+00,4.231180e+00
3.059184e+00,4.442915e+00
1.919016e+00,3.331881e+00
1.742031e+00,1.834328e+00
6.879495e+00,1.717205e+01
6.836739e-01,-3.470335e-01
2.261203e+00,3.930384e+00
3.310906e+00,6.201792e+00
9.147623e+00,2.773385e+01
1.459664e-01,1.244058e+00
2.623063e+00,4.575243e+00
8.419495e+00,2.330117e+01
7.645068e-01,2.112865e-02
3.696694e+00,6.994738e+00
8.536302e+00,2.494987e+01
7.129945e+00,1.865504e+01
2.143261e+00,3.125042e+00
8.498944e+00,2.398800e+01
3.012412e+00,6.152499e+00
2.143660e+00,3.052680e+00
2.090538e+00,3.299891e+00
5.919339e+00,1.476586e+01
9.577145e+00,3.092268e+01
7.197831e+00,1.936593e+01
5.929310e+00,1.613185e+01
5.792319e+00,1.483551e+01
4.379081e-01,-2.585656e-01
4.094248e+00,1.042435e+01
5.934930e+00,1.498810e+01
2.091447e+00,3.001801e+00
2.266100e+00,3.372398e+00
3.766337e+00,6.898662e+00
3.235477e-01,1.426798e+00
3.086292e+00,5.778329e+00
7.674211e+00,2.072801e+01
5.002096e-01,-9.734368e-01
6.922854e+00,1.891883e+01
3.680467e+00,5.871559e+00
3.481775e+00,6.754166e+00
4.607005e+00,1.010701e+01
7.055968e+00,1.658833e+01
6.452118e+00,1.625468e+01
3.794479e+00,6.463894e+00
1.437617e-01,-2.624377e-01
4.407890e+00,1.039661e+01
9.645530e+00,2.984199e+01
5.904630e+00,1.205741e+01
8.307774e-01,4.327823e-01
5.818215e+00,1.369520e+01
4.406431e+00,8.837401e+00
9.398929e+00,2.878721e+01
4.965677e+00,9.122100e+00
3.836945e+00,7.944586e+00
3.866687e+00,7.025512e+00
3.584877e+00,5.520792e+00
2.737066e+00,3.957634e+00
7.127003e+00,1.892253e+01
2.054180e+00,2.791026e+00
5.595741e+00,1.319270e+01
6.647199e+00,1.630657e+01
1.289579e+00,2.679237e+00
3.088070e+00,6.068078e+00
5.137962e+00,1.093714e+01
1.313175e+00,-1.361916e-01
4.382703e+00,9.112667e+00
9.297204e+00,2.873276e+01
7.995146e+00,2.318717e+01
2.580678e+00,3.764689e+00
6.860335e+00,1.698404e+01
9.308846e+00,2.759565e+01
9.648545e+00,2.889210e+01
8.933395e+00,2.766819e+01
2.902636e+00,5.338543e+00
3.591123e-01,-6.202417e-01
6.458412e+00,1.618101e+01
4.988969e+00,1.167581e+01
8.620808e+00,2.658982e+01
3.386412e+00,5.735267e+00
5.713059e+00,1.309793e+01
9.772704e+00,2.922687e+01
7.401288e+00,1.879237e+01
4.555691e-01,-6.839774e-01
9.178710e-01,8.416294e-01
9.424333e+00,3.030954e+01
3.069348e-01,-1.699867e-02
4.728454e+00,1.089667e+01
1.845244e-01,-8.864090e-02
2.941969e+00,4.851926e+00
8.101558e+00,2.275801e+01
4.357551e+00,8.630049e+00
5.251054e+00,1.304701e+01
2.816765e+00,4.168902e+00
8.369848e+00,2.483346e+01
9.609763e+00,3.031198e+01
8.934173e+00,2.622764e+01
4.821689e+00,1.071699e+01
6.150443e+00,1.492335e+01
4.069376e+00,7.283643e+00
8.534276e+00,2.683132e+01
9.052992e+00,2.840442e+01
9.347407e+00,2.864609e+01
4.353781e+00,8.917569e+00
2.149009e+00,2.760757e+00
4.565809e-01,2.583185e-01
4.967723e+00,1.065703e+01
5.807757e+00,1.300793e+01
6.906654e+00,1.941680e+01
8.168687e+00,2.421545e+01
9.913099e+00,3.041520e+01
4.222029e+00,1.009687e+01
8.125729e+00,2.358976e+01
1.818716e+00,1.041832e+00
7.834091e+00,2.289948e+01
6.877739e+00,1.764802e+01
9.948144e+00,3.073612e+01
2.918264e+00,7.282699e+00
1.346894e+00,1.809191e+00
6.798607e+00,1.747884e+01
5.073407e+00,1.240468e+01
1.864035e+00,3.524654e+00
4.652405e+00,9.789051e+00
3.850825e+00,8.021669e+00
8.171301e+00,2.262612e+01
7.667533e+00,2.291241e+01
9.468746e+00,2.825747e+01
3.311836e+00,4.835101e+00
6.032245e+00,1.378128e+01
8.510308e+00,2.549844e+01
2.044836e+00,2.180266e+00
4.922482e+00,9.606027e+00
6.889544e+00,1.682777e+01
6.009972e+00,1.214050e+01
1.586716e+00,6.928560e-01
4.066307e+00,6.469349e+00
7.179192e-01,3.795512e-01
7.445001e+00,2.290612e+01
5.794998e+00,1.317519e+01
5.308258e+00,1.328111e+01
5.863540e+00,1.378423e+01
9.868696e+00,3.047978e+01
5.933494e+00,1.432118e+01
8.362444e+00,2.406341e+01
2.372429e+00,3.746670e+00
5.510269e-01,1.704429e+00
8.149451e+00,2.242114e+01
5.331379e+00,1.295307e+01
7.971979e+00,2.057813e+01
4.509641e+00,9.182732e+00
3.925436e+00,7.385854e+00
2.337258e+00,6.298183e+00
4.962966e+00,1.133228e+01
5.411342e+00,1.146259e+01
2.152055e+00,3.526934e+00
4.196427e+00,7.852870e+00
5.414529e-01,1.071778e+00
8.080451e-01,1.009419e+00
1.913609e+00,1.460250e+00
4.365879e+00,7.489865e+00
3.936057e+00,8.441156e+00
4.790285e+00,1.068625e+01
1.720489e+00,3.186501e+00
9.444872e+00,3.033780e+01
4.500899e+00,9.795317e+00
8.267394e+00,2.158103e+01
8.204763e+00,2.266306e+01
7.104426e-01,-6.443972e-01
8.753705e-01,5.001114e-01
3.652976e+00,7.255258e+00
3.690538e+00,7.169378e+00
2.147329e+00,2.836531e+00
9.576426e-01,9.251262e-02
6.818340e+00,1.737885e+01
5.571924e+00,1.222588e+01
6.178940e+00,1.561187e+01
3.955420e+00,6.920328e+00
6.845978e+00,1.559485e+01
3.923004e+00,8.040329e+00
6.794140e+00,1.755952e+01
8.399621e+00,2.349654e+01
2.588502e-01,-3.653750e+00
3.327287e+00,7.058178e+00
9.836896e+00,3.013548e+01
4.181218e+00,9.414657e+00
6.599026e+00,1.601017e+01
5.564273e+00,1.165060e+01
3.687953e+00,7.369512e+00
4.010384e+00,9.301315e+00
8.870879e-01,7.411531e-01
4.192439e-01,6.989809e-02
8.839757e+00,2.644841e+01
2.308443e+00,2.107794e+00
5.468231e+00,1.158277e+01
7.710712e+00,2.178505e+01
9.244035e+00,2.789278e+01
5.478186e+00,1.473746e+01
1.293693e+00,2.694935e+00
4.400274e+00,8.452409e+00
1.479992e+00,1.774033e+00
5.950670e+00,1.376834e+01
2.603978e+00,4.057856e+00
5.689503e+00,1.415971e+01
4.377607e+00,9.761513e+00
7.922213e+00,2.427104e+01
9.344849e+00,2.843471e+01
3.602194e+00,7.498748e+00
8.421104e+00,2.528373e+01
1.068371e+00,1.931346e+00
1.451545e+00,2.192164e+00
8.054333e+00,2.320677e+01
1.299016e+00,2.385655e+00
1.697683e+00,2.907365e+00
8.483631e+00,2.572379e+01
1.173993e+00,1.786723e+00
5.959071e+00,1.540510e+01
1.725263e-01,1.466095e+00
4.412312e+00,8.187915e+00
5.584817e+00,1.232036e+01
8.542330e+00,2.583467e+01
9.014335e+00,2.692088e+01
5.085987e+00,1.180136e+01
9.724235e+00,3.092996e+01
9.537661e+00,3.033181e+01
8.586539e+00,2.383757e+01
7.340996e+00,1.928512e+01
3.658971e+00,6.237651e+00
4.116444e+00,8.082972e+00
1.399597e+00,2.263689e+00
4.962233e+00,1.236513e+01
7.933077e+00,2.122558e+01
2.641462e-01,1.446997e+00
9.024163e+00,2.624571e+01
4.666761e+00,1.031084e+01
9.114698e+00,2.772285e+01
2.188445e+00,3.822592e+00
8.664748e+00,2.484062e+01
8.035337e+00,2.120758e+01
7.567276e+00,2.142836e+01
3.119433e+00,5.747861e+00
9.531331e+00,2.898996e+01
7.640579e+00,2.138611e+01
2.171165e+00,4.302874e+00
1.221664e+00,6.061360e-01
6.809265e+00,1.917472e+01
1.077152e+00,1.322677e-01
9.000197e+00,2.610036e+01
2.216319e+00,4.431383e+00
6.139033e+00,1.537941e+01
1.653587e+00,2.564822e+00
2.471778e-01,1.296274e+00
8.700597e-01,-8.237808e-01
9.871322e+00,3.058798e+01
5.281255e+00,1.088225e+01
4.499303e+00,8.041160e+00
3.323914e+00,5.566977e+00
9.234892e+00,2.855913e+01
8.328971e+00,2.341922e+01
1.436841e+00,2.787756e+00
1.891048e-01,3.572738e-01
1.869841e+00,2.404755e+00
8.702245e+00,2.545997e+01
3.189046e-01,-1.547992e-01
7.078603e+00,1.928276e+01
7.371519e+00,2.069039e+01
5.945950e-01,1.273663e+00
1.315690e+00,1.385794e+00
6.922432e+00,1.781078e+01
3.327191e+00,4.999166e+00
2.627377e+00,3.479168e+00
2.554224e+00,3.259389e+00
7.381173e+00,2.010866e+01
4.959237e+00,1.164943e+01
6.554279e+00,1.514610e+01
8.130564e+00,2.252561e+01
7.880513e+00,2.048887e+01
1.117627e-01,-6.921190e-01
4.445949e+00,9.558814e+00
8.070697e+00,2.227473e+01
2.353995e+00,5.402166e+00
5.695138e+00,1.429730e+01
9.491893e+00,2.973652e+01
7.022657e+00,1.987796e+01
3.359379e+00,6.751133e+00
2.865265e+00,6.215024e+00
4.975076e+00,1.180498e+01
2.380177e+00,3.009483e+00
6.610913e+00,1.593761e+01
3.120320e+00,4.813212e+00
1.523848e+00,1.613841e+00
2.727021e+00,3.672686e+00
3.720029e+00,6.664899e+00
9.081009e+00,2.737768e+01
1.942198e+00,3.911587e+00
1.014463e+00,1.128151e+00
6.399000e+00,1.611946e+01
7.138404e-01,1.488914e+00
7.311616e+00,1.844535e+01
1.121710e+00,-6.587805e-01
7.059444e+00,1.860169e+01
5.153133e-01,4.223824e-01
2.572530e+00,3.094831e+00
2.123382e+00,3.163359e+00
6.948066e+00,1.849625e+01
6.080335e+00,1.430921e+01
4.148345e+00,8.253676e+00
5.814184e+00,1.392522e+01
2.590645e+00,3.953505e+00
7.838692e+00,2.053072e+01
4.190270e+00,7.695092e+00
8.424115e-01,-4.422297e-01
8.934805e-01,1.845453e+00
9.663406e+00,2.930130e+01
7.311159e+00,2.048965e+01
5.406970e+00,1.258747e+01
5.448582e+00,1.405638e+01
4.240480e+00,7.795903e+00
8.410579e+00,2.255395e+01
7.861454e+00,2.276963e+01
6.420870e+00,1.566241e+01
7.719733e+00,2.323019e+01
3.953479e+00,8.142896e+00
1.551649e+00,5.204366e-01
2.056796e+00,4.895755e+00
2.655578e+00,3.863507e+00
3.780517e+00,7.280723e+00
6.304785e+00,1.701015e+01
7.782019e+00,2.155248e+01
4.373378e+00,1.035057e+01
3.435945e+00,6.464330e+00
9.915901e+00,2.936935e+01
3.742758e+00,8.872249e+00
3.357230e+00,5.800228e+00
8.982021e+00,2.819068e+01
1.772287e+00,1.305263e+00
6.995822e+00,2.015343e+01
6.564956e+00,1.653398e+01
8.279108e+00,2.459914e+01
1.935827e+00,1.512906e+00
8.468116e+00,2.360575e+01
2.639566e+00,3.102957e+00
1.671782e+00,2.382149e+00
9.443550e+00,2.775578e+01
9.464776e+00,2.796757e+01
7.841170e-01,3.100392e+00
9.409023e+00,2.998389e+01
8.940641e+00,2.740029e+01
9.205692e+00,2.897977e+01
4.346245e-01,-1.926502e+00
9.614946e+00,2.954415e+01
3.232348e+00,4.549865e+00
8.921437e+00,2.730860e+01
1.032943e+00,1.450807e+00
3.786713e+00,7.068776e+00
2.672269e+00,3.592837e+00
1.793611e+00,3.712360e+00
