lambda,t,N
5.945696e-01,2.846529e+00,1.840662e+05
4.361887e-01,9.761638e+00,1.415177e+04
2.864488e-01,4.170203e+00,3.028403e+05
2.416146e-01,2.199381e+00,5.877800e+05
7.972026e-01,5.733024e+00,1.035400e+04
2.275702e-01,3.333098e+00,4.683619e+05
4.053145e-01,5.584594e+00,1.039842e+05
3.803343e-01,9.513970e+00,2.682316e+04
2.935811e-01,4.693917e-01,8.712690e+05
2.429810e-01,5.568526e+00,2.584518e+05
4.411625e-01,7.946698e+00,3.002319e+04
5.804760e-01,4.474006e+00,7.449278e+04
2.794939e-01,9.626114e+00,6.785108e+04
1.230272e-02,2.041474e+00,9.751971e+05
4.652118e-01,5.563046e+00,7.517062e+04
3.012196e-01,4.140733e+00,2.872880e+05
7.549626e-01,5.334648e+00,1.781955e+04
3.226117e-01,4.961324e+00,2.017792e+05
5.439310e-01,1.187981e+00,5.240439e+05
6.719301e-01,4.967382e+00,3.551737e+04
7.144471e-01,8.866296e+00,1.774034e+03
7.783941e-01,8.591039e+00,1.246752e+03
7.152480e-02,3.266369e+00,7.916575e+05
9.518029e-01,7.963428e+00,5.107583e+02
2.610551e-01,2.759598e+00,4.865542e+05
4.903838e-01,8.201699e+00,1.791745e+04
5.633166e-01,4.366419e+00,8.546259e+04
8.344405e-01,6.518594e-01,5.804579e+05
3.308558e-02,3.605413e+00,8.875529e+05
4.567121e-01,5.363085e+00,8.634662e+04
5.628349e-01,3.866944e+00,1.134434e+05
3.116854e-01,7.632081e+00,9.266094e+04
1.192030e-01,1.224804e+00,8.641574e+05
3.755936e-02,9.068216e+00,7.113459e+05
6.284146e-01,9.912810e+00,1.970723e+03
5.745612e-01,9.746322e+00,3.698386e+03
4.470956e-01,1.931153e+00,4.217216e+05
2.382326e-02,7.841204e+00,8.296071e+05
8.091075e-01,7.158516e+00,3.051844e+03
5.162246e-01,1.550437e+00,4.491611e+05
1.252415e-01,1.022435e+00,8.798082e+05
8.008366e-01,7.796127e+00,1.943191e+03
7.438150e-01,1.874267e+00,2.480542e+05
9.438122e-01,3.974746e+00,2.348452e+04
5.258161e-01,8.982796e+00,8.885818e+03
5.904069e-01,3.603301e+00,1.191450e+05
6.829903e-01,6.436536e+00,1.232542e+04
2.243009e-01,7.091384e+00,2.038025e+05
5.425547e-01,8.605966e+00,9.379699e+03
9.439717e-01,6.257138e-02,9.426449e+05
7.091634e-01,5.006175e+00,2.871901e+04
1.073706e-01,1.809676e+00,8.234058e+05
5.327041e-01,9.786588e+00,5.443375e+03
7.678087e-01,4.892508e+00,2.336513e+04
7.784929e-02,8.510471e+00,5.155432e+05
9.274320e-01,9.866252e+00,1.061903e+02
2.471236e-01,7.403709e+00,1.604727e+05
6.483230e-01,6.596926e+00,1.388510e+04
7.721334e-02,8.814061e+00,5.063318e+05
8.135219e-01,7.860209e-01,5.275850e+05
3.017394e-01,4.823721e+00,2.332821e+05
3.157534e-01,8.570187e+00,6.679912e+04
2.836118e-01,7.008381e+00,1.370158e+05
3.798459e-01,2.792477e+00,3.462096e+05
6.810641e-01,7.734766e+00,5.154571e+03
2.213269e-01,5.652446e+00,2.862074e+05
7.291053e-01,2.232648e+00,1.963541e+05
8.794325e-01,8.991597e-01,4.535044e+05
4.333879e-01,2.948936e+00,2.785848e+05
7.412802e-01,6.915822e+00,5.936938e+03
7.209365e-01,6.146592e+00,1.189898e+04
5.891183e-01,6.855257e+00,1.762287e+04
5.337812e-01,8.682854e+00,9.708587e+03
4.998364e-01,3.826967e+00,1.476578e+05
6.816180e-01,6.719937e+00,1.025049e+04
8.790065e-01,1.681259e+00,2.281305e+05
3.319086e-01,8.440050e+00,6.072954e+04
6.390851e-01,1.585960e+00,3.629233e+05
5.796683e-01,9.572962e+00,3.890792e+03
9.013898e-01,4.252188e+00,2.164721e+04
6.283615e-01,8.111420e+00,6.115650e+03
8.814284e-01,5.409643e+00,8.495546e+03
8.735675e-01,1.804026e+00,2.068133e+05
2.297076e-01,9.328177e+00,1.173314e+05
1.745912e-01,3.777878e+00,5.170662e+05
5.954290e-01,2.007104e+00,3.026774e+05
1.356411e-01,7.974313e+00,3.390374e+05
8.652484e-01,7.469861e-01,5.239660e+05
4.992748e-01,8.832619e+00,1.215635e+04
9.466763e-01,7.374046e+00,9.295270e+02
1.447115e-01,4.198026e+00,5.447094e+05
4.105059e-01,9.801720e+00,1.788731e+04
6.395254e-01,6.409192e+00,1.659190e+04
2.398290e-01,4.918540e-01,8.887309e+05
3.458176e-01,1.274679e+00,6.435173e+05
1.994215e-01,6.885933e+00,2.532942e+05
2.323686e-01,6.362067e+00,2.280148e+05
5.187184e-01,3.200743e+00,1.900850e+05
8.192250e-01,9.531825e+00,4.061820e+02
7.585731e-01,2.671849e+00,1.317575e+05
8.408592e-01,4.894669e+00,1.631406e+04
4.691682e-01,9.857671e-02,9.548041e+05
7.282516e-01,5.397698e+00,1.962635e+04
2.454527e-01,3.068489e+00,4.708721e+05
5.260072e-01,2.370844e+00,2.873423e+05
6.338684e-01,3.201930e-01,8.163107e+05
2.517782e-01,1.385124e+00,7.055737e+05
5.735096e-01,8.642455e+00,7.037301e+03
8.660254e-01,7.561751e+00,1.432021e+03
2.535059e-01,9.435043e+00,9.146131e+04
4.433323e-01,4.594666e+00,1.304241e+05
3.168720e-01,8.590669e+00,6.573380e+04
2.703853e-01,7.522496e+00,1.308148e+05
9.912962e-01,6.567962e+00,1.487296e+03
2.629243e-01,2.286098e+00,5.482243e+05
3.398833e-01,3.077639e+00,3.513269e+05
7.645501e-01,9.927111e+00,5.055954e+02
4.691199e-01,7.364709e-01,7.078712e+05
7.160778e-01,8.383882e+00,2.470062e+03
1.654922e-01,2.585524e+00,6.518869e+05
6.172263e-01,1.783857e+00,3.325240e+05
9.806106e-01,2.842307e-01,7.567520e+05
8.359964e-01,4.164896e-01,7.059691e+05
2.243939e-01,3.966522e+00,4.106298e+05
7.737708e-01,9.903934e+00,4.697195e+02
8.847361e-01,5.912434e+00,5.348475e+03
1.519689e-01,2.907360e+00,6.428600e+05
6.242346e-02,8.934012e+00,5.725290e+05
5.016177e-01,7.905928e+00,1.895376e+04
5.974978e-01,5.006129e-01,7.414741e+05
6.654266e-01,8.435942e+00,3.648278e+03
3.342771e-01,9.325925e+00,4.427020e+04
1.886639e-01,7.466609e+00,2.444659e+05
5.611171e-01,2.003175e-01,8.936853e+05
8.998717e-01,2.532122e+00,1.024291e+05
8.547269e-01,2.208738e+00,1.513943e+05
5.603538e-02,6.469708e+00,6.959116e+05
8.729955e-01,3.232635e+00,5.948235e+04
5.593289e-01,9.271709e+00,5.594706e+03
4.219473e-01,9.629198e+00,1.719711e+04
6.430113e-02,7.009293e+00,6.371785e+05
9.558463e-01,6.022652e+00,3.161433e+03
7.301579e-01,2.473850e+00,1.642606e+05
6.689644e-01,3.817630e+00,7.778097e+04
1.990636e-01,9.646543e-01,8.252842e+05
8.909516e-02,5.755305e+00,5.988346e+05
6.443256e-01,9.303542e+00,2.492397e+03
9.378894e-01,5.755341e+00,4.526196e+03
1.479763e-01,8.452204e+00,2.862968e+05
8.805975e-01,7.458240e+00,1.405015e+03
4.982108e-01,8.692091e+00,1.316105e+04
7.141370e-01,2.386033e+00,1.819625e+05
4.437471e-01,3.109009e-01,8.711323e+05
7.811080e-01,7.089032e+00,3.937144e+03
3.935602e-01,6.263841e+00,8.499196e+04
3.485741e-02,6.498200e+00,7.973110e+05
1.438465e-01,1.239515e+00,8.366914e+05
4.023001e-01,8.678201e+00,3.046304e+04
1.234548e-01,7.336886e+00,4.042290e+05
2.789610e-01,8.875490e+00,8.408597e+04
9.649704e-01,8.830863e+00,1.991361e+02
6.412399e-01,3.224028e+00,1.265174e+05
9.883209e-01,9.863664e+00,5.838421e+01
9.397177e-01,9.607396e+00,1.199734e+02
4.970456e-01,3.822472e+00,1.495772e+05
7.719424e-01,7.359894e+00,3.408733e+03
4.915388e-01,9.149496e+00,1.113867e+04
2.476626e-01,1.873597e-01,9.546581e+05
1.235829e-01,6.952940e-01,9.176617e+05
1.075109e-01,5.417242e+00,5.585493e+05
7.068971e-01,6.805884e+00,8.139228e+03
1.923420e-01,6.953710e-01,8.748096e+05
4.919699e-01,8.294422e+00,1.689722e+04
6.500797e-01,8.666864e+00,3.573707e+03
8.446269e-01,7.734202e+00,1.455341e+03
6.655704e-01,3.577982e+00,9.242118e+04
2.894751e-01,1.237375e+00,6.989408e+05
3.652404e-01,2.646517e+00,3.803684e+05
1.924308e-01,7.517604e+00,2.353649e+05
6.836015e-01,3.493433e+00,9.180249e+04
5.297458e-01,9.793237e+00,5.583576e+03
8.892641e-01,1.170470e+00,3.531520e+05
2.628193e-02,4.413034e+00,8.904903e+05
3.348045e-01,9.001984e+00,4.909957e+04
5.966651e-01,3.871043e+00,9.928940e+04
1.876299e-01,9.501705e+00,1.681660e+05
8.392258e-01,4.123470e+00,3.141335e+04
3.369879e-01,7.057101e+00,9.272124e+04
9.584690e-01,4.010411e+00,2.141091e+04
2.086641e-01,1.048997e+00,8.034117e+05
5.432294e-01,8.503625e-01,6.300590e+05
8.164890e-01,8.981182e+00,6.535860e+02
8.071748e-01,2.416987e+00,1.421417e+05
2.805023e-01,8.042242e+00,1.047826e+05
2.137583e-01,4.342048e+00,3.952849e+05
4.555678e-02,2.214222e+00,9.040480e+05
8.959008e-01,5.644272e-01,6.031008e+05
8.104390e-02,4.117276e+00,7.162829e+05
6.276400e-01,3.956886e+00,8.345067e+04
4.776900e-01,4.250840e+00,1.312588e+05
7.582306e-01,1.258737e+00,3.850383e+05
8.391347e-01,3.055318e-01,7.738461e+05
7.436726e-01,7.582533e+00,3.556699e+03
7.931471e-01,5.553760e+00,1.221674e+04
6.259796e-01,6.784312e+00,1.430937e+04
8.896012e-01,8.506916e+00,5.168474e+02
4.157608e-02,7.263403e+00,7.393500e+05
9.597075e-01,2.679266e+00,7.643523e+04
9.230590e-01,5.999520e+00,3.934740e+03
3.065291e-01,4.864769e-01,8.614663e+05
3.569000e-01,7.712841e+00,6.375465e+04
6.064673e-01,2.895880e+00,1.726900e+05
8.456089e-01,5.675257e+00,8.237587e+03
1.692678e-01,7.344170e+00,2.884794e+05
6.326654e-01,1.538739e+00,3.777559e+05
1.421143e-01,8.441466e+00,3.012987e+05
7.625746e-01,7.891294e+00,2.435264e+03
1.405757e-02,6.359505e+00,9.144805e+05
4.452149e-01,7.638191e+00,3.335204e+04
4.327901e-01,9.822602e+00,1.424819e+04
7.483676e-01,8.169752e+00,2.211736e+03
6.001288e-01,5.563124e+00,3.548694e+04
2.867554e-01,1.378968e+00,6.733927e+05
1.345956e-01,8.350401e+00,3.250008e+05
4.832486e-01,7.210962e+00,3.066334e+04
3.731618e-01,8.646483e+00,3.969472e+04
7.362152e-01,5.817648e+00,1.380064e+04
5.709822e-01,6.710205e-01,6.817169e+05
5.841213e-01,6.044326e+00,2.928677e+04
6.091550e-01,8.217374e+00,6.699953e+03
4.588252e-02,6.741027e+00,7.339640e+05
3.453024e-01,2.026780e+00,4.966588e+05
8.913931e-01,2.509095e+00,1.068222e+05
9.747984e-01,1.324514e+00,2.749587e+05
7.207901e-01,9.723161e+00,9.042921e+02
3.896831e-01,8.087717e+00,4.278162e+04
3.764726e-01,4.372495e-02,9.836735e+05
7.598740e-02,5.274008e+00,6.698120e+05
2.126468e-02,6.598429e+00,8.690857e+05
2.142921e-01,3.950208e+00,4.289143e+05
1.800410e-01,6.593578e+00,3.051004e+05
9.908009e-01,6.901233e+00,1.072516e+03
2.909712e-01,7.489151e+00,1.131402e+05
8.244338e-01,9.007393e+00,5.955653e+02
2.302065e-01,7.868909e+00,1.634131e+05
5.105093e-01,4.099947e+00,1.233091e+05
4.716614e-01,7.806024e+00,2.517762e+04
8.785557e-01,9.458257e+00,2.461413e+02
5.075756e-01,5.079169e+00,7.592097e+04
4.138122e-01,3.017154e+00,2.869249e+05
5.410596e-01,9.553004e+00,5.691708e+03
6.457614e-01,5.123256e+00,3.657460e+04
5.773463e-01,5.531685e-01,7.266068e+05
5.494299e-02,4.196437e+00,7.940850e+05
6.700632e-01,2.890328e-01,8.239296e+05
7.225835e-01,7.574997e+00,4.196234e+03
7.110627e-01,5.187171e+00,2.501189e+04
3.400646e-01,9.189480e+00,4.393619e+04
1.504197e-02,6.002276e+00,9.136698e+05
3.713885e-01,2.742511e+00,3.611229e+05
4.210132e-01,3.770068e+00,2.044875e+05
6.428097e-01,1.696801e+00,3.359743e+05
8.283087e-01,9.453134e+00,3.975804e+02
6.520811e-01,2.001241e+00,2.711802e+05
3.432869e-01,6.871308e+00,9.453079e+04
2.334868e-01,3.608235e+00,4.306433e+05
2.001204e-01,6.441712e+00,2.755137e+05
9.587664e-02,8.354190e+00,4.488926e+05
7.484060e-01,8.019513e+00,2.474166e+03
4.370810e-01,3.516903e+00,2.149883e+05
9.553226e-01,3.747893e+00,2.786325e+04
8.556125e-02,9.245763e+00,4.533553e+05
4.837417e-01,2.286583e+00,3.308417e+05
1.681355e-01,3.260073e+00,5.780274e+05
9.007732e-01,2.048118e-01,8.315291e+05
6.289731e-01,5.830245e+00,2.555130e+04
7.797825e-01,5.391398e+00,1.493395e+04
6.690471e-01,2.749349e+00,1.589058e+05
2.018617e-01,1.312023e+00,7.673232e+05
6.877092e-01,1.049127e+00,4.860253e+05
7.175296e-01,4.288557e+00,4.608966e+04
2.446932e-01,5.684864e+00,2.488145e+05
7.608720e-01,5.749801e-01,6.456574e+05
3.578673e-01,7.120343e-01,7.750608e+05
8.986588e-01,2.231686e+00,1.345897e+05
1.813673e-01,5.221637e+00,3.878897e+05
1.462949e-01,5.103982e+00,4.739344e+05
5.818626e-01,7.795629e+00,1.071634e+04
7.596394e-01,3.777382e-01,7.505531e+05
6.093227e-01,9.809125e+00,2.536621e+03
2.623488e-01,6.857780e+00,1.654427e+05
5.348645e-01,7.704252e+00,1.623265e+04
5.091529e-01,2.456095e+00,2.863535e+05
2.441442e-01,9.770501e+00,9.205116e+04
6.007439e-01,7.525749e+00,1.087762e+04
6.263481e-01,1.320584e+00,4.372959e+05
3.696967e-01,5.494780e+00,1.311515e+05
9.028376e-01,7.477276e+00,1.169984e+03
6.442588e-01,4.631695e+00,5.058956e+04
9.877153e-01,2.958475e+00,5.381889e+04
1.033656e-01,9.493896e+00,3.748075e+05
1.154831e-01,7.954522e+00,3.990723e+05
3.204795e-01,1.101087e+00,7.026644e+05
8.368557e-01,8.131933e+00,1.107938e+03
3.536885e-01,7.867901e+00,6.186592e+04
6.296146e-01,4.398452e-01,7.581053e+05
6.303039e-01,5.525035e+00,3.073199e+04
4.037557e-01,4.128661e-01,8.464560e+05
1.034655e-01,5.110275e+00,5.893487e+05
5.464533e-01,4.564391e+00,8.256027e+04
4.175829e-01,3.888960e+00,1.971159e+05
6.292539e-01,2.866079e+00,1.647228e+05
8.832228e-01,7.501537e+00,1.326080e+03
4.430926e-01,9.024765e+00,1.833752e+04
2.411744e-01,6.677361e-01,8.512573e+05
4.728416e-01,1.748692e-02,9.917655e+05
1.063571e-01,6.069449e+00,5.243851e+05
5.708722e-01,2.206593e+00,2.837441e+05
6.653051e-01,4.054292e+00,6.738444e+04
7.048078e-01,2.010190e+00,2.424893e+05
9.097583e-01,5.289526e-01,6.180295e+05
8.799155e-01,1.877399e+00,1.916752e+05
3.002317e-01,6.730796e+00,1.325496e+05
5.528325e-01,7.266044e+00,1.800861e+04
1.516959e-01,6.014469e-01,9.128013e+05
9.455310e-01,5.313362e+00,6.578498e+03
3.718144e-01,4.097098e+00,2.179782e+05
8.709994e-01,8.031069e+00,9.164012e+02
9.583070e-01,4.799837e+00,1.005468e+04
4.746464e-01,9.896256e+00,9.120575e+03
4.594146e-01,8.731930e+00,1.810484e+04
9.776481e-01,1.715697e+00,1.868690e+05
6.979019e-02,9.178071e+00,5.270081e+05
2.034210e-01,2.660356e+00,5.820654e+05
8.488894e-01,4.508877e+00,2.176313e+04
5.466446e-01,4.106345e+00,1.059581e+05
2.327142e-01,8.425959e+00,1.407401e+05
5.156128e-01,5.880234e+00,4.822278e+04
9.367657e-01,2.403351e+00,1.052542e+05
7.796219e-01,6.553619e+00,6.040042e+03
3.788513e-02,8.633828e+00,7.210162e+05
4.970464e-01,2.514520e+00,2.865526e+05
3.583732e-01,5.786994e+00,1.256942e+05
2.957958e-01,4.476695e+00,2.660190e+05
2.213682e-02,8.040493e-01,9.823584e+05
3.661591e-01,3.904275e+00,2.394081e+05
5.045778e-01,1.165068e+00,5.555107e+05
9.387397e-01,7.842248e+00,6.350355e+02
7.149032e-01,7.841176e+00,3.676911e+03
3.021729e-01,3.353669e+00,3.629871e+05
8.850729e-01,9.256582e-01,4.407511e+05
4.423841e-01,3.763766e+00,1.891849e+05
7.935650e-01,6.492508e-02,9.497825e+05
9.720460e-01,7.958196e+00,4.369321e+02
7.600516e-01,9.792258e+00,5.857477e+02
4.781633e-01,2.355001e-01,8.935013e+05
2.955533e-01,1.842414e+00,5.801134e+05
8.320358e-01,1.855056e+00,2.136379e+05
9.389890e-01,8.430698e+00,3.647373e+02
5.358619e-01,5.141906e+00,6.358666e+04
8.244376e-01,8.092126e+00,1.266558e+03
1.077262e-01,9.109021e+00,3.748308e+05
2.933590e-01,9.384413e+00,6.373625e+04
7.074306e-02,8.443818e+00,5.502726e+05
8.801853e-02,8.542517e+00,4.714700e+05
5.174821e-02,8.935614e+00,6.297691e+05
6.547668e-01,4.029935e+00,7.145641e+04
8.185744e-01,1.711913e+00,2.462697e+05
2.106407e-01,6.679333e-01,8.687551e+05
7.384918e-01,2.895026e+00,1.178959e+05
3.174016e-01,8.318838e+00,7.133181e+04
3.839668e-01,2.042382e+00,4.564816e+05
1.909828e-01,2.446975e+00,6.266732e+05
3.729063e-01,7.568941e+00,5.945675e+04
6.455128e-01,5.326709e+00,3.211413e+04
2.905501e-01,7.463843e+00,1.143353e+05
5.822785e-01,2.678301e+00,2.102376e+05
5.162666e-01,4.206630e+00,1.139788e+05
1.183585e-02,2.806048e+00,9.673335e+05
6.594550e-01,7.451539e+00,7.343388e+03
5.644225e-02,5.848435e+00,7.188527e+05
9.938039e-01,6.708358e+00,1.272474e+03
4.220846e-01,1.726645e+00,4.824924e+05
3.106358e-01,8.688883e+00,6.726748e+04
4.704558e-01,2.841156e+00,2.627274e+05
9.373126e-02,5.051771e+00,6.228130e+05
7.540520e-01,5.581987e+00,1.485961e+04
5.589737e-01,1.489667e+00,4.348801e+05
8.120195e-01,9.012915e+00,6.630487e+02
5.385015e-02,8.724926e+00,6.251032e+05
9.147053e-01,5.931714e-01,5.812485e+05
8.340113e-02,6.049964e+00,6.037628e+05
6.161970e-01,1.714667e+00,3.476452e+05
4.938229e-01,1.859748e+00,3.991627e+05
9.434149e-01,1.093243e+00,3.565141e+05
3.018130e-01,2.102986e+00,5.300900e+05
4.133474e-01,7.456409e+00,4.586343e+04
4.248241e-01,1.084848e+00,6.307350e+05
5.416820e-01,7.196125e+00,2.028220e+04
4.786339e-01,8.917604e+00,1.400603e+04
2.945430e-01,1.789551e+00,5.903145e+05
3.642939e-01,5.523444e+00,1.337000e+05
6.405420e-01,7.356936e-01,6.242261e+05
8.185359e-01,9.566841e+00,3.973062e+02
7.807607e-02,6.873708e+00,5.846908e+05
3.024967e-01,1.711066e+00,5.959539e+05
6.258252e-02,2.780949e+00,8.402643e+05
6.955205e-01,4.807328e-01,7.157964e+05
1.551106e-01,5.407565e+00,4.322417e+05
5.504358e-01,7.007690e+00,2.112531e+04
3.017557e-01,9.679897e+00,5.388175e+04
5.114640e-01,5.328929e+00,6.550982e+04
1.749431e-01,1.567182e+00,7.602046e+05
4.988330e-01,7.476353e+00,2.400599e+04
9.540448e-01,1.317520e+00,2.845140e+05
5.706976e-01,8.889085e+00,6.263728e+03
1.442086e-01,5.093905e+00,4.797046e+05
9.422072e-01,4.042509e+00,2.217297e+04
3.639333e-01,3.851067e-01,8.692251e+05
1.705160e-01,3.896185e+00,5.146018e+05
7.887352e-01,8.743562e+00,1.011465e+03
9.703302e-01,7.527970e+00,6.724269e+02
2.901108e-01,7.940041e+00,9.990939e+04
8.612422e-01,1.064748e+00,3.997139e+05
3.137417e-01,9.758025e-01,7.362762e+05
3.125976e-01,6.416291e+00,1.345638e+05
4.843213e-01,5.027620e+00,8.759920e+04
1.113855e-01,9.711360e+00,3.390172e+05
4.306910e-01,2.925453e+00,2.836635e+05
5.301846e-01,7.464251e+00,1.911215e+04
9.772397e-01,7.294835e+00,8.016789e+02
5.664168e-01,6.442205e+00,2.601784e+04
9.690594e-02,1.001924e+00,9.074722e+05
9.228478e-01,1.974356e+00,1.616972e+05
1.236447e-01,6.338879e+00,4.566815e+05
5.853361e-01,3.875986e+00,1.034409e+05
6.088785e-01,6.194917e+00,2.300712e+04
6.789162e-01,8.679480e+00,2.759683e+03
3.877880e-01,2.084484e+00,4.455980e+05
8.114899e-01,9.333456e+00,5.136314e+02
8.135000e-01,7.701973e+00,1.900659e+03
3.279388e-01,8.871714e+00,5.450956e+04
2.847889e-01,2.474996e+00,4.941821e+05
7.563438e-01,8.729971e+00,1.356484e+03
4.105458e-01,8.188539e+00,3.467382e+04
4.345441e-01,4.509022e+00,1.409473e+05
4.445380e-01,6.905439e+00,4.643369e+04
8.492762e-01,9.312040e+00,3.676081e+02
2.999651e-01,3.895235e+00,3.108532e+05
9.203963e-01,3.991829e+00,2.537313e+04
3.678968e-01,9.886753e+00,2.632320e+04
8.009972e-01,9.266542e+00,5.976688e+02
8.583108e-01,8.254598e+00,8.375655e+02
5.213100e-01,4.547409e+00,9.342376e+04
6.620200e-01,9.979853e+00,1.351064e+03
8.860101e-01,8.982202e+00,3.497395e+02
9.998691e-01,7.177915e+00,7.639750e+02
9.484385e-01,1.570180e+00,2.255487e+05
2.529643e-01,9.065699e+00,1.009330e+05
8.188320e-01,3.122329e+00,7.756314e+04
7.217560e-01,8.216984e+00,2.656735e+03
3.156616e-01,7.936605e+00,8.165259e+04
5.810228e-01,7.283430e+00,1.452565e+04
7.949814e-01,7.762853e+00,2.088471e+03
6.253382e-01,9.992263e+00,1.933267e+03
3.905670e-01,1.816242e+00,4.919569e+05
9.553304e-01,1.202326e+00,3.170746e+05
4.676155e-01,8.151010e+00,2.211412e+04
8.750072e-01,6.468644e+00,3.482133e+03
8.522624e-01,4.875736e+00,1.567942e+04
4.422541e-01,1.889026e+00,4.336881e+05
1.640172e-01,5.610126e+00,3.984564e+05
9.971537e-01,9.601082e+00,6.952981e+01
2.891562e-01,2.019616e+00,5.576720e+05
1.400103e-01,7.740129e+00,3.383421e+05
8.052217e-01,4.326872e-01,7.058101e+05
7.786904e-01,3.700060e+00,5.606738e+04
7.237594e-01,5.711097e+00,1.602732e+04
3.632831e-01,1.733156e+00,5.327909e+05
7.338255e-01,7.976753e+00,2.869710e+03
8.134175e-01,6.239787e+00,6.247635e+03
1.506972e-01,8.261020e+00,2.879661e+05
7.875251e-01,6.390987e+00,6.518816e+03
7.223459e-01,5.027284e+00,2.647809e+04
9.807955e-01,6.530498e-01,5.270245e+05
8.504040e-01,2.792440e+00,9.304222e+04
9.793334e-01,9.733806e+00,7.244796e+01
9.662954e-01,8.980594e+00,1.703073e+02
4.708544e-01,6.079785e+00,5.711471e+04
5.404684e-01,3.328571e+00,1.654663e+05
6.929769e-01,2.771948e+00,1.464756e+05
2.828398e-01,7.651286e+00,1.148546e+05
6.822844e-01,1.079900e+00,4.786438e+05
4.096596e-01,6.213292e+00,7.844678e+04
1.188581e-02,2.684481e+00,9.685965e+05
8.696700e-01,4.747055e+00,1.610909e+04
2.233859e-01,6.597570e+00,2.290525e+05
1.525387e-01,1.864202e+00,7.524935e+05
3.457748e-01,9.163300e-01,7.284445e+05
3.663226e-02,1.390039e+00,9.503544e+05
1.750912e-01,6.941011e+00,2.966181e+05
3.983012e-01,9.374904e+00,2.389621e+04
5.563280e-01,7.205704e+00,1.815636e+04
7.258730e-01,4.764316e+00,3.148359e+04
9.360108e-01,2.154948e+00,1.330468e+05
3.400491e-01,1.324868e+00,6.372967e+05
2.177260e-01,2.245550e+00,6.132916e+05
9.497195e-01,9.945910e-01,3.888419e+05
6.236337e-01,6.547594e-02,9.599894e+05
5.482710e-02,5.142547e+00,7.543107e+05
1.100631e-01,2.584558e+00,7.524170e+05
8.268480e-01,9.437397e+00,4.083881e+02
3.930009e-01,3.273446e+00,2.762450e+05
9.570747e-01,5.328693e+00,6.097007e+03
8.997885e-01,2.505127e+00,1.049696e+05
4.166184e-01,7.776864e+00,3.916449e+04
4.781470e-01,6.482984e+00,4.505732e+04
7.916568e-01,1.851107e+00,2.309761e+05
8.682286e-01,6.899750e+00,2.502261e+03
2.006393e-02,3.506022e-01,9.929902e+05
5.854502e-01,3.451907e+00,1.325335e+05
5.998037e-01,3.063103e+00,1.592531e+05
5.628329e-01,2.791261e+00,2.078344e+05
7.449228e-01,7.450933e+00,3.886017e+03
6.811213e-02,7.785901e+00,5.884200e+05
1.509609e-01,1.990633e+00,7.404422e+05
9.768393e-01,7.502381e+00,6.564782e+02
3.068383e-01,6.589861e+00,1.323875e+05
3.559511e-01,8.446508e+00,4.946235e+04
5.173481e-02,9.359259e+00,6.161903e+05
2.884869e-01,9.850317e+00,5.832716e+04
4.677821e-01,7.676070e+00,2.757825e+04
5.343076e-01,5.664565e+00,4.847921e+04
4.394384e-01,1.878603e+00,4.380026e+05
6.057445e-01,8.969689e+00,4.368480e+03
8.174437e-02,2.313998e+00,8.276571e+05
5.839101e-01,5.280960e+00,4.579383e+04
3.357140e-01,3.559541e+00,3.027077e+05
4.487366e-01,8.505907e+00,2.199563e+04
3.437093e-01,9.727985e+00,3.530966e+04
4.984452e-02,6.127522e+00,7.368113e+05
4.106870e-01,5.313934e+00,1.127746e+05
9.858998e-01,7.756576e+00,4.773757e+02
9.760041e-01,3.512171e+00,3.245525e+04
7.032166e-01,5.260259e+00,2.474577e+04
2.013931e-01,9.203814e+00,1.566745e+05
3.216338e-01,8.667279e+00,6.156328e+04
1.147059e-01,6.115703e-01,9.322533e+05
5.382455e-01,9.928454e+00,4.776986e+03
6.518079e-01,6.913502e+00,1.103950e+04
1.376515e-01,9.117961e+00,2.850472e+05
1.926694e-01,4.231021e+00,4.425560e+05
1.763546e-01,4.657784e+00,4.398059e+05
5.801576e-01,8.464391e+00,7.367473e+03
2.251182e-01,9.260833e-01,8.118187e+05
7.753114e-01,9.706864e+00,5.389743e+02
5.181229e-02,8.738556e+00,6.358678e+05
8.940587e-01,3.399093e+00,4.788328e+04
9.823903e-01,3.555632e+00,3.040895e+04
4.194388e-01,6.355362e+00,6.955169e+04
3.833903e-01,6.252619e+00,9.097288e+04
2.022251e-01,6.886280e+00,2.484339e+05
3.316105e-01,7.871620e-01,7.702569e+05
4.568443e-01,4.175321e+00,1.484553e+05
2.953351e-01,6.882040e+00,1.310066e+05
8.114865e-01,6.608302e+00,4.688943e+03
7.268226e-01,9.328283e+00,1.136267e+03
9.998568e-01,1.742722e-02,9.827262e+05
9.177986e-01,3.133113e+00,5.638419e+04
3.679933e-01,5.704662e+00,1.225450e+05
7.585655e-01,9.154771e+00,9.639279e+02
9.242742e-02,4.367596e+00,6.678541e+05
5.963436e-01,2.778403e+00,1.907326e+05
3.499963e-02,8.673918e+00,7.381679e+05
9.288387e-01,8.171813e+00,5.053312e+02
6.390780e-01,3.026464e+00,1.445476e+05
9.607330e-01,8.140719e+00,4.011972e+02
4.762370e-01,8.489823e+00,1.754181e+04
8.959124e-01,2.414066e+00,1.150036e+05
9.276738e-01,1.081219e+00,3.667707e+05
9.792047e-01,4.522227e+00,1.193612e+04
3.018303e-01,3.260172e+00,3.738059e+05
4.487437e-01,8.019738e+00,2.735635e+04
