# ===== no_noise =====
# q1 q2 r F
7.369024e-05 3.086220e-04 3.916568e-01 1.332862e+03
8.220382e-04 7.049761e-04 3.469832e-01 4.327221e+04
7.065360e-04 2.026516e-04 5.459935e-01 4.317865e+03
8.226743e-05 6.737590e-04 1.626036e-01 1.884655e+04
8.575288e-05 9.699421e-04 5.581744e-01 2.400018e+03
9.866529e-04 9.480682e-05 5.462878e-01 2.817868e+03
3.748965e-04 6.729295e-04 7.642828e-01 3.882688e+03
3.712715e-04 4.443065e-04 8.353135e-01 2.125372e+03
8.129868e-04 8.682741e-04 4.460369e-01 3.189763e+04
9.473013e-04 1.779726e-04 3.093099e-01 1.584212e+04
9.860151e-04 6.929333e-04 2.667415e-01 8.632833e+04
7.536248e-04 8.382772e-04 2.026776e-01 1.382582e+05
3.768833e-04 9.446696e-04 6.707111e-02 7.115012e+05
8.441722e-05 6.835648e-04 3.490235e-01 4.258543e+03
7.773698e-04 4.976776e-04 2.775452e-01 4.515106e+04
5.588458e-04 6.182294e-04 9.667532e-01 3.323304e+03
4.247978e-04 8.690361e-04 5.621317e-01 1.050276e+04
9.064480e-04 5.710391e-04 3.538043e-01 3.717426e+04
1.120863e-04 3.135667e-05 5.846629e-01 9.243385e+01
4.931325e-04 9.310177e-04 1.478047e-01 1.889316e+05
1.234229e-05 6.898372e-04 4.496033e-01 3.786545e+02
4.691920e-04 6.768369e-04 6.299720e-01 7.193692e+03
5.724697e-05 2.164595e-04 4.940089e-01 4.564775e+02
1.196991e-04 6.592266e-04 4.077610e-01 4.266521e+03
1.184087e-04 3.944705e-04 9.939099e-01 4.250734e+02
6.495611e-04 6.515817e-04 8.815116e-01 4.896576e+03
7.462988e-04 1.074864e-04 6.271719e-01 1.833382e+03
5.837854e-04 6.581875e-04 5.736836e-01 1.049585e+04
9.622104e-04 9.994143e-04 6.244539e-01 2.217045e+04
3.754957e-04 4.916383e-05 2.092990e-01 3.788577e+03
2.864264e-04 9.771970e-04 4.011864e-01 1.563373e+04
8.687305e-04 4.075011e-04 4.906494e-02 1.321999e+06
2.243722e-04 8.708827e-04 4.807906e-01 7.599352e+03
9.632593e-04 7.826031e-04 5.475943e-01 2.260094e+04
1.314232e-05 5.674492e-04 2.354722e-01 1.209148e+03
9.699089e-04 7.387108e-04 9.643886e-01 6.925657e+03
4.411675e-05 8.786370e-04 9.103601e-01 4.204810e+02
8.912520e-04 4.047362e-04 7.249218e-01 6.170920e+03
5.281734e-04 3.277061e-04 5.380528e-01 5.374908e+03
9.929718e-04 6.679258e-04 8.712695e-01 7.854524e+03
7.472277e-05 8.080381e-04 1.393458e-01 2.795481e+04
5.543004e-04 7.625228e-04 7.926047e-01 6.048455e+03
9.693332e-04 7.980158e-04 1.335726e-01 3.897710e+05
5.235747e-04 4.361477e-04 7.962686e-01 3.237821e+03
6.297692e-04 8.180164e-04 2.830099e-01 5.782290e+04
6.960529e-04 1.210888e-04 8.783197e-01 9.822022e+02
4.550865e-04 5.449446e-04 9.446017e-01 2.498668e+03
6.279305e-04 6.752902e-06 1.573080e-01 1.540494e+03
5.847300e-04 3.252612e-04 4.680488e-01 7.804858e+03
9.012569e-04 3.670951e-04 9.811775e-01 3.089525e+03
4.640093e-05 3.967765e-04 4.885734e-01 6.933824e+02
2.816822e-04 6.957717e-04 8.649120e-01 2.355277e+03
9.504611e-04 3.891695e-04 5.928442e-01 9.461320e+03
8.903735e-04 4.492449e-04 3.815766e-01 2.469742e+04
4.562011e-04 2.383066e-04 2.929257e-01 1.139035e+04
6.205125e-04 3.738785e-04 2.111909e-01 4.676172e+04
2.781038e-04 2.280424e-04 7.641802e-01 9.763164e+02
1.889330e-04 7.412273e-05 3.926751e-01 8.164926e+02
4.642347e-04 6.038451e-04 5.161627e-01 9.459096e+03
3.539989e-04 6.685446e-04 4.974022e-01 8.599565e+03
5.840725e-04 6.198709e-04 5.815062e-01 9.625402e+03
7.865690e-05 4.640305e-04 8.669214e-01 4.366000e+02
9.744204e-04 3.804060e-04 9.809320e-01 3.463185e+03
9.862245e-04 8.634703e-04 4.135084e-01 4.477281e+04
6.984636e-04 5.195627e-04 8.292437e-01 4.744353e+03
5.365603e-04 4.797027e-04 7.668825e-01 3.934528e+03
3.102181e-04 2.661642e-05 5.777937e-01 2.223468e+02
8.139812e-04 3.419066e-04 9.564867e-01 2.734788e+03
6.850464e-04 3.808154e-04 2.084698e-01 5.396449e+04
1.634543e-04 3.994240e-04 1.181716e-01 4.203047e+04
9.110163e-04 5.805922e-04 8.554223e-01 6.498241e+03
8.227147e-04 5.340689e-04 4.447583e-01 1.996908e+04
9.498501e-04 6.082972e-04 8.484992e-01 7.214857e+03
7.259938e-04 7.651184e-04 8.941593e-01 6.245848e+03
6.138018e-04 8.131728e-04 7.183302e-02 8.696058e+05
4.188248e-04 7.184050e-04 8.846301e-01 3.456511e+03
9.327958e-04 9.555682e-04 4.538359e-01 3.890544e+04
8.661978e-04 1.921435e-05 5.153282e-01 5.634232e+02
4.617345e-05 1.965822e-04 6.303266e-01 2.053832e+02
2.734061e-05 8.555312e-06 9.271188e-01 2.446431e+00
3.770869e-04 6.478272e-04 2.892493e-02 2.624917e+06
8.107428e-04 8.981325e-04 4.820750e-01 2.816786e+04
9.872889e-04 2.442388e-04 6.908448e-01 4.542109e+03
1.512665e-04 9.271075e-04 7.254799e-01 2.395420e+03
5.945366e-04 6.120712e-05 6.956071e-01 6.761020e+02
3.815100e-04 9.345016e-04 1.430908e-01 1.565389e+05
9.699445e-04 3.522711e-04 3.064016e-01 3.271910e+04
8.422768e-04 1.023194e-04 3.651284e-01 5.811408e+03
8.384904e-04 4.863859e-04 8.063928e-01 5.638264e+03
4.692245e-04 2.575198e-04 2.859723e-01 1.328321e+04
4.154047e-04 2.855880e-04 2.185979e-01 2.231922e+04
2.741337e-04 3.079827e-04 9.578735e-01 8.272409e+02
5.731912e-05 8.032229e-04 1.877465e-02 1.174225e+06
8.648577e-04 5.396221e-04 9.978426e-01 4.213761e+03
8.130881e-04 3.119964e-04 6.800531e-01 4.931298e+03
9.997180e-04 6.107234e-04 8.301846e-01 7.964022e+03
9.966402e-04 7.164345e-04 3.016732e-01 7.053443e+04
5.558763e-04 2.733514e-04 2.417212e-02 2.337919e+06
7.692184e-04 4.141356e-04 7.404908e-01 5.222910e+03
9.448210e-04 1.227642e-04 8.358032e-01 1.492701e+03
8.497977e-04 1.819682e-04 7.430714e-01 2.517733e+03
2.481008e-04 6.814367e-04 1.514218e-01 6.628826e+04
4.510936e-04 1.822569e-04 7.558936e-01 1.293567e+03
1.300303e-04 5.256382e-04 7.712336e-01 1.033045e+03
9.540970e-04 7.093372e-04 6.619551e-01 1.388506e+04
6.065685e-04 1.077700e-04 7.684548e-01 9.951784e+02
2.294142e-04 5.677449e-04 8.474622e-01 1.630394e+03
6.720290e-04 2.573062e-04 6.174681e-01 4.077265e+03
6.185101e-04 9.629639e-04 9.771867e-02 5.607399e+05
3.588046e-04 4.840621e-04 4.927515e-01 6.430767e+03
1.144440e-04 8.061866e-04 8.687284e-02 1.099057e+05
6.719016e-04 5.506763e-04 4.134676e-01 1.945713e+04
5.207874e-04 4.436912e-05 4.130354e-01 1.217661e+03
7.725461e-04 6.335182e-04 7.534975e-02 7.749606e+05
5.206433e-04 9.514519e-04 3.553323e-01 3.527097e+04
8.523293e-04 6.020102e-04 1.198881e-01 3.209362e+05
5.523549e-04 8.193697e-04 8.101529e-01 6.199032e+03
5.613770e-04 8.843223e-04 9.482111e-01 4.963806e+03
8.767769e-04 2.288517e-04 8.159331e-02 2.709529e+05
4.040794e-04 2.128328e-04 9.555641e-01 8.467307e+02
1.348812e-04 6.113700e-04 5.273508e-01 2.665729e+03
2.975389e-05 4.116174e-04 3.065700e-01 1.171488e+03
7.553821e-04 8.400214e-04 8.609345e-02 7.696203e+05
6.206892e-04 9.001231e-04 5.056180e-01 1.964675e+04
7.043757e-04 3.540680e-04 7.965704e-01 3.533478e+03
2.137512e-04 2.376337e-04 7.100156e-01 9.058170e+02
1.372351e-04 7.807450e-04 5.972375e-02 2.700474e+05
1.553012e-05 2.755312e-04 8.217282e-02 5.697037e+03
3.512370e-04 8.227917e-04 4.088445e-01 1.554295e+04
5.903278e-04 4.243145e-04 3.023376e-01 2.463522e+04
3.928518e-04 6.678823e-04 2.400605e-01 4.093050e+04
4.380374e-04 9.643978e-05 2.881945e-01 4.572523e+03
9.042545e-04 6.242355e-04 8.054479e-01 7.822110e+03
3.489072e-04 4.523159e-04 9.299358e-01 1.640611e+03
5.144755e-04 5.870219e-04 4.110517e-01 1.606889e+04
7.838694e-04 1.688462e-04 9.070499e-01 1.446213e+03
3.971462e-04 7.371369e-04 3.282807e-01 2.442123e+04
6.224646e-04 8.629343e-04 4.816726e-01 2.081365e+04
8.625013e-04 2.175231e-04 2.337687e-01 3.086399e+04
9.495711e-04 9.661884e-05 6.440713e-01 1.988296e+03
1.479264e-04 2.461495e-05 9.791913e-01 3.414045e+01
9.266610e-04 6.423295e-04 6.074582e-01 1.450126e+04
4.926242e-04 6.074869e-04 3.642359e-01 2.027901e+04
2.589861e-04 5.471507e-04 6.513393e-01 3.002816e+03
4.596766e-04 2.327151e-04 1.316915e-01 5.545254e+04
9.800525e-04 3.915151e-04 8.897725e-01 4.357121e+03
4.931255e-04 5.948819e-04 5.080531e-01 1.021715e+04
3.294229e-04 4.972701e-04 4.548562e-01 7.117991e+03
6.337675e-04 9.877977e-04 5.900061e-01 1.616756e+04
2.409055e-04 1.373033e-04 6.285360e-01 7.527089e+02
7.678746e-05 6.954494e-04 8.105805e-02 7.306734e+04
1.297508e-04 4.049144e-04 6.857910e-01 1.004268e+03
1.289178e-04 4.287714e-04 2.495124e-01 7.982046e+03
1.527508e-04 7.178802e-04 7.168131e-01 1.918595e+03
1.396883e-04 6.927437e-04 8.243094e-01 1.280300e+03
6.412339e-04 9.912647e-04 8.059189e-01 8.797983e+03
1.826982e-04 1.292659e-04 5.569760e-01 6.843922e+02
3.463216e-04 1.050055e-04 5.249682e-01 1.186275e+03
8.968916e-04 7.246145e-04 1.514472e-01 2.547324e+05
4.744877e-04 5.788085e-04 7.775927e-01 4.083337e+03
6.678902e-04 2.748865e-04 2.786953e-01 2.125000e+04
1.731476e-04 8.033995e-05 5.017285e-01 4.967869e+02
1.930967e-04 8.657259e-05 2.914314e-01 1.769467e+03
4.182775e-05 8.942967e-04 1.424901e-01 1.656291e+04
1.697661e-04 1.926755e-04 6.332621e-01 7.332805e+02
2.793117e-04 3.240482e-04 6.378871e-02 1.999727e+05
1.778335e-04 2.274297e-04 7.511588e-01 6.444021e+02
8.961383e-05 3.556413e-04 3.244109e-01 2.722425e+03
1.215152e-04 7.035442e-05 1.013335e-02 7.484729e+05
4.613180e-04 5.195407e-04 5.160178e-01 8.091895e+03
2.071274e-04 6.854495e-05 5.638339e-02 4.014859e+04
3.649056e-04 8.005562e-04 2.834079e-01 3.269702e+04
5.039139e-04 2.344784e-04 7.099067e-01 2.107736e+03
6.907044e-04 5.404719e-04 7.206273e-02 6.462547e+05
4.027283e-05 8.801990e-04 8.409451e-01 4.506272e+02
7.996110e-04 6.512265e-04 1.378172e-02 2.464696e+07
6.282725e-04 5.334248e-04 2.543556e-01 4.656914e+04
8.267727e-05 3.250094e-04 7.434950e-01 4.370042e+02
8.737050e-04 3.336689e-04 3.231074e-01 2.510420e+04
9.209515e-04 6.698175e-04 1.108735e-01 4.511258e+05
6.201688e-05 9.941452e-04 3.666316e-01 4.123440e+03
2.776008e-04 6.621774e-04 2.776894e-01 2.143069e+04
8.063951e-04 5.582256e-04 8.442848e-01 5.677268e+03
7.485114e-04 7.309199e-04 3.202144e-01 4.796739e+04
1.853365e-04 4.657404e-04 7.910431e-01 1.240121e+03
2.101400e-04 6.108220e-05 8.929534e-01 1.447190e+02
3.711016e-04 5.627345e-04 4.394792e-01 9.720293e+03
4.850385e-04 9.576677e-04 9.108437e-01 5.033418e+03
6.186365e-04 1.761276e-04 3.835449e-01 6.658714e+03
3.695447e-04 6.903149e-04 9.644376e-01 2.465617e+03
4.630722e-04 2.017328e-04 9.839663e-02 8.674099e+04
7.477235e-04 5.362919e-04 6.901491e-01 7.568609e+03
3.764652e-05 9.757977e-05 4.988759e-01 1.326964e+02
2.531845e-04 4.509206e-04 3.937723e-01 6.619215e+03
7.136362e-04 7.564072e-04 6.363848e-01 1.198264e+04
8.953116e-04 3.482240e-04 7.068185e-01 5.610179e+03
5.121658e-04 6.652468e-04 1.431964e-02 1.493788e+07
5.325814e-04 7.956545e-04 1.752836e-01 1.239903e+05
1.080648e-04 9.272506e-04 7.159156e-01 1.757590e+03
4.479650e-04 2.354074e-04 6.697216e-01 2.113661e+03
5.330846e-04 3.999166e-04 9.663870e-01 2.052216e+03
2.432280e-04 1.532636e-04 7.634274e-01 5.750119e+02
2.699740e-04 9.924910e-04 9.512650e-01 2.661982e+03
3.779069e-04 9.270740e-04 7.055151e-01 6.327705e+03
2.105113e-05 5.404172e-04 3.050717e-01 1.098906e+03
3.227571e-04 8.421913e-04 1.143113e-01 1.870114e+05
2.122366e-04 5.214370e-04 7.840056e-01 1.618614e+03
3.281699e-04 6.239621e-04 6.477077e-01 4.387917e+03
1.206424e-04 9.003531e-05 5.770415e-02 2.932637e+04
8.906368e-04 7.555152e-04 3.664500e-01 4.504786e+04
5.939989e-04 1.285858e-04 9.572318e-01 7.493832e+02
6.794232e-04 8.262416e-04 5.053971e-01 1.975794e+04
7.893821e-04 7.822461e-04 4.384018e-01 2.888322e+04
4.989438e-04 7.090360e-04 4.631226e-01 1.482817e+04
8.783337e-05 3.712422e-05 2.167939e-01 6.237096e+02
5.375694e-04 3.038252e-04 3.750201e-01 1.044020e+04
5.872543e-04 2.638495e-04 3.761151e-01 9.846922e+03
7.456940e-04 3.607763e-04 6.183147e-02 6.326146e+05
4.322279e-04 8.855510e-05 7.698920e-01 5.805325e+02
1.284527e-04 9.370209e-04 4.223394e-01 6.066373e+03
2.844921e-04 5.542484e-04 8.239581e-01 2.087970e+03
3.637192e-04 3.062188e-04 8.518445e-01 1.379867e+03
6.462713e-04 3.975845e-04 2.198741e-01 4.778107e+04
5.712075e-04 4.477553e-04 6.607799e-01 5.265998e+03
3.567406e-04 6.009937e-04 4.775590e-01 8.451391e+03
9.865287e-04 5.161637e-04 8.813552e-01 5.893252e+03
6.061690e-04 9.194726e-04 2.235833e-01 1.002337e+05
2.379896e-04 4.974665e-04 6.810351e-01 2.294788e+03
1.026807e-04 9.921659e-04 6.116746e-01 2.447890e+03
1.537063e-04 8.515735e-04 3.023485e-01 1.287235e+04
2.467118e-04 2.093020e-04 1.452349e-01 2.200802e+04
1.615207e-04 9.306646e-04 6.551234e-01 3.148726e+03
1.873805e-04 1.172500e-04 7.412115e-01 3.595114e+02
2.858101e-04 8.176323e-04 3.224711e-01 2.020290e+04
1.742002e-04 3.812427e-04 6.483843e-01 1.420185e+03
8.968687e-04 8.780963e-04 4.011796e-01 4.398991e+04
8.115351e-05 8.681886e-04 7.160748e-01 1.235277e+03
5.249869e-04 8.061195e-04 2.072231e-01 8.859947e+04
4.109864e-04 7.902404e-04 8.913129e-01 3.675243e+03
9.823962e-04 3.053745e-04 2.945355e-01 3.108879e+04
1.129269e-04 8.183836e-05 3.741081e-01 5.936351e+02
3.984577e-04 4.035772e-04 6.751103e-02 3.171897e+05
9.695010e-04 1.743510e-04 1.203971e-01 1.048336e+05
8.656416e-04 6.952561e-04 5.207033e-01 1.995547e+04
8.172550e-04 3.467536e-04 2.749167e-01 3.370823e+04
2.586449e-04 9.756346e-04 8.371254e-01 3.237202e+03
1.717167e-04 6.413311e-04 2.454645e-02 1.643149e+06
6.689746e-04 8.226581e-04 3.853031e-01 3.332604e+04
9.294466e-04 1.333921e-04 3.439721e-01 9.420371e+03
5.572061e-04 8.621525e-04 2.913435e-02 5.088020e+06
5.720411e-04 9.228344e-04 1.331247e-01 2.677894e+05
2.806991e-04 4.875749e-04 4.195062e-01 6.991416e+03
7.697234e-04 6.066467e-04 4.979359e-01 1.693103e+04
1.878567e-04 7.650450e-04 4.102468e-01 7.676847e+03
3.243556e-04 1.756638e-04 5.356283e-01 1.785403e+03
4.260110e-04 5.030635e-04 5.991804e-01 5.366464e+03
5.081028e-04 3.992644e-04 1.982458e-02 4.640488e+06
2.431673e-04 1.472276e-04 4.694542e-01 1.460386e+03
1.157220e-04 3.681669e-04 9.638642e-01 4.122765e+02
6.110094e-04 6.910414e-05 5.238420e-01 1.383283e+03
2.893419e-04 2.678610e-05 6.807668e-01 1.503432e+02
5.816570e-04 1.360311e-04 3.187452e-01 7.001282e+03
1.552084e-04 9.631520e-04 7.762515e-01 2.230308e+03
4.816590e-04 5.499800e-04 7.751923e-01 3.963030e+03
5.330568e-04 9.658563e-04 5.260831e-01 1.672388e+04
5.277171e-05 4.330654e-04 9.762537e-01 2.155703e+02
3.372677e-04 3.125043e-04 1.342947e-01 5.253789e+04
1.352803e-04 5.066357e-04 2.677819e-02 8.592659e+05
6.431160e-05 4.400722e-04 7.724566e-01 4.264073e+02
9.899703e-04 1.065590e-04 8.090840e-01 1.448721e+03
3.230315e-04 6.411855e-04 1.290052e-01 1.118856e+05
8.100646e-04 2.168221e-04 2.729270e-01 2.119776e+04
2.553860e-04 6.199684e-04 2.737684e-02 1.899152e+06
6.818212e-04 6.505509e-04 3.003755e-01 4.419594e+04
7.604676e-04 1.528728e-04 7.754105e-01 1.738231e+03
5.960431e-04 6.228828e-05 5.227809e-01 1.221249e+03
4.721046e-04 7.809808e-04 3.546146e-01 2.635876e+04
4.124291e-04 4.603406e-04 3.780219e-01 1.194412e+04
3.495194e-04 5.910563e-05 1.134009e-02 1.444198e+06
9.295996e-04 9.948715e-04 3.068025e-01 8.832929e+04
8.307888e-04 5.872278e-05 6.499942e-01 1.038097e+03
9.650619e-04 6.953402e-04 9.744525e-01 6.353175e+03
1.251729e-04 9.836952e-04 8.485902e-01 1.537215e+03
7.311366e-04 2.399409e-04 3.335901e-02 1.417216e+06
9.384021e-04 1.431071e-04 8.995750e-01 1.491884e+03
1.820518e-04 1.222636e-04 7.853664e-01 3.244196e+02
6.742977e-05 3.039719e-04 7.825724e-01 3.008817e+02
7.413795e-04 1.019448e-04 4.634158e-01 3.163906e+03
5.748986e-04 6.924692e-04 4.040252e-01 2.192474e+04
8.419869e-04 6.322951e-05 3.098866e-01 4.984015e+03
1.406326e-04 5.099127e-04 7.503791e-02 1.144933e+05
7.954720e-04 9.967002e-04 2.359530e-01 1.280260e+05
2.024257e-04 8.141563e-04 2.541376e-01 2.294010e+04
1.644923e-04 6.156042e-04 4.892363e-01 3.803378e+03
1.651015e-04 3.069474e-04 7.499700e-01 8.100036e+02
8.147601e-04 6.242719e-04 4.790717e-01 1.992334e+04
6.655320e-04 5.275144e-04 6.726600e-02 6.975442e+05
5.235424e-04 4.266573e-04 9.582119e-01 2.187095e+03
3.594717e-04 1.315797e-04 9.432971e-01 4.778770e+02
8.773233e-04 8.867176e-04 7.873376e-01 1.128191e+04
3.930527e-04 4.503349e-04 9.914146e-01 1.618957e+03
8.167828e-04 1.954279e-04 5.490375e-01 4.760459e+03
4.396958e-04 3.683916e-04 9.631407e-01 1.569793e+03
3.775675e-04 4.147156e-04 8.484899e-02 1.955291e+05
4.632171e-04 8.277104e-04 3.720239e-01 2.490468e+04
3.020765e-04 7.338808e-04 2.331275e-01 3.667037e+04
7.478618e-04 7.695356e-04 2.038748e-01 1.244752e+05
5.032177e-04 1.202023e-05 1.493949e-01 2.436446e+03
2.329805e-04 4.167378e-04 6.261895e-01 2.226028e+03
8.996750e-04 4.818628e-04 7.835086e-01 6.348647e+03
3.845073e-04 2.017308e-05 5.825154e-01 2.055047e+02
5.440093e-04 2.605534e-04 1.554931e-01 5.270364e+04
9.065656e-04 7.605295e-04 8.130125e-01 9.377359e+03
6.246138e-04 1.379726e-04 6.395952e-01 1.893886e+03
1.177811e-04 5.357748e-04 3.942840e-01 3.649214e+03
9.398923e-04 2.159867e-04 6.773890e-01 3.977301e+03
6.280803e-04 1.310865e-05 2.673059e-01 1.035895e+03
3.355707e-04 2.419603e-04 3.517403e-01 5.899885e+03
1.401328e-04 9.758979e-04 9.183110e-01 1.457888e+03
7.942312e-04 8.017356e-04 2.975995e-01 6.463585e+04
6.204527e-04 9.596171e-04 4.752884e-01 2.369474e+04
5.339276e-04 4.883662e-04 8.912397e-01 2.951200e+03
8.939987e-04 1.106265e-04 7.106441e-01 1.760562e+03
7.888086e-04 5.484115e-04 7.158119e-02 7.589970e+05
1.525232e-04 4.549230e-04 1.558300e-01 2.568806e+04
3.124103e-04 8.445127e-04 1.776317e-02 7.517096e+06
2.492407e-04 9.898450e-05 6.346126e-01 5.507169e+02
7.442023e-04 4.887529e-04 4.531967e-01 1.592086e+04
3.449890e-05 1.508986e-04 1.429321e-01 2.290818e+03
5.703198e-04 3.253513e-04 9.583548e-01 1.816260e+03
7.626962e-04 7.376197e-04 5.343631e-01 1.771213e+04
8.768889e-04 4.765421e-04 2.494744e-01 6.036062e+04
3.427397e-04 3.765124e-04 5.055975e-01 4.538303e+03
8.214360e-04 3.950818e-04 6.828241e-01 6.257527e+03
1.115211e-04 4.599873e-04 8.547683e-02 6.311983e+04
8.466058e-04 7.852315e-04 2.819568e-01 7.517503e+04
1.283612e-04 8.921926e-04 8.088958e-01 1.573500e+03
3.978900e-04 9.553794e-04 4.650682e-01 1.580030e+04
7.974981e-04 7.871165e-04 5.511114e-01 1.858017e+04
1.507675e-04 3.160915e-04 4.384878e-01 2.228256e+03
2.300221e-04 6.884466e-04 5.346094e-02 4.981112e+05
7.225303e-04 4.381655e-04 1.740923e-01 9.390634e+04
7.203165e-04 2.554160e-04 4.510862e-01 8.128529e+03
6.415065e-04 8.410307e-04 2.170936e-01 1.029150e+05
6.942545e-04 3.938792e-05 5.947924e-02 6.948814e+04
5.431817e-04 9.018602e-04 8.452132e-01 6.164695e+03
2.525473e-04 4.620160e-04 9.813806e-01 1.089142e+03
3.463503e-04 6.375643e-04 7.952114e-01 3.139308e+03
1.824161e-04 6.596946e-04 8.552471e-01 1.479049e+03
9.085421e-04 8.952226e-04 2.495574e-01 1.174073e+05
5.838084e-04 6.370330e-04 9.610207e-01 3.620149e+03
4.014506e-04 6.143197e-04 2.049564e-01 5.277922e+04
4.625438e-04 6.758539e-05 9.519155e-01 3.101477e+02
9.473361e-04 5.188896e-04 9.948711e-01 4.464832e+03
1.541981e-04 1.510188e-04 7.146056e-01 4.099557e+02
5.866436e-04 7.376963e-04 9.813323e-01 4.039982e+03
5.063828e-04 5.127097e-04 5.738444e-01 7.087970e+03
6.118428e-04 6.805476e-04 2.669464e-01 5.253031e+04
1.909207e-05 4.263123e-05 4.426259e-01 3.734796e+01
8.722518e-04 8.570722e-05 5.976253e-01 1.881746e+03
9.321862e-04 7.166071e-04 8.235075e-02 8.855403e+05
5.655681e-04 7.301225e-05 6.261198e-01 9.469464e+02
6.969542e-04 7.218547e-05 9.813661e-01 4.696255e+02
9.225769e-04 1.309637e-05 1.982066e-01 2.764884e+03
7.075314e-04 9.565449e-04 7.946692e-01 9.634697e+03
1.533865e-04 7.377709e-04 9.088198e-01 1.231722e+03
5.767121e-04 3.538982e-04 9.442646e-01 2.057831e+03
6.071083e-04 2.972390e-04 9.605342e-01 1.758353e+03
4.247065e-04 3.503535e-04 5.262450e-01 4.830356e+03
7.367078e-04 7.748789e-04 9.775348e-01 5.370618e+03
9.344326e-04 6.617092e-04 7.597371e-01 9.630486e+03
9.256429e-04 1.860104e-04 1.700547e-01 5.352577e+04
4.513885e-04 1.749352e-04 4.821311e-01 3.053917e+03
1.141248e-04 9.929725e-05 7.211479e-01 1.958973e+02
9.848564e-04 6.606424e-04 2.548669e-01 9.004760e+04
8.390592e-04 7.646083e-04 6.442090e-01 1.389753e+04
1.255380e-04 2.657814e-04 6.699345e-01 6.683360e+02
9.209210e-04 2.192402e-05 1.710727e-01 6.202125e+03
8.700265e-04 8.308950e-05 5.694345e-01 2.004245e+03
5.193192e-04 9.678922e-04 7.739106e-01 7.544656e+03
5.916842e-04 2.961493e-04 5.039067e-01 6.203833e+03
3.996037e-04 7.694539e-04 2.198209e-02 5.720500e+06
5.570688e-05 6.250389e-04 1.894808e-02 8.718564e+05
3.358620e-04 3.825577e-04 3.634591e-01 8.743928e+03
8.030506e-04 2.064816e-04 9.269321e-01 1.734954e+03
5.627391e-06 1.222650e-04 2.363900e-01 1.106906e+02
3.341657e-04 6.153980e-04 6.380201e-01 4.541600e+03
3.987705e-04 7.748591e-04 2.298551e-01 5.257717e+04
5.378582e-04 6.442603e-04 3.284533e-01 2.887631e+04
9.199358e-04 5.307718e-04 8.495617e-01 6.081844e+03
3.469996e-04 4.290927e-05 7.315728e-01 2.501064e+02
3.476062e-04 9.685203e-04 1.044453e-01 2.774459e+05
7.377637e-04 7.989155e-04 4.344150e-01 2.807813e+04
4.527657e-04 2.935292e-04 3.887807e-02 7.904516e+05
2.253802e-04 9.799904e-04 4.860812e-01 8.403875e+03
4.529871e-04 6.022797e-04 6.658097e-01 5.532782e+03
1.417162e-04 5.828402e-04 1.273176e-01 4.580910e+04
1.772106e-04 7.483251e-04 2.959961e-01 1.360717e+04
4.988694e-04 8.119580e-04 4.038583e-01 2.232658e+04
4.195065e-04 6.568221e-04 9.203357e-01 2.924514e+03
9.149311e-04 1.289677e-04 9.933225e-01 1.075099e+03
3.630315e-04 3.389292e-04 5.446219e-02 3.729262e+05
5.810078e-04 9.281556e-04 7.633978e-01 8.318797e+03
6.326320e-04 2.253910e-04 3.780068e-01 8.971151e+03
1.408136e-05 3.727949e-04 3.985336e-01 2.971285e+02
6.638738e-04 4.326448e-04 7.567223e-01 4.509243e+03
1.788579e-04 4.399656e-04 9.192422e-01 8.371952e+02
9.611092e-04 6.133266e-04 9.514193e-01 5.854373e+03
1.495141e-04 9.431328e-04 5.813514e-01 3.750915e+03
4.152095e-04 2.414520e-04 3.635499e-01 6.819141e+03
8.626432e-05 1.223799e-04 7.896736e-01 1.521968e+02
9.968774e-04 1.982730e-04 2.584914e-01 2.659334e+04
5.026928e-04 8.870380e-04 5.684333e-01 1.240639e+04
5.957896e-04 6.461650e-04 3.649927e-01 2.597932e+04
6.800940e-05 2.866209e-04 6.600648e-01 4.022197e+02
7.502105e-04 8.161310e-04 2.479949e-01 8.949878e+04
2.106957e-04 8.615086e-04 1.996770e-01 4.092784e+04
8.981562e-04 8.466678e-04 9.190567e-01 8.093568e+03
2.059345e-04 9.190076e-04 1.107856e-01 1.386248e+05
1.914970e-04 2.529888e-04 5.108983e-01 1.668607e+03
3.751312e-05 7.552869e-04 2.286443e-01 4.872302e+03
4.725949e-04 4.610790e-04 4.854066e-02 8.314049e+05
5.652763e-04 8.421566e-04 4.565863e-02 2.052899e+06
6.664293e-05 7.287622e-04 1.834696e-01 1.297094e+04
7.757521e-04 7.766710e-04 8.681027e-01 7.187495e+03
4.538355e-04 6.565057e-04 2.896540e-01 3.192550e+04
5.248659e-04 1.782513e-04 9.509546e-01 9.300821e+02
4.413220e-04 5.454819e-04 5.858061e-01 6.306492e+03
4.013623e-04 9.846851e-04 4.422480e-01 1.816610e+04
5.600807e-04 9.374507e-04 5.842879e-01 1.382626e+04
1.560850e-04 4.413056e-05 5.215314e-01 2.276666e+02
1.827462e-04 1.656500e-04 7.611885e-01 4.696941e+02
8.619238e-04 1.325970e-04 2.896711e-01 1.224481e+04
9.461693e-04 7.262539e-04 3.595199e-01 4.779376e+04
3.739360e-04 8.179675e-04 8.951534e-01 3.431612e+03
2.714739e-04 2.142979e-04 9.469919e-01 5.831940e+02
